fold;banda_nm;vip
1;405;1.3247522214322902
1;415;1.2525215381978076
1;425;1.2268337759251196
1;435;1.1747347587854307
1;445;1.1380535681657782
1;455;1.1017277719601162
1;465;1.0736142964397541
1;475;1.0460943522646915
1;485;1.0200033528194385
1;495;0.9925557396407358
1;505;0.956557723735586
1;515;0.9171597022336644
1;525;0.8317364353609432
1;535;0.7507176698163206
1;545;0.7472240632609365
1;555;0.7823670885312868
1;565;0.8539832112615595
1;575;0.9205149133754809
1;585;0.9432410734627639
1;595;0.9533430118242461
1;605;0.9445093516274862
1;615;0.9304742362669741
1;625;0.9264981592425869
1;635;0.9293159950902018
1;645;0.918654687875581
1;655;0.9106597550848238
1;665;0.9180627412806562
1;675;0.9403531247495832
1;685;0.968941597301976
1;693;0.9202125796836985
1;699;0.7281164646669797
1;706;0.6562617883044146
1;716;0.69018677327245
1;726;0.08905823970985255
1;732;1.0198962862629293
1;739;1.5454242348149763
1;749;1.5325488608631144
1;759;1.4007331915115706
1;769;1.285616151983627
1;779;1.2078462737492273
1;789;1.1676502514272946
1;799;1.141065753151929
1;809;1.1185882388522461
1;819;1.090079021020954
1;829;1.0431769822274988
1;839;0.9857248340230012
1;849;0.9341916056561999
1;859;0.9004458286894413
1;869;0.8800593319633182
1;879;0.869154324808314
1;889;0.8670302054452054
1;899;0.8666532928247872
1;909;0.8677175675896244
1;919;0.8694602660417221
1;929;0.8734562718942205
1;939;0.8810948624154138
1;949;0.8888238267794938
1;959;0.8950372464885673
1;969;0.8945318136282399
1;979;0.9010386623472675
1;989;0.9235430457372531
1;999;0.9180993136880259
1;1009;0.9105072326793247
1;1019;0.9157559458152845
1;1029;0.9204421624586471
1;1039;0.9137485069368185
1;1049;0.9228311308320659
1;1059;0.9061671142604666
1;1069;0.8858646909001233
1;1079;0.8404645759084226
1;1089;0.7834052795612212
1;1099;0.7415881564492255
1;1109;0.7517035255539836
1;1119;0.7990021068179725
1;1129;0.8518559026439769
1;1139;0.8891924647155185
1;1149;0.9070929304449329
1;1159;0.9126007641285074
1;1169;0.9114128077220927
1;1179;0.9085100753225975
1;1189;0.9045487078068476
1;1199;0.9007968817845577
1;1209;0.9033272007446607
1;1219;0.9098780880666927
1;1229;0.9197708110738423
1;1239;0.9339028406035076
1;1249;0.942853771082298
1;1259;0.9521143342223143
1;1269;0.9671361205375069
1;1279;0.9818625452589639
1;1289;1.0157934400912851
1;1299;1.0599816764679297
1;1309;1.0601207206788448
1;1319;0.9937720294683107
1;1329;0.9622298300510657
1;1339;0.9838930652535585
1;1349;0.9159197599224711
1;1359;0.7903203512970383
1;1369;0.6901436102445491
1;1378;0.6577769092632373
1;1387;0.8896113853877672
1;1397;1.04751114302943
1;1407;1.0317606073265442
1;1417;1.040652123111192
1;1427;1.0876341988621507
1;1437;1.1539594054121767
1;1447;1.2120569721556416
1;1457;1.2456310910034072
