fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;0.5575517600355084
1;1;1;0.6450193390714575
1;1;1;0.7171293138061904
1;0;0;0.23028581827566208
1;0;0;0.20376180899037155
1;0;0;0.3190308280283455
1;1;1;1.0506846576663729
1;1;1;1.0649766463422023
1;0;0;0.08917150310823885
1;0;0;0.0431861545964774
1;0;0;-0.040147380761119233
1;1;1;1.0925275371214966
1;1;1;0.8441074137545019
1;1;1;0.8778934586575973
1;0;0;0.21288879624215706
1;0;0;0.32697883422069934
2;0;0;-0.16355734040285097
2;0;0;-0.13280167925403163
2;0;0;-0.12777280758070952
2;1;1;0.5266633603252873
2;1;1;0.7314947083209069
2;0;0;0.2634503531381586
2;0;0;0.24902705248984736
2;0;0;0.22361327545214987
2;1;1;0.9929644132875484
2;1;1;1.0962008208091274
2;0;0;0.1534714067570852
2;0;1;0.506877330527676
2;1;1;0.6937114788063454
2;1;1;0.7251499720964465
2;1;1;1.0551016428853148
2;1;1;1.117446516055288
3;0;0;-0.14980773951349513
3;1;1;0.6671297978269437
3;1;1;0.7309724283429284
3;0;0;0.15762969360980705
3;0;0;0.24218756702756683
3;1;1;0.9365410548059971
3;1;1;1.0284324387331556
3;0;0;0.01780096347014809
3;0;0;-0.08335608606844747
3;0;0;-0.12174987986524022
3;1;1;1.0170201480296357
3;1;1;0.8756739587031643
3;1;1;0.9134583725860692
3;0;0;0.24546854417896513
3;0;0;0.36571491664641476
3;1;1;0.7525868103576702
4;0;0;-0.2347131222716602
4;0;0;-0.19868770504457578
4;0;0;-0.19919065457531415
4;0;0;-0.191533437717738
4;1;1;0.7737235976264987
4;1;1;1.056376295403279
4;1;1;1.0988722887861018
4;1;1;1.0937566620785675
4;0;0;-0.07534156474613418
4;0;0;-0.07209535819106738
4;1;1;1.1971230544540046
4;0;0;0.3254695792909832
4;0;0;0.4358754897027922
4;1;1;0.79726658765417
4;1;1;1.1859282587155768
4;1;1;1.2056904967108548
