metrica;media;desvio
accuracy;0.59375;0.11967838846954226
balanced_accuracy;0.59375;0.11967838846954226
precision;0.45833333333333326;0.3154949081000152
recall;0.5;0.408248290463863
f1;0.46785714285714286;0.33712974147208374
auc_roc;0.765625;0.1795175827043134
