posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;779;0.0;0.0;0.06061776061776061;6.211923275036763e-12;6.328882578377402e-11;0.7461538461538462;-1.0;True;1.0
2;425;0.0;0.0;0.06;6.211923275036763e-12;6.328882578377402e-11;0.7461538461538462;-1.0;True;1.0
3;749;0.0;0.0;0.05117647058823529;6.211923275036763e-12;6.328882578377402e-11;0.7461538461538462;-1.0;True;1.0
4;1949;0.0;0.0;0.04877744937055282;7.496890411186199e-12;6.328882578377402e-11;0.7402101426799007;0.99609375;True;0.99609375
5;1939;0.0;0.0;0.048197054197054195;9.041260826253434e-12;6.328882578377402e-11;0.7342897022332507;0.9921875;True;0.9921875
6;2419;0.0;0.0;0.04232425676644743;6.211923275036763e-12;6.328882578377402e-11;0.7461538461538462;1.0;True;1.0
7;2429;0.0;0.0;0.04060952380952381;6.211923275036763e-12;6.328882578377402e-11;0.7461538461538462;1.0;True;1.0
8;435;0.0;0.0;0.04;6.211923275036763e-12;6.328882578377402e-11;0.7461538461538462;-1.0;True;1.0
9;455;0.0;0.0;0.04;6.211923275036763e-12;6.328882578377402e-11;0.7461538461538462;-1.0;True;1.0
10;2009;0.0;0.0;0.038776178776178775;7.496890411186199e-12;6.328882578377402e-11;0.7402101426799007;0.99609375;True;0.99609375
