posicao;banda_nm;vip
1;1945;1.7774326593762202
2;1935;1.7431898773899441
3;1955;1.7422644625904167
4;1375;1.725790187631715
5;1965;1.6654030580356238
6;1365;1.6273084650523497
7;1925;1.6097259694772053
8;1835;1.6021839755852807
9;1975;1.5871032272301342
10;1845;1.5439809444099315
11;1385;1.537154977636148
12;1355;1.521637778249236
13;1985;1.5190835380857517
14;405;1.4925671588602496
15;1995;1.4554957789426615
16;1825;1.434067726276629
17;415;1.4295095375266162
18;1815;1.3967239868192505
19;2005;1.3947210994528774
20;1855;1.3839535565753385
21;1915;1.359501406898756
22;425;1.344962582513705
23;2015;1.3361318703068066
24;1805;1.329966973171939
25;2025;1.2698523071128085
26;435;1.2640770333616207
27;2450;1.263142478164991
28;1345;1.2560725388913383
29;1795;1.2427480854791007
30;1725;1.2400871340794224
31;2445;1.2278503718174707
32;1735;1.2194265008260625
33;1395;1.1985686668703277
34;445;1.1973616069966047
35;2035;1.1943217195792448
36;1495;1.1833905567443637
37;1505;1.1831465144031588
38;1745;1.1795381093602457
39;1755;1.1781634740832545
40;1785;1.1768217319971546
41;1715;1.1714770342779168
42;1515;1.1671679947553069
43;1485;1.1660916164559427
44;1765;1.1652215794875385
45;1775;1.1562034493213236
46;1865;1.1425279117351212
47;1525;1.1307152466936488
48;455;1.1267685917894203
49;1475;1.125315638537527
50;2045;1.1139773424362676
51;2435;1.103651724283718
52;715;1.100191065703191
53;2255;1.0875289543544076
54;1535;1.0817065997648034
55;2245;1.0741135660466763
56;465;1.071872609407985
57;1465;1.0654988629461595
58;2265;1.0550249580338713
59;1705;1.054239401753339
60;2235;1.0441980533818254
61;2055;1.0424415499480775
62;1405;1.0350253826121734
63;475;1.019944825849659
64;1545;1.0156840984110447
65;2225;1.0133538998009586
66;1905;1.0078889959935182
67;2425;1.007718063546414
68;1455;0.9957665600225966
69;2215;0.992090869337811
70;2275;0.9855224299329264
71;2065;0.9700071841342448
72;485;0.9697803940173604
73;2205;0.9664121106376085
74;1695;0.9534120084329548
75;1555;0.9451666899482729
76;2295;0.9429614938603011
77;2195;0.935744258915036
78;2415;0.9352677413236836
79;2285;0.9343360807695222
80;2305;0.9224281866448878
81;1015;0.9220130393526104
82;1005;0.9154084342745643
83;495;0.9153527329125491
84;985;0.9141071687878735
85;1025;0.9133504479714765
86;2185;0.9131699014704474
87;1335;0.9121508323207919
88;1875;0.9113041668614622
89;995;0.9084794079371725
90;2075;0.9069707181290213
91;1415;0.9019334499314668
92;1445;0.8976783326635267
93;975;0.8969198555280213
94;1035;0.895374487454192
95;945;0.8901935538330914
96;915;0.8886641166972299
97;955;0.8884449927307738
98;925;0.8883249933769918
99;1045;0.888253601631958
100;965;0.8882409570390549
101;935;0.8870170747476751
102;1055;0.8869221815465653
103;895;0.886237698453404
104;905;0.886147587940685
105;2175;0.884908842464787
106;2405;0.884497866457352
107;1065;0.8823116412760235
108;885;0.882252196531117
109;725;0.8787070081396686
110;1075;0.8771864241266859
111;1565;0.8725389507074287
112;875;0.8702127536464019
113;2315;0.8673540458439754
114;595;0.8665175037627837
115;1085;0.863193080617393
116;585;0.8624766665518813
117;705;0.8584751470907644
118;2165;0.8583178615055979
119;865;0.856833067471631
120;505;0.8549022040238735
121;2085;0.854441542384838
122;575;0.8536384269316022
123;605;0.8522783951554503
124;1095;0.8437347182339398
125;1685;0.8434057628595876
126;2395;0.8410739863476723
127;755;0.8377240363966262
128;615;0.8335250625451922
129;855;0.8325614002277187
130;2325;0.8311768473941681
131;635;0.8259123400037962
132;625;0.8257701231679611
133;2155;0.8240381579685799
134;1105;0.8235504055837642
135;565;0.8153069887754819
136;2095;0.8140477936655612
137;1115;0.8140149799013806
138;2385;0.8136297643003202
139;2335;0.8130411536061696
140;1125;0.8101104785819391
141;765;0.8078957986682069
142;845;0.8048269223344354
143;685;0.8047159133905958
144;645;0.8041627786027479
145;1155;0.8021432565452707
146;1165;0.8007948891352598
147;2145;0.7995187717011751
148;1135;0.7992198136399328
149;2345;0.7980813097792894
150;515;0.7962443348119045
151;1575;0.7957395275542185
152;1305;0.7941538230371863
153;1325;0.7926163744057424
154;2375;0.792340940314219
155;675;0.7918141581049442
156;1435;0.7903567200689983
157;1145;0.7899227370344238
158;655;0.7883251912046922
159;1315;0.7877371787811172
160;2355;0.7865291422846551
161;775;0.7861500427112036
162;835;0.7857613060680746
163;2105;0.7844597202631589
164;665;0.7842002406601861
165;1175;0.7834499548687254
166;2365;0.782851776759641
167;1295;0.7825580302305579
168;805;0.782263502185622
169;795;0.7816305839934911
170;785;0.7815267448783056
171;815;0.781437069170809
172;825;0.7808979532244469
173;1425;0.7802305260350889
174;2135;0.7786523802200959
175;695;0.7766515529375927
176;1185;0.7746689827758866
177;1285;0.7745862211435731
178;2115;0.7707215405942374
179;2125;0.7688157609862762
180;1275;0.7682026524046288
181;1195;0.7671073212833178
182;745;0.7644857289199976
183;555;0.7632648277617818
184;1205;0.7582817916107084
185;1265;0.7570660715874311
186;1215;0.750716522904351
187;1255;0.7501211887622331
188;525;0.7478886241988673
189;1225;0.7442593432217851
190;1885;0.7442294423645806
191;1245;0.7435905883288011
192;1235;0.7419536556638445
193;1675;0.7307479806930477
194;545;0.728920466425508
195;1585;0.7247242725572814
196;535;0.7075133222683325
197;1895;0.7044526367220828
198;1595;0.6609651870514582
199;1665;0.6145391555524433
200;1605;0.5953558929734571
201;1615;0.5430459807032882
202;1655;0.5291695330621053
203;1625;0.5034576921732515
204;1645;0.49378556250233546
205;1635;0.48974661009644116
206;735;0.41809679930825405
