seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;147;49;0.9183673469387755;0.9166666666666666;0.8366666666666667;0.9866666666666666
42;2;147;49;0.7755102040816326;0.7555555555555555;0.5497076023391813;0.9
42;3;147;49;0.8775510204081632;0.8846153846153846;0.7558139534883721;0.9600000000000001
42;4;147;49;0.8775510204081632;0.875;0.755;0.9816666666666667
43;1;147;49;0.9387755102040817;0.9387755102040817;0.8776019983347211;0.9566666666666667
43;2;147;49;0.9387755102040817;0.9361702127659575;0.8773978315262719;0.9966666666666666
43;3;147;49;0.8163265306122449;0.8235294117647058;0.6334164588528678;0.8633333333333333
43;4;147;49;0.7959183673469388;0.8;0.5923460898502496;0.9199999999999999
44;1;147;49;0.8775510204081632;0.8846153846153846;0.7558139534883721;0.9733333333333334
44;2;147;49;0.8571428571428571;0.8571428571428571;0.7144046627810159;0.9566666666666667
44;3;147;49;0.8367346938775511;0.8181818181818182;0.6722408026755853;0.9500000000000001
44;4;147;49;0.8979591836734694;0.8979591836734694;0.7960033305578684;0.9683333333333333
45;1;147;49;0.8979591836734694;0.9056603773584906;0.7966804979253113;0.9866666666666667
45;2;147;49;0.8367346938775511;0.8461538461538461;0.6744186046511629;0.9533333333333334
45;3;147;49;0.8367346938775511;0.8181818181818182;0.6722408026755853;0.955
45;4;147;49;0.8775510204081632;0.88;0.7554076539101497;0.9483333333333333
46;1;147;49;0.9183673469387755;0.9166666666666666;0.8366666666666667;0.9816666666666667
46;2;147;49;0.8571428571428571;0.8627450980392157;0.714879467996675;0.975
46;3;147;49;0.8163265306122449;0.8085106382978723;0.6321934945788157;0.9166666666666666
46;4;147;49;0.8367346938775511;0.84;0.6738768718801997;0.9666666666666668
