dia;banda_nm;F_anova;p_anova;eta2;significativo_anova
D02;489;4.71834370465833;0.0004417449784758566;0.112560356341894;True
D02;490;4.689996878127569;0.0004670074626533515;0.11195982878137677;True
D02;491;4.655329419435509;0.0004998729131343821;0.11122429291582181;True
D02;492;4.622033789430625;0.0005336106564633418;0.11051671500965403;True
D02;493;4.5869280884212325;0.0005716481118339179;0.10976944940090552;True
D02;494;4.544867065777408;0.0006208029084942487;0.10887247667158838;True
D02;495;4.498463771255025;0.0006799409754381265;0.10788080337760685;True
D02;496;4.443768358141995;0.0007569043571553369;0.10670908357584238;True
D02;497;4.3802441447622105;0.0008572613766155701;0.10534435847736555;True
D02;498;4.315635183912833;0.0009729488422633892;0.10395204517032483;True
D02;499;4.25307521375332;0.0010997713092277869;0.1025997514496158;True
D02;500;4.192246270506227;0.0012388537947355944;0.10128095593336726;True
D02;501;4.126187500820857;0.0014097955558251831;0.09984437835546527;True
D02;502;4.054028314659879;0.0016234495848363895;0.09826987764051286;True
D02;503;3.9795867745862568;0.0018776462474570257;0.0966397937980824;True
D02;504;3.9043634767199578;0.0021746982123416136;0.09498659379389854;True
D02;505;3.831869799602914;0.0025050324052517886;0.0933876476582112;True
D02;506;3.7612221860762185;0.0028747825521572437;0.09182397363511179;True
D02;507;3.7045678517525613;0.0032100209530774486;0.09056611636086111;True
D02;508;3.6721389100024124;0.0034190688920579214;0.089844549561945;True
D02;509;3.67256683574073;0.0034162243466998167;0.0898540786660181;True
D02;510;3.7173092082063484;0.003131399023388067;0.09084930754588348;True
D02;511;3.821604748266121;0.0025556699818706937;0.09316078129360969;True
D02;512;3.98890872827941;0.0018437644038238406;0.09684424403166361;True
D02;513;4.224526468357251;0.0011629950242823016;0.1019812856903559;True
D02;514;4.540921086930397;0.0006256254840165624;0.10878823391255293;True
D02;515;4.948541233182958;0.0002811991503698572;0.11740717681794974;True
D02;516;5.460399111302575;0.00010305093182358761;0.12799690638280692;True
D02;517;6.102194912438602;2.936519323899934e-05;0.14092114556266386;True
D02;518;6.864592064358509;6.663381402363012e-06;0.15578476374710182;True
D02;519;7.748774046564822;1.2108977655498031e-06;0.17239122113847768;True
D02;520;8.755919061031458;1.776446391048381e-07;0.19052864657985008;True
D02;521;9.858344251551577;2.2422962237009354e-08;0.20949194894859768;True
D02;522;11.019139783707692;2.6328945465927217e-09;0.22852211451998664;True
D02;523;12.206642893140577;3.064751301802958e-10;0.2470648110931516;True
D02;524;13.40082318454432;3.674265398622116e-11;0.2648340944112844;True
D02;525;14.570798605511603;4.786836104033923e-12;0.2814482101491163;True
D02;526;15.709415108467235;6.838387964325878e-13;0.29691152465514997;True
D02;527;16.816053091303907;1.0682905205742667e-13;0.311315842771399;True
D02;528;17.831826001165798;2.001831441040308e-14;0.32402751819988757;True
D02;529;18.752473531018413;4.493789155234387e-15;0.3351500362289183;True
D02;530;19.587331987014835;1.1818644444754107e-15;0.34492432205643564;True
D02;531;20.320000954115514;3.7144928414673657e-16;0.35326843910042793;True
D02;532;20.951479369509492;1.3846801739530758e-16;0.36029142502770034;True
D02;533;21.492043023244765;5.996434321158058e-17;0.36618324931597496;True
D02;534;21.964889580411544;2.90066620215454e-17;0.37124872092525185;True
D02;535;22.369284515960054;1.5653461523733084e-17;0.3755170923694204;True
D02;536;22.712452919531696;9.302614561941619e-18;0.37909402491059324;True
D02;537;23.009517401247855;5.942028251565573e-18;0.38215747932188177;True
D02;538;23.254579133138968;4.111647494691162e-18;0.3846619969336891;True
D02;539;23.44691039177693;3.082695962250869e-18;0.3866134357102564;True
D02;540;23.604855279707582;2.4349284700425765e-18;0.38820675044983183;True
D02;541;23.752167808368867;1.955069289378594e-18;0.3896853657944491;True
D02;542;23.886985303805595;1.5999718762905424e-18;0.391032315394315;True
D02;543;24.023671750075483;1.3062892965905566e-18;0.39239188149550774;True
D02;544;24.17275464218182;1.0475837913274242e-18;0.3938678454815152;True
D02;545;24.33588616527378;8.232955871867915e-19;0.3954747007284852;True
D02;546;24.502090831758395;6.444944258837597e-19;0.39710308842803493;True
