dia;banda_nm;n;via;estat_genotipo;p_genotipo;estat_condicao;p_condicao;estat_interacao;p_interacao;estat_omnibus;p_omnibus;q_genotipo;q_condicao;q_interacao;q_omnibus
D02;414;192;kruskal;3.735103626943005;0.15450144754398407;15.607735589378239;7.793510353579511e-05;;;24.96286026554404;0.00014165337299413798;0.25162767482742426;0.0006268427347133951;;0.00028344494440095316
D02;415;192;kruskal;3.9811670174870466;0.13661568573624802;15.484840511658032;8.316960834075992e-05;;;25.0841564119171;0.000134215937108155;0.2403692003421835;0.000651072010331674;;0.0002733633436036007
D02;416;192;kruskal;4.282393539507773;0.11751412148668673;15.260794473229717;9.364005423363855e-05;;;24.99346259715026;0.00013973934436026987;0.21481413829696477;0.0007060873207102673;;0.0002809856816499152
D02;417;192;kruskal;4.3502165641191715;0.11359585261190257;15.139275690846295;9.986394494309688e-05;;;24.874473769430054;0.0001473284159089304;0.2093307221087261;0.0007367660110729916;;0.00029166924242361513
D02;418;192;kruskal;4.655025501943006;0.09753804704721145;14.917752860535398;0.00011230120128493331;;;25.02588649611399;0.0001377393078586104;0.18534260573315695;0.0008138860912911597;;0.00027838917009962935
D02;419;192;kruskal;4.576515948834197;0.10144302436467774;14.797610373488766;0.00011968706965985997;;;24.85670336787565;0.0001484962773140556;0.1909023991651885;0.0008583153142390658;;0.000292570475284465
D02;420;192;kruskal;4.38387508095855;0.1117001153222344;14.658058074265984;0.0001288824634379144;;;24.711666126943005;0.00015837692804810717;0.20676618820027323;0.0008991086139835458;;0.00030076951798765537
D02;421;192;kruskal;4.506871356865285;0.10503772806766279;14.558782653281511;0.00013585391659253463;;;24.898558937823836;0.0001457600467230092;0.19656239075435802;0.0009381696394992881;;0.00028912365167204246
D02;422;192;kruskal;4.691841402202073;0.09575899611788327;14.44009742012089;0.00014468860343862065;;;24.96622004533679;0.00014144197347082336;0.182529461931021;0.0009891877521753698;;0.00028344494440095316
D02;423;192;kruskal;4.884998380829016;0.08694329187214676;14.321897938255603;0.00015406228230180493;;;24.930112532383422;0.00014373032828482557;0.1727913678583072;0.0010326200686307252;;0.00028623050713416653
D02;424;192;kruskal;5.015665479274611;0.08144455967166984;14.42036377374785;0.00014621264932267479;;;25.020968264248705;0.00013804085128782205;0.16602857113720493;0.0009962861918963654;;0.00027838917009962935
D02;425;192;kruskal;5.042381800518135;0.08036384441602165;14.302245250431787;0.00015567908092013836;;;25.027606865284977;0.00013763398368079032;0.16433324516177508;0.0010366811524909214;;0.00027838917009962935
D02;426;192;kruskal;4.933745547279793;0.0848497890344834;14.361243793177904;0.0001508759854952162;;;25.0223647992228;0.00013795516148752357;0.17013150479893022;0.0010179165995088434;;0.00027838917009962935
D02;427;192;kruskal;4.924921065414508;0.08522499388518456;14.302245250431787;0.00015567908092013836;;;24.929910136010363;0.00014374325809273113;0.17036692247418472;0.0010366811524909214;;0.00028623050713416653
D02;428;192;kruskal;4.9888580796632125;0.08254356702881961;14.10646049222798;0.00017274943655567378;;;24.751862046632127;0.00015557520850009634;0.16679493199616652;0.0011283729120244806;;0.0002985615535975275
D02;429;192;kruskal;4.921510686528498;0.08537044261861704;13.796011442141616;0.00020376836446682012;;;24.285459844559586;0.0001913340013093848;0.17049150711858183;0.001274173522931244;;0.0003381918793925983
D02;430;192;kruskal;4.996478303108809;0.08222966519670806;13.680483592400682;0.00021669479659915938;;;24.144794365284977;0.00020363459916349576;0.16665320486012672;0.0013427221384437339;;0.00035636054853611763
D02;431;192;kruskal;5.01061568976684;0.08165045844009214;13.622901824265968;0.00022344305715688365;;;24.062803594559586;0.000211161766632233;0.16613600224268749;0.0013721009288286477;;0.00036580093132359106
D02;432;192;kruskal;5.004665236398964;0.08189374880532554;13.336814550949905;0.00026024605202804913;;;23.590572376943005;0.00026018470037228843;0.16631789833662808;0.0015516414322951418;;0.00042423032126145136
D02;433;192;kruskal;5.169456363341969;0.07541657642307899;13.242126781088084;0.0002737271596545757;;;23.67630748056995;0.0002505169236565298;0.15767522756751784;0.0016132597829067092;;0.000416526742019572
D02;434;192;kruskal;5.321526878238342;0.06989484091495855;13.22322970639032;0.0002765007549090321;;;23.779428432642487;0.00023935808655109779;0.14917202780081165;0.001624937101198925;;0.0004053868171067726
D02;435;192;kruskal;5.399409002590674;0.06722537481617498;13.11013061312607;0.0002937032100174088;;;23.820110103626945;0.00023509230981340643;0.14528898182083758;0.001696859954213255;;0.0003998128751470121
D02;436;192;kruskal;5.44364272992228;0.06575488165603742;12.978795606649404;0.0003150385543174621;;;23.766353626943005;0.0002407452573563767;0.1434715556133327;0.0017998442197914063;;0.00040650337089057634
D02;437;192;kruskal;5.429211868523316;0.06623104725184811;12.810907815198627;0.0003446043189107924;;;23.624271373056995;0.00025634147414436276;0.14389817575586916;0.0019470618680056066;;0.0004209418442514716
D02;438;192;kruskal;5.362491904145078;0.06847778094676643;12.773747841105346;0.00035151784049285503;;;23.479841321243523;0.00027321851908485256;0.1467585462087962;0.001980667832007818;;0.00043778998643986925
D02;439;192;kruskal;5.409488341968912;0.06688743340417991;12.607195865716745;0.0003842645461405296;;;23.282606055699482;0.00029805201176432545;0.1448639133178173;0.0021129399038451106;;0.0004709589184350011
D02;440;192;kruskal;5.655976764896374;0.05913168444263465;12.607195865716745;0.0003842645461405296;;;23.534812176165804;0.00026666936394994205;0.1321122928015726;0.0021129399038451106;;0.0004309998939805604
D02;441;192;kruskal;5.792412159974093;0.05523237025083793;12.625647668393784;0.0003804900289818788;;;23.64730408031088;0.0002537470281717969;0.12586843487163177;0.0021091487822752254;;0.0004191946531613271
D02;442;192;kruskal;5.818156978626943;0.054525952973430346;12.607195865716745;0.0003842645461405296;;;23.698490123056995;0.00024807390643884013;0.1248133142282429;0.0021129399038451106;;0.00041365819683419604
D02;443;192;kruskal;5.938218507124352;0.05134902893166291;12.644112964162357;0.0003767501875968592;;;23.875627428756477;0.0002293919363749943;0.1187337749028643;0.0020940776009787487;;0.0003914166901040876
D02;444;192;kruskal;6.038688066709844;0.048833240835186496;12.533523585924016;0.00039971532285115535;;;23.901574643782386;0.0002267748134028599;0.11476218634875046;0.0021688257332479356;;0.00038824302361374434
D02;445;192;kruskal;6.092910055051814;0.04752710840222684;12.42341995898101;0.0004239830979348898;;;23.8384269753886;0.0002331962701871193;0.11256131562698296;0.0022883929838538397;;0.00039691746900728775
D02;446;192;kruskal;6.19321769753886;0.04520223037555504;12.313802083333341;0.0004496211743380541;;;23.847372895077722;0.00023227575118936754;0.10881428931955797;0.0024077624766771512;;0.0003959163445906502
D02;447;192;kruskal;6.261010362694301;0.04369571741467109;12.150286053540595;0.0004908033618843152;;;23.710127914507773;0.00024680164755977744;0.10605907268342059;0.002594427049548274;;0.00041287942834021497
D02;448;192;kruskal;6.230559828367876;0.04436608671228519;12.059916072970632;0.0005151761129495528;;;23.57152687823834;0.0002623818884081905;0.10717885023191628;0.0026954750195396244;;0.0004262105861581248
D02;449;192;kruskal;6.319138601036269;0.042444017760808334;11.898100172711564;0.0005619122666236754;;;23.5184585492228;0.0002686013303973165;0.10388148022364904;0.0029029774781993913;;0.0004327583100117015
D02;450;192;kruskal;6.389036188471503;0.04098627213846005;11.790830094991357;0.0005952318810587388;;;23.411168231865286;0.00028162383602008313;0.10152517410142702;0.003044440369205669;;0.000449152789795638
D02;451;192;kruskal;6.384360832253886;0.04108219692655475;11.684045768566488;0.0006303830812900087;;;23.256092130829018;0.0003015560320240492;0.10164003123807454;0.00320028638545992;;0.0004753969421070906
D02;452;192;kruskal;6.4267729922279795;0.04022017690900992;11.489536107512954;0.000699891031579048;;;23.151250809585495;0.00031581474288286913;0.10011114422376134;0.0034926435663470254;;0.0004933252381209174
D02;453;192;kruskal;6.465875971502591;0.03944144997895128;11.38412807642487;0.0007407431484950115;;;23.23046875;0.0003049810225730206;0.09829211896334031;0.0036520773979886265;;0.00048042709469836044
D02;454;192;kruskal;6.532181023316062;0.038155303584613394;11.226926813471502;0.0008061903045832799;;;23.180618523316063;0.0003117548197968272;0.09613824035877404;0.003946291920525792;;0.0004880985766437348
D02;455;192;kruskal;6.601451181994819;0.03685641501383717;11.192141623488782;0.0008214447988962714;;;23.180841159326427;0.00031172423938342653;0.09413761792450814;0.003982939202213363;;0.0004880985766437348
D02;456;192;kruskal;6.584449886658032;0.037171053834393744;11.209527471934363;0.0008137843875622576;;;23.16509472150259;0.00031389443263951617;0.0945878801666769;0.003964541042494514;;0.0004906992998046095
D02;457;192;kruskal;6.633460168393783;0.036271241960121235;11.209527471934363;0.0008137843875622576;;;23.214924708549223;0.00030707744128442204;0.09299039657526081;0.003964541042494514;;0.00048298760128401036
D02;458;192;kruskal;6.69161876619171;0.035231687681894996;11.019025259067359;0.0009018148004555226;;;23.10603545984456;0.0003221678444142128;0.09112256170941568;0.004311473556490156;;0.0005015054806811247
D02;459;192;kruskal;6.784771696891192;0.03362834896842732;11.001787834628661;0.000910240442059985;;;23.181043555699482;0.00031169644157920547;0.08808651817911166;0.004341635224802394;;0.0004880985766437348
D02;460;192;kruskal;6.895887305699482;0.03181098359221887;10.881503670120907;0.0009712935904972815;;;23.14434909326425;0.00031677642106615623;0.08451337739331724;0.004590145516382315;;0.0004944508672805833
D02;461;192;kruskal;6.93149894753886;0.03124957591007443;10.830155710276347;0.0009986023964428051;;;23.10528659326425;0.00032227412166636876;0.08360113978229355;0.004686804382389459;;0.0005015054806811247
D02;462;192;kruskal;6.996650340025907;0.03024800128192695;10.77892918825562;0.001026620551725317;;;23.06363341968912;0.0003282402905250184;0.08173735260768403;0.004796352509313497;;0.0005100157847475854
D02;463;192;kruskal;7.068622490284974;0.029178847142713824;10.609051165803109;0.0011253542249117612;;;22.947538860103627;0.00034545090959080455;0.07947651459456316;0.005175115505143548;;0.0005316212357729009
D02;464;192;kruskal;7.185809990284975;0.027518273745858274;10.609051165803109;0.0011253542249117612;;;23.042381800518136;0.000331326154305418;0.07775714806568786;0.005175115505143548;;0.0005140317265358641
D02;465;192;kruskal;7.173453691709845;0.027688812012183817;10.440522452504311;0.001232803941287676;;;22.823227007772022;0.00036486838851591634;0.07782251795221937;0.005631360542496712;;0.0005568043637248098
D02;466;192;kruskal;7.287372490284975;0.026155749535021276;10.34005289291882;0.0013017428175683059;;;22.904367713730572;0.0003520757019000438;0.07513367268393367;0.005880780878485893;;0.0005400951866843603
D02;467;192;kruskal;7.404559990284975;0.02466722116238753;10.34005289291882;0.0013017428175683059;;;23.000931023316063;0.0003374277434409641;0.07156696852796637;0.005880780878485893;;0.0005227071765841521
D02;468;192;kruskal;7.412089135362694;0.02457453419186493;10.323355192141632;0.001313572723065335;;;22.974133743523318;0.00034143125640101387;0.07149272287590776;0.005921181659356049;;0.0005269191172900522
D02;469;192;kruskal;7.437287483808291;0.02426685765927292;10.20684909326425;0.0013992002884918562;;;22.79772506476684;0.00036898304756336246;0.07079847092342641;0.006211601280728998;;0.0005626648554293356
D02;470;192;kruskal;7.368148882772021;0.025120414382840562;10.157120304404145;0.0014374497699370643;;;22.66586382772021;0.00039100056978133595;0.0726685047943667;0.00636762306293935;;0.000590097254320471
D02;471;192;kruskal;7.453033921632125;0.024076549528465045;10.20684909326425;0.0013992002884918562;;;22.834439766839377;0.0003630736172099949;0.0704436563236545;0.006211601280728998;;0.0005553049879923189
D02;472;192;kruskal;7.457769996761658;0.024019602807350292;10.107512953367875;0.0014766610284495006;;;22.7251457253886;0.00038094593681257754;0.07037743622553636;0.006527223640840358;;0.0005766200121052373
D02;473;192;kruskal;7.404347474093265;0.02466984239359933;9.959419527202073;0.0016002850259980636;;;22.598708711139896;0.00040270734158448274;0.07156696852796637;0.006983371464514954;;0.0006055372123092186
D02;474;192;kruskal;7.5170923737046635;0.023317615200648043;9.959419527202073;0.0016002850259980636;;;22.755424222797927;0.0003759094242542483;0.06881212773601315;0.006983371464514954;;0.0005711038734410839
D02;475;192;kruskal;7.678888034326425;0.021505554741172158;9.91029792746114;0.0016435651008377208;;;22.88785216968912;0.0003546431286602097;0.06479585053778837;0.007126748460503521;;0.0005430670928903427
D02;476;192;kruskal;7.887153902202073;0.019378773699889832;9.91029792746114;0.0016435651008377208;;;23.166106703367877;0.00031375451237593445;0.060129901450036376;0.007126748460503521;;0.0004906992998046095
D02;477;192;kruskal;7.992592292746115;0.01838360312134929;9.91029792746114;0.0016435651008377208;;;23.35386981865285;0.0002888320883431485;0.05754313043034181;0.007126748460503521;;0.0004588649211400446
D02;478;192;kruskal;8.017031654792746;0.018160328306940754;9.844991364421409;0.0017029479056878591;;;23.401048413212436;0.00028288387465182237;0.057302820550054596;0.007337702005390335;;0.000450811831321591
D02;479;192;kruskal;7.99889693976684;0.01832574330137353;9.877617659758211;0.0016730141287612087;;;23.387670012953368;0.0002845581997096419;0.05754313043034181;0.007239139194281095;;0.00045277646827344883
D02;480;192;kruskal;8.001993604274611;0.01829739091706331;9.763661755181348;0.0017799503243002206;;;23.299587111398964;0.0002958289986953686;0.05754313043034181;0.007605579406541151;;0.00046780668953292287
D02;481;192;kruskal;7.990284974093265;0.01840482377489236;9.763661755181348;0.0017799503243002206;;;23.276007933937823;0.0002989202263355657;0.05754313043034181;0.007605579406541151;;0.00047184825684124914
D02;482;192;kruskal;7.990284974093265;0.01840482377489236;9.650367012089802;0.0018931375656111465;;;23.129209844559586;0.0003188960529462824;0.05754313043034181;0.008022366006339796;;0.0004973808399945438
D02;483;192;kruskal;7.876953125;0.019477865464810902;9.553783462867004;0.001995377106738794;;;22.93411998056995;0.00034749679606486613;0.06030629838667505;0.008403528636388637;;0.0005338696095348618
D02;484;192;kruskal;7.844063714378239;0.019800821402069495;9.521696891191711;0.0020305673656776328;;;22.98998137953368;0.0003390579865834976;0.060886783651640984;0.00851675596524504;;0.000524440369896496
D02;485;192;kruskal;7.827183856865285;0.019968646142235945;9.473668231865286;0.0020844215088950224;;;22.957861075129536;0.00034388525025901966;0.06115821943141545;0.008707023451616478;;0.0005299088266575877
D02;486;192;kruskal;7.822579339378239;0.02001467209390842;9.266947322970632;0.0023332626766041004;;;22.757326748704664;0.0003755951636882002;0.06117748504412245;0.009648229334102844;;0.0005710494297438833
D02;487;192;kruskal;7.805911998056995;0.020182164724366132;9.156580580742668;0.0024782522518227335;;;22.689746599740932;0.0003869187469095327;0.06150612161913066;0.010186163063103059;;0.0005847976049458008
D02;488;192;kruskal;7.760271615932643;0.020648020825573033;9.093810718911918;0.0025647592935315574;;;22.644612208549223;0.000394668430747908;0.06273939364925969;0.010478727711221563;;0.0005947574955649957
D02;489;192;kruskal;7.790965025906736;0.020333560875252354;8.968918663644223;0.0027461107494380693;;;22.545073672279795;0.00041230521612507337;0.061875568776175935;0.011153016132866298;;0.0006181564314857642
D02;490;192;kruskal;7.742096421632125;0.020836516911799115;8.906796470207254;0.0028411123763212877;;;22.46018863341969;0.00042795865437922294;0.06321848548239643;0.011470711582352286;;0.0006378947675376353
D02;491;192;kruskal;7.631952315414508;0.0220162126651064;8.767810880829016;0.003065932072399497;;;22.30578044041451;0.00045795113559950884;0.06601645054990239;0.012162914275611931;;0.0006766986881229053
D02;492;192;kruskal;7.5389916612694305;0.02306368836159853;8.752435503022447;0.0030918885364010335;;;22.298979922279795;0.0004593187304837331;0.06835783934918871;0.012242207313047334;;0.0006777429613108896
D02;493;192;kruskal;7.430911998056995;0.02434433758932749;8.568983430483586;0.0034193802174541286;;;22.103667422279795;0.0005003635120162328;0.07092363124390721;0.013332982558932352;;0.0007288675874611458
D02;494;192;kruskal;7.280025501943006;0.0262520092249323;8.4326694732297;0.003685389094695784;;;21.923635848445596;0.0005413914292793995;0.07530471457389672;0.014261760440039722;;0.0007770425622477596
D02;495;192;kruskal;7.1151635362694305;0.028507679606312307;8.23770104706391;0.004102906780887868;;;21.7443126619171;0.0005855529060917109;0.07868178020616708;0.015699742178360107;;0.0008305456503417007
D02;496;192;kruskal;6.937874433290156;0.031150118903003975;8.104058721934377;0.00441662508197522;;;21.539224417098445;0.000640425704546589;0.08351489394779235;0.01671309602053723;;0.0008972084153176599
D02;497;192;kruskal;6.7642487046632125;0.03397520271629242;7.9275690846286775;0.004868716465161244;;;21.309383095854923;0.000707959653926842;0.08854274557956257;0.01818895714033827;;0.000981098142029698
D02;498;192;kruskal;6.592748137953368;0.037017145973900996;7.753022452504324;0.00536227245066425;;;21.02780926165803;0.0008003180356166594;0.09434761602415367;0.01985202309803678;;0.0010987543662539776
D02;499;192;kruskal;6.481753966968912;0.03912956406587315;7.7385646049222805;0.0054053751325342896;;;21.035743199481868;0.0007975600019887812;0.09781179110670321;0.019939612224510482;;0.0010963777239135324
D02;500;192;kruskal;6.294274206606218;0.04297498385902773;7.637737478411047;0.00571595693309885;;;20.89633257772021;0.0008474146096894629;0.10469564657911715;0.020676239276518064;;0.0011597467064693805
D02;501;192;kruskal;5.96065414507772;0.05077622364029265;7.43806670984456;0.006385845221563529;;;20.626862046632127;0.0009526358659071932;0.11834322123436389;0.022542803011061617;;0.0012905258659020168
D02;502;192;kruskal;5.764440981217617;0.0560102544064882;7.2410405872193495;0.007125567089610144;;;20.490325453367877;0.0010107586473502538;0.12653896249673233;0.024317035109468227;;0.0013629625152632285
D02;503;192;kruskal;5.392881719559585;0.06744513275082255;7.0053500107944675;0.008126648357359458;;;20.31146777849741;0.0010922056405172611;0.14545061261717668;0.0260841248528079;;0.001459357504039676
D02;504;192;kruskal;4.9748623704663215;0.08312322070954527;6.787085762089817;0.00918196814519808;;;20.021393296632127;0.001238230671737758;0.1676359151182668;0.028234207894754514;;0.0016355368688456258
D02;505;192;kruskal;4.663465430699482;0.09712730722639669;6.4529630829015545;0.01107674567980878;;;20.10890948834197;0.0011922608134381796;0.1847941624502223;0.03250129526364493;;0.0015858151286392388
D02;506;192;kruskal;4.371771777849741;0.11237813499893727;5.935907815198612;0.014835424887792216;;;20.206909812176168;0.0011427749747260918;0.2074595453490732;0.03993104520323076;;0.0015239476418486438
D02;507;192;kruskal;3.9579015544041454;0.1382141787269941;5.550039129965463;0.018480273817589397;;;20.116600550518136;0.0011883021059881892;0.2416686108858183;0.04755714127964348;;0.0015815753532652666
D02;508;192;kruskal;3.6775724579015545;0.1590103111362931;5.118206228411059;0.023676078047649315;;;20.09812176165803;0.0011978352911754368;0.25360042623680956;0.05815525278530389;;0.001592197136876747
D02;509;192;kruskal;3.648063066709845;0.16137385367036985;4.943436960276344;0.02618990934336629;;;20.76449158031088;0.0008973807840456777;0.25562972469978323;0.06289871670169117;;0.0012213191692619012
D02;510;192;kruskal;3.6870648477979278;0.15825740533308044;4.72642082253886;0.029702633877457515;;;21.358464216321245;0.000692972656636034;0.25314604052746553;0.06650666166229843;;0.0009616284971316006
D02;511;192;kruskal;3.8784913374352334;0.14381239105760513;4.415486021157163;0.03561413186640609;;;22.103809099740932;0.0005003324648195655;0.24744900508317794;0.06878021135404792;;0.0007288675874611458
D02;512;192;kruskal;4.133753643134715;0.12658049848158093;4.115129803540592;0.04250126356118137;;;22.69051570595855;0.00038678800004944525;0.22793380367491;0.07527641758547754;;0.0005847976049458008
D02;513;192;kruskal;4.7416106703367875;0.09340547326763488;3.644652687823834;0.056249534678368705;;;24.12315819300518;0.00020559474238136298;0.1795451037225109;0.09318884945503571;;0.00035887218436100036
D02;514;192;kruskal;5.362582982512953;0.06847466259550838;3.4009337219343654;0.06515952502541385;;;25.894976522020727;9.351980409156645e-05;0.1467585462087962;0.10523006758041244;;0.00020063715292029582
D02;515;192;kruskal;6.3369899611398965;0.042066861729124244;2.9745250431778976;0.08458495127995543;;;28.423008419689122;3.0083858399900413e-05;0.10320470503161941;0.1317264503228463;;7.62694605416511e-05
D02;516;192;kruskal;7.525835897020726;0.02321589864682517;2.3644214162348915;0.12412992796641222;;;30.426550356217618;1.2154469653427057e-05;0.06861379907645092;0.18094561638884965;;3.379768607683306e-05
D02;517;192;kruskal;9.157940009715027;0.01026546423130254;2.1081673683074302;0.14651468815118646;;;32.34721097797927;5.070963372668449e-06;0.03532628714496898;0.20512056341166104;;1.6049330433271262e-05
D02;518;192;kruskal;11.459915398316063;0.0032472145906166433;1.8879601144214195;0.16943218003342747;;;36.33549222797927;8.137751794584984e-07;0.012823975484964426;0.22290275897919162;;4.193600233842664e-06
D02;519;192;kruskal;14.3671875;0.0007589355109414389;1.6330958549222798;0.2012753825146129;;;40.584277849740936;1.1383679055480819e-07;0.003741770992646373;0.24898420358110437;;8.106918660691374e-07
D02;520;192;kruskal;17.78597595531088;0.00013734864954951202;1.1066021696891193;0.2928217558548953;;;44.33990446891192;1.975890051405954e-08;0.0007912979781630594;0.34456535929913384;;1.7099369179044775e-07
D02;521;192;kruskal;20.661309909326427;3.2617716879152425e-05;0.7169958981001707;0.39713108041388245;;;47.76534164507772;3.966037324936742e-09;0.0002389247761397915;0.4453339780912372;;3.7143116682398437e-08
D02;522;192;kruskal;23.9479740123057;6.3061386748068e-06;0.5911053540587201;0.4419920032079483;;;51.69527202072539;6.229603881797842e-10;6.129805887217415e-05;0.48633347563278007;;6.142748827676621e-09
D02;523;192;kruskal;27.26413738665803;1.2013451227446563e-06;0.8123448294473209;0.36742790804281433;;;54.971664507772026;1.3230014798489538e-10;1.2571218605863724e-05;0.41658078463007864;;1.3844265485562266e-09
D02;524;192;kruskal;30.065707982512954;2.9601550825054434e-07;0.7169958981001707;0.39713108041388245;;;58.35692600388601;2.6548556792555945e-11;3.2641279968917547e-06;0.4453339780912372;;2.9130553977455356e-10
D02;525;192;kruskal;32.52092778497409;8.673018211263632e-08;0.5479881800518135;0.4591408897636846;;;60.97763520077721;7.631952401477509e-12;9.882422417389839e-07;0.49983968413233393;;8.793895716533917e-11
D02;526;192;kruskal;35.27435840349741;2.189124171619866e-08;0.5327140004317772;0.46546806702815924;;;63.54104598445596;2.2489313265229358e-12;2.5803986643634165e-07;0.5035205725077819;;2.6817198550572914e-11
D02;527;192;kruskal;38.42696526878238;4.525749517017884e-09;0.5139248704663213;0.47344472794747205;;;66.53831363341969;5.373349325947483e-13;5.49249246118561e-08;0.5097297307192993;;6.679236040920174e-12
D02;528;192;kruskal;40.50043515220207;1.6048788339165713e-09;0.47020725388601037;0.4928918375241348;;;68.59138196243524;2.0120858978086512e-13;2.031855857014128e-08;0.5276206465354909;;2.6118912508895843e-12
D02;529;192;kruskal;42.31076951101036;6.49132178231988e-10;0.4352601468048344;0.5094190977283328;;;70.1811042746114;9.396039670507291e-14;8.426393022492452e-09;0.5433273892047897;;1.2353382925775933e-12
D02;530;192;kruskal;44.237653821243526;2.4769402277672033e-10;0.4182925841968912;0.5177902433645825;;;71.57025178108809;4.827349675972777e-14;3.29883403061723e-09;0.5519687053746147;;6.556883566503421e-13
D02;531;192;kruskal;45.65042098445596;1.2221852410876597e-10;0.4737761765975837;0.4912550609525217;;;73.00738746761658;2.422350013592272e-14;1.660067502960788e-09;0.5261431488321786;;3.3797550189644556e-13
D02;532;192;kruskal;47.118553675518136;5.865919135519316e-11;0.5441493955094974;0.4607181515345363;;;74.12619413860104;1.415575043806751e-14;8.129054153344675e-10;0.5007593687320265;;2.0303107796137385e-13
D02;533;192;kruskal;48.74065940738342;2.606755433920009e-11;0.6153119602763367;0.4327947447189151;;;75.35724983808291;7.835368013340666e-15;3.7387799964824743e-10;0.47929914763417647;;1.1561395536231442e-13
D02;534;192;kruskal;50.432682966321245;1.1186186095966363e-11;0.690846286701207;0.40587667633963187;;;76.51659650259067;4.48743307453186e-15;1.6625266436831166e-10;0.45390025254775623;;6.76744502637121e-14
D02;535;192;kruskal;51.51442074158031;6.513068813947841e-12;0.7436312607944711;0.38850013305236064;;;77.33253724093265;3.030758879360526e-15;9.822282453975752e-11;0.43708928847525597;;4.6388704937077896e-14
D02;536;192;kruskal;52.48914143458549;4.0006241987615935e-12;0.803007610103627;0.3701956621314402;;;77.96486398963731;2.2357001428186497e-15;6.169383632827089e-11;0.4190238979203001;;3.469717223512338e-14
D02;537;192;kruskal;53.48215875971503;2.4349877752020173e-12;0.8840943436960254;0.3470827185761951;;;78.85554970854922;1.4561876705223982e-15;3.9016874429213573e-11;0.39548147544432005;;2.297416086339568e-14
D02;538;192;kruskal;54.4905784488342;1.4706903133947655e-12;0.969080580742662;0.3249095864743273;;;79.58622085492229;1.0242662065812767e-15;2.3751069549391054e-11;0.3729096596859795;;1.6806159917585587e-14
D02;539;192;kruskal;55.38496802137306;9.403878384104081e-13;1.0526298035405848;0.30490219602278407;;;80.28616823186529;7.311131548181311e-16;1.5680776069754044e-11;0.35251093801732253;;1.2092847423645054e-14
D02;540;192;kruskal;55.91110751295337;7.228651125512867e-13;1.0956997517271183;0.29521176968484797;;;80.68270320595855;6.039610816234732e-16;1.2252862362336274e-11;0.34539608649379533;;1.0237389904212758e-14
