posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1968;0.057291666666666664;0.09923207751696694;0.045685881723800996;5.6600257038351806e-11;4.7462581345843605e-09;0.6763647642679901;0.953125;True;0.953125
2;1348;0.057291666666666664;0.09923207751696694;0.024612536539044817;4.773932691857704e-07;1.9427253871032045e-06;0.3927913694168735;-0.732421875;True;0.732421875
3;2447;0.015625;0.027063293868263706;0.01918600380933023;5.630269350745034e-09;1.0692298554053763e-07;0.5315873138957816;0.84765625;True;0.84765625
4;2438;0.015625;0.027063293868263706;0.007338963171475487;1.7063912624987695e-08;2.2011374084182242e-07;0.4968207196029777;0.8203125;True;0.8203125
5;1568;0.010416666666666666;0.018042195912175808;0.05229925878074163;1.4594891509357258e-08;2.036334862972227e-07;0.5017175868486352;0.82421875;True;0.82421875
6;405;0.010416666666666666;0.018042195912175808;0.051104929098667366;2.11771295059208e-09;5.296864953249215e-08;0.5622945099255583;-0.87109375;True;0.87109375
7;1338;0.010416666666666666;0.018042195912175808;0.03636746378726485;1.7063912624987695e-08;2.2011374084182242e-07;0.4968207196029777;-0.8203125;True;0.8203125
8;1978;0.010416666666666666;0.018042195912175808;0.0345977149917556;1.1557460629092276e-10;5.2676337222818356e-09;0.6538461538461539;0.9375;True;0.9375
9;435;0.010416666666666666;0.018042195912175808;0.007264957264957266;7.836135331371368e-08;5.006826655651923e-07;0.4491315136476427;-0.78125;True;0.78125
10;2378;0.010416666666666666;0.018042195912175808;0.0;8.279927681518953e-06;1.8398842551240923e-05;0.3043889578163771;0.6484375;True;0.6484375
