metodo;turno;leituras;selecoes_top5;bandas_unicas;fonte
Spearman;manha;1348;105;83;C:\Users\ResTIC55\Desktop\EstresseHidricoFinal\analiseBR16PorDia\dataset_gerado\plsda_vip_5seeds_kfold4\top5_bandas_vip_por_dia_genotipo.csv
