n_componentes;balanced_accuracy_cv;desvio_cv
1;0.578125;0.10245997694221876
2;0.703125;0.213668661424646
3;0.625;0.21650635094610965
4;0.6875;0.2072890493972125
5;0.703125;0.213668661424646
6;0.6875;0.2072890493972125
7;0.6875;0.2072890493972125
8;0.671875;0.20432338797846908
9;0.65625;0.2049199538844375
10;0.65625;0.2049199538844375
