genotipo_avaliado;fold;nomenclaura;bloco;genotipo;condicao;data_coleta;turno;dia;classe_real;classe_predita;score_nirrig;acerto
BR16;1;B4_BR16_NIRRIG_REPROD00001.asd;B4;BR16;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
BR16;1;B4_BR16_NIRRIG_REPROD00007.asd;B4;BR16;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
BR16;1;B1_BR16_IRR_REP_RECUP00004.asd;B1;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.176;True
BR16;1;B1_BR16_NIRR_REP_RECUP00000.asd;B1;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
BR16;1;B1_BR16_NIRR_REP_RECUP00004.asd;B1;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
BR16;1;B1_BR16_NIRR_REP_RECUP00005.asd;B1;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
BR16;1;B2_BR16_IRR_REP_RECUP00002.asd;B2;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.008;True
BR16;1;B2_BR16_NIRR_REP_RECUP00002.asd;B2;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;0.876;True
BR16;1;B3_BR16_IRR_REP_RECUP00002.asd;B3;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.0;True
BR16;1;B3_BR16_IRR_REP_RECUP00004.asd;B3;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.058;True
BR16;1;B3_BR16_NIRR_REP_RECUP00002.asd;B3;BR16;NIRRIG;D09M;manha;D09;NIRRIG;IRRIG;0.214;False
BR16;1;B3_BR16_NIRR_REP_RECUP00006.asd;B3;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;0.99;True
BR16;1;B4_BR16_IRR_REP_RECUP00007.asd;B4;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.0;True
BR16;1;B4_BR16_NIRR_REP_RECUP00000.asd;B4;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;0.762;True
BR16;1;B1_BR16_IRR_REP_RECUP00004.asd;B1;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.334;True
BR16;1;B1_BR16_NIRR_REP_RECUP00000.asd;B1;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.638;True
BR16;1;B1_BR16_NIRR_REP_RECUP00004.asd;B1;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.834;True
BR16;1;B1_BR16_NIRR_REP_RECUP00005.asd;B1;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.982;True
BR16;1;B2_BR16_IRR_REP_RECUP00002.asd;B2;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.028;True
BR16;1;B2_BR16_NIRR_REP_RECUP00002.asd;B2;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.828;True
BR16;1;B3_BR16_IRR_REP_RECUP00002.asd;B3;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.002;True
BR16;1;B3_BR16_IRR_REP_RECUP00004.asd;B3;BR16;IRRIG;D10M;manha;D10;IRRIG;NIRRIG;0.776;False
BR16;1;B3_BR16_NIRR_REP_RECUP00002.asd;B3;BR16;NIRRIG;D10M;manha;D10;NIRRIG;IRRIG;0.004;False
BR16;1;B3_BR16_NIRR_REP_RECUP00006.asd;B3;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;1.0;True
BR16;1;B4_BR16_IRR_REP_RECUP00007.asd;B4;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
BR16;1;B4_BR16_NIRR_REP_RECUP00000.asd;B4;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.556;True
BR16;2;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.142;True
BR16;2;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.05;True
BR16;2;B1_BR16_NIRRIG_REPROD00004.asd;B1;BR16;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.33;False
BR16;2;B2_BR16_IRRIG_REPROD00002.asd;B2;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.12;True
BR16;2;B2_BR16_IRRIG_REPROD00004.asd;B2;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.416;True
BR16;2;B2_BR16_NIRRIG_REPROD00004.asd;B2;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.868;True
BR16;2;B3_BR16_IRRIG_REPROD00006.asd;B3;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.198;True
BR16;2;B3_BR16_NIRRIG_REPROD00001.asd;B3;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.97;True
BR16;2;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.196;True
BR16;2;B4_BR16_NIRRIG_REPROD00002.asd;B4;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.872;True
BR16;2;B4_BR16_NIRRIG_REPROD00004.asd;B4;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
BR16;2;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D03M;manha;D03;IRRIG;NIRRIG;0.544;False
BR16;2;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.252;True
BR16;2;B1_BR16_NIRRIG_REPROD00004.asd;B1;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
BR16;2;B2_BR16_IRRIG_REPROD00002.asd;B2;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.334;True
BR16;2;B2_BR16_IRRIG_REPROD00004.asd;B2;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.35;True
BR16;2;B2_BR16_NIRRIG_REPROD00004.asd;B2;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
BR16;2;B3_BR16_IRRIG_REPROD00006.asd;B3;BR16;IRRIG;D03M;manha;D03;IRRIG;NIRRIG;0.554;False
BR16;2;B3_BR16_NIRRIG_REPROD00001.asd;B3;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.994;True
BR16;2;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.0;True
BR16;2;B4_BR16_NIRRIG_REPROD00002.asd;B4;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
BR16;2;B4_BR16_NIRRIG_REPROD00004.asd;B4;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.986;True
BR16;2;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
BR16;2;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
BR16;2;B1_BR16_NIRRIG_REPROD00004.asd;B1;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.95;True
BR16;2;B2_BR16_IRRIG_REPROD00002.asd;B2;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.094;True
BR16;2;B2_BR16_IRRIG_REPROD00004.asd;B2;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
BR16;2;B2_BR16_NIRRIG_REPROD00004.asd;B2;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.768;True
BR16;2;B3_BR16_IRRIG_REPROD00006.asd;B3;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.068;True
BR16;2;B3_BR16_NIRRIG_REPROD00001.asd;B3;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.852;True
BR16;2;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.03;True
BR16;2;B4_BR16_NIRRIG_REPROD00002.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.674;True
BR16;2;B4_BR16_NIRRIG_REPROD00004.asd;B4;BR16;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.964;True
BR16;2;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
BR16;2;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
BR16;2;B1_BR16_NIRRIG_REPROD00004.asd;B1;BR16;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;0.87;True
BR16;2;B2_BR16_IRRIG_REPROD00002.asd;B2;BR16;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.062;True
BR16;2;B2_BR16_IRRIG_REPROD00004.asd;B2;BR16;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
BR16;2;B2_BR16_NIRRIG_REPROD00004.asd;B2;BR16;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;0.994;True
BR16;2;B3_BR16_IRRIG_REPROD00006.asd;B3;BR16;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
BR16;2;B3_BR16_NIRRIG_REPROD00001.asd;B3;BR16;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
BR16;2;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.038;True
BR16;2;B4_BR16_NIRRIG_REPROD00002.asd;B4;BR16;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;0.996;True
BR16;2;B4_BR16_NIRRIG_REPROD00004.asd;B4;BR16;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
BR16;2;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.428;True
BR16;2;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.042;True
BR16;2;B1_BR16_NIRRIG_REPROD00004.asd;B1;BR16;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;0.99;True
BR16;2;B2_BR16_IRRIG_REPROD00002.asd;B2;BR16;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
BR16;2;B2_BR16_IRRIG_REPROD00004.asd;B2;BR16;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
BR16;2;B2_BR16_NIRRIG_REPROD00004.asd;B2;BR16;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
BR16;2;B3_BR16_IRRIG_REPROD00006.asd;B3;BR16;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
BR16;2;B3_BR16_NIRRIG_REPROD00001.asd;B3;BR16;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;0.996;True
BR16;2;B4_BR16_IRRIG_REPROD00005.asd;B4;BR16;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
BR16;2;B4_BR16_NIRRIG_REPROD00002.asd;B4;BR16;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
BR16;2;B4_BR16_NIRRIG_REPROD00004.asd;B4;BR16;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
BR16;2;B1_BR16_IRR_REP_RECUP00003.asd;B1;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.386;True
BR16;2;B1_BR16_IRR_REP_RECUP00007.asd;B1;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.462;True
BR16;2;B1_BR16_NIRR_REP_RECUP00007.asd;B1;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
BR16;2;B2_BR16_IRR_REP_RECUP00004.asd;B2;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.468;True
BR16;2;B2_BR16_IRR_REP_RECUP00006.asd;B2;BR16;IRRIG;D09M;manha;D09;IRRIG;NIRRIG;0.616;False
BR16;2;B2_BR16_NIRR_REP_RECUP00003.asd;B2;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;0.974;True
BR16;2;B2_BR16_NIRR_REP_RECUP00007.asd;B2;BR16;NIRRIG;D09M;manha;D09;NIRRIG;IRRIG;0.5;False
BR16;2;B3_BR16_IRR_REP_RECUP00000.asd;B3;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.002;True
BR16;2;B3_BR16_IRR_REP_RECUP00005.asd;B3;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.038;True
BR16;2;B3_BR16_NIRR_REP_RECUP00001.asd;B3;BR16;NIRRIG;D09M;manha;D09;NIRRIG;IRRIG;0.13;False
BR16;2;B3_BR16_NIRR_REP_RECUP00005.asd;B3;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;0.992;True
BR16;2;B4_BR16_IRR_REP_RECUP00000.asd;B4;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.0;True
BR16;2;B4_BR16_IRR_REP_RECUP00005.asd;B4;BR16;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.134;True
BR16;2;B4_BR16_NIRR_REP_RECUP00002.asd;B4;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;0.9;True
BR16;2;B4_BR16_NIRR_REP_RECUP00005.asd;B4;BR16;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;0.996;True
BR16;2;B1_BR16_IRR_REP_RECUP00003.asd;B1;BR16;IRRIG;D10M;manha;D10;IRRIG;NIRRIG;0.574;False
BR16;2;B1_BR16_IRR_REP_RECUP00007.asd;B1;BR16;IRRIG;D10M;manha;D10;IRRIG;NIRRIG;0.664;False
BR16;2;B1_BR16_NIRR_REP_RECUP00007.asd;B1;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.946;True
BR16;2;B2_BR16_IRR_REP_RECUP00004.asd;B2;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
BR16;2;B2_BR16_IRR_REP_RECUP00006.asd;B2;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
BR16;2;B2_BR16_NIRR_REP_RECUP00003.asd;B2;BR16;NIRRIG;D10M;manha;D10;NIRRIG;IRRIG;0.43;False
BR16;2;B2_BR16_NIRR_REP_RECUP00007.asd;B2;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.73;True
BR16;2;B3_BR16_IRR_REP_RECUP00000.asd;B3;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
BR16;2;B3_BR16_IRR_REP_RECUP00005.asd;B3;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.498;True
BR16;2;B3_BR16_NIRR_REP_RECUP00001.asd;B3;BR16;NIRRIG;D10M;manha;D10;NIRRIG;IRRIG;0.01;False
BR16;2;B3_BR16_NIRR_REP_RECUP00005.asd;B3;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.978;True
BR16;2;B4_BR16_IRR_REP_RECUP00000.asd;B4;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.142;True
BR16;2;B4_BR16_IRR_REP_RECUP00005.asd;B4;BR16;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
BR16;2;B4_BR16_NIRR_REP_RECUP00002.asd;B4;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.612;True
BR16;2;B4_BR16_NIRR_REP_RECUP00005.asd;B4;BR16;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.656;True
BR16;3;B1_BR16_IRRIG_REPROD00006.asd;B1;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.006;True
BR16;3;B1_BR16_NIRRIG_REPROD00000.asd;B1;BR16;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.404;False
BR16;3;B1_BR16_NIRRIG_REPROD00001.asd;B1;BR16;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.352;False
BR16;3;B1_BR16_NIRRIG_REPROD00005.asd;B1;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.908;True
BR16;3;B2_BR16_IRRIG_REPROD00006.asd;B2;BR16;IRRIG;D02M;manha;D02;IRRIG;NIRRIG;0.594;False
BR16;3;B2_BR16_IRRIG_REPROD00007.asd;B2;BR16;IRRIG;D02M;manha;D02;IRRIG;NIRRIG;0.708;False
BR16;3;B2_BR16_NIRRIG_REPROD00005.asd;B2;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.938;True
BR16;3;B2_BR16_NIRRIG_REPROD00006.asd;B2;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.966;True
BR16;3;B3_BR16_IRRIG_REPROD00001.asd;B3;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.026;True
BR16;3;B3_BR16_IRRIG_REPROD00003.asd;B3;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.004;True
BR16;3;B3_BR16_NIRRIG_REPROD00000.asd;B3;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.916;True
BR16;3;B3_BR16_NIRRIG_REPROD00002.asd;B3;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.876;True
BR16;3;B4_BR16_IRRIG_REPROD00001.asd;B4;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.07;True
BR16;3;B4_BR16_IRRIG_REPROD00007.asd;B4;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.306;True
BR16;3;B4_BR16_NIRRIG_REPROD00003.asd;B4;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.608;True
BR16;3;B1_BR16_IRRIG_REPROD00006.asd;B1;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.164;True
BR16;3;B1_BR16_NIRRIG_REPROD00000.asd;B1;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
BR16;3;B1_BR16_NIRRIG_REPROD00001.asd;B1;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
