metrica;media;desvio
accuracy;0.65625;0.11967838846954226
balanced_accuracy;0.65625;0.11967838846954226
precision;0.5595238095238095;0.41581545706126144
recall;0.625;0.47871355387816905
f1;0.5484848484848486;0.3696969696969697
auc_roc;0.8515625;0.12336165919090637
