modelo;modo;genotipo;estagio_preprocessamento;alvo;classe_positiva;bandas_nm;estrategia_validacao;grupo_validacao;turno_avaliacao;k_folds;amostras;semente
random_forest;por_genotipo;EMB48;normalizado;condicao;NIRRIG;713, 1933, 404, 1369, 1381;StratifiedGroupKFold;nomenclaura;manha;5;448;42
