modelo;modo;genotipo;fold;accuracy;precision;recall;f1_score;kappa;auc_roc
random_forest;por_genotipo;EMB48;1;0.9923076923076923;1.0;0.984375;0.9921259842519685;0.9846080985081695;1.0
random_forest;por_genotipo;EMB48;2;0.9921875;1.0;0.984375;0.9921259842519685;0.984375;0.999267578125
random_forest;por_genotipo;EMB48;3;0.9763779527559056;0.9552238805970149;1.0;0.9770992366412213;0.9527353926311872;0.9952876984126985
random_forest;por_genotipo;EMB48;4;0.9375;0.9666666666666667;0.90625;0.9354838709677419;0.875;0.9891357421875
random_forest;por_genotipo;EMB48;5;0.9763779527559056;0.9841269841269841;0.96875;0.9763779527559056;0.9527588344699318;0.9992559523809524
