modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
random_forest;por_genotipo;EMB48;0.9843196004993757;0.023311510506417898;0.9912077294685989;0.012040523733081602;0.9777777777777779;0.04969039949999535;0.9837903009086089;0.024461402953584958;0.9686647050581477;0.046567637348501265;0.9994971941638608;0.0008747875345750826
