posicao;banda_nm;importancia_gini
1;1461;0.04
2;828;0.04
3;1098;0.03
4;2371;0.03
5;1581;0.03
6;1411;0.03
7;1128;0.03
8;858;0.02
9;615;0.02
10;738;0.02
11;798;0.02
12;405;0.02
13;878;0.02
14;1088;0.02
15;585;0.02
16;1921;0.02
17;2021;0.02
18;605;0.02
19;2448;0.02
20;575;0.02
21;515;0.02
22;465;0.02
23;425;0.02
24;1421;0.01
25;1991;0.01
26;1931;0.01
27;1941;0.01
28;1951;0.01
29;1961;0.01
30;1971;0.01
31;1138;0.01
32;2011;0.01
33;1308;0.01
34;1118;0.01
35;1108;0.01
36;495;0.01
37;2081;0.01
38;1901;0.01
39;1891;0.01
40;1318;0.01
41;2111;0.01
42;1871;0.01
43;1861;0.01
44;1401;0.01
45;475;0.01
46;1431;0.01
47;1441;0.01
48;1451;0.01
49;1471;0.01
50;1481;0.01
51;1501;0.01
52;1531;0.01
53;1561;0.01
54;1068;0.01
55;2061;0.01
56;778;0.01
57;918;0.01
58;555;0.01
59;2361;0.01
60;848;0.01
61;695;0.01
62;685;0.01
63;2401;0.01
64;2421;0.01
65;635;0.01
66;2431;0.01
67;868;0.01
68;768;0.01
69;1771;0.0
70;1881;0.0
71;2341;0.0
72;1691;0.0
73;1851;0.0
74;1841;0.0
75;1831;0.0
76;1821;0.0
77;2351;0.0
78;1701;0.0
79;1811;0.0
80;1711;0.0
81;1781;0.0
82;1721;0.0
83;1731;0.0
84;2391;0.0
85;1741;0.0
86;2411;0.0
87;2331;0.0
88;1801;0.0
89;1751;0.0
90;1791;0.0
91;1761;0.0
92;2441;0.0
93;2381;0.0
94;2201;0.0
95;2191;0.0
96;2251;0.0
97;2181;0.0
98;2171;0.0
99;2161;0.0
100;2151;0.0
101;2141;0.0
102;2131;0.0
103;2121;0.0
104;2211;0.0
105;2101;0.0
106;2091;0.0
107;2221;0.0
108;2071;0.0
109;2231;0.0
110;2241;0.0
111;1671;0.0
112;2321;0.0
113;2051;0.0
114;2041;0.0
115;2031;0.0
116;435;0.0
117;2261;0.0
118;2001;0.0
119;1981;0.0
120;2271;0.0
121;2281;0.0
122;2291;0.0
123;2301;0.0
124;2311;0.0
125;445;0.0
126;1911;0.0
127;1681;0.0
128;595;0.0
129;1661;0.0
130;978;0.0
131;898;0.0
132;908;0.0
133;928;0.0
134;938;0.0
135;948;0.0
136;958;0.0
137;968;0.0
138;988;0.0
139;525;0.0
140;998;0.0
141;1008;0.0
142;1018;0.0
143;1028;0.0
144;1038;0.0
145;1048;0.0
146;1058;0.0
147;888;0.0
148;838;0.0
149;505;0.0
150;710;0.0
151;565;0.0
152;625;0.0
153;645;0.0
154;655;0.0
155;665;0.0
156;675;0.0
157;702;0.0
158;720;0.0
159;535;0.0
160;729;0.0
161;748;0.0
162;758;0.0
163;788;0.0
164;545;0.0
165;808;0.0
166;818;0.0
167;1078;0.0
168;485;0.0
169;1651;0.0
170;1551;0.0
171;1375;0.0
172;1382;0.0
173;1391;0.0
174;415;0.0
175;1491;0.0
176;1511;0.0
177;1541;0.0
178;1571;0.0
179;1358;0.0
180;455;0.0
181;1591;0.0
182;1601;0.0
183;1611;0.0
184;1621;0.0
185;1631;0.0
186;1641;0.0
187;1368;0.0
188;1348;0.0
189;1148;0.0
190;1228;0.0
191;1158;0.0
192;1168;0.0
193;1178;0.0
194;1188;0.0
195;1198;0.0
196;1208;0.0
197;1218;0.0
198;1238;0.0
199;1338;0.0
200;1248;0.0
201;1258;0.0
202;1268;0.0
203;1278;0.0
204;1288;0.0
205;1298;0.0
206;1328;0.0
207;1521;0.0
