seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;48;16;1.0;1.0;1.0;1.0
42;2;48;16;0.875;0.8571428571428571;0.75;0.984375
42;3;48;16;0.875;0.875;0.75;0.9375
42;4;48;16;0.875;0.8571428571428571;0.75;1.0
43;1;48;16;0.875;0.8571428571428571;0.75;1.0
43;2;48;16;0.8125;0.8;0.625;0.9375
43;3;48;16;1.0;1.0;1.0;1.0
43;4;48;16;1.0;1.0;1.0;1.0
44;1;48;16;0.75;0.6666666666666666;0.5;0.875
44;2;48;16;1.0;1.0;1.0;1.0
44;3;48;16;0.875;0.8571428571428571;0.75;1.0
44;4;48;16;0.9375;0.9333333333333333;0.875;0.984375
45;1;48;16;1.0;1.0;1.0;1.0
45;2;48;16;1.0;1.0;1.0;1.0
45;3;48;16;0.8125;0.8;0.625;0.96875
45;4;48;16;0.75;0.75;0.5;0.875
46;1;48;16;0.8125;0.8;0.625;0.96875
46;2;48;16;0.8125;0.8235294117647058;0.625;0.90625
46;3;48;16;0.9375;0.9333333333333333;0.875;1.0
46;4;48;16;0.9375;0.9411764705882353;0.875;1.0
