banda_nm;vip;vip_acima_de_1
403;1.3050520543334831;True
415;1.2240697878303772;True
425;1.1728327672317662;True
434;1.1152253660296945;True
445;1.0645617912012941;True
455;1.0224665211811446;True
465;0.9864487908579668;False
475;0.9565849022648343;False
485;0.929952877253355;False
495;0.9041647584252549;False
505;0.8781050830574337;False
511;0.860891835469029;False
524;0.8323493540250199;False
530;0.8223544623310562;False
540;0.8183680794159297;False
558;0.8361578817163763;False
569;0.8373627599991772;False
574;0.840317433142696;False
584;0.843161568506107;False
598;0.8427428512015188;False
609;0.8395163171496586;False
615;0.8383897393974808;False
624;0.8371881836238181;False
635;0.8365204434519682;False
644;0.8349862490672127;False
655;0.8357424285456475;False
664;0.8380266740065351;False
675;0.8510188245536263;False
685;0.8792897607971479;False
694;0.8652799785005666;False
699;0.828695838154782;False
714;1.1640145967894704;True
719;1.141630651060975;True
736;0.7513386870327655;False
741;0.8809145062074556;False
754;1.03875043814232;True
764;1.0079350148300517;True
771;0.9701430165194681;False
782;0.9365829345431412;False
792;0.9256914254259753;False
802;0.9193433410346822;False
811;0.9111530552464614;False
821;0.8930549450271258;False
832;0.8698945525008313;False
841;0.8489465249535233;False
851;0.8361301928336189;False
862;0.8330752249262884;False
871;0.8358176424114769;False
879;0.8392943869163004;False
889;0.8426109147162709;False
901;0.8460330847646802;False
914;0.8493154180434894;False
922;0.8515951863830055;False
932;0.8538198940423589;False
941;0.857365405533791;False
950;0.8611974802047158;False
964;0.8649857619252016;False
972;0.8739210502824547;False
985;0.8895119708039639;False
991;0.8964465531696355;False
1002;0.9003893073656091;False
1013;0.9057455953607046;False
1024;0.9068160692999455;False
1032;0.8983236807057045;False
1042;0.8917417825510073;False
1052;0.8943606024057049;False
1062;0.8942224103562206;False
1070;0.8949621270212078;False
1077;0.8948963536098338;False
1088;0.884978980426225;False
1106;0.8563514461801134;False
1115;0.8419218756634227;False
1122;0.8343018404417386;False
1131;0.825925127866645;False
1141;0.8235672730435353;False
1151;0.8364189119892139;False
1161;0.8452247809475377;False
1168;0.843932025655863;False
1177;0.841892074645057;False
1191;0.8429114323565441;False
1202;0.8429672321798289;False
1211;0.8424912965355063;False
1221;0.8413022306165049;False
1232;0.8399494901505233;False
1241;0.8395548380476741;False
1251;0.8395924846056358;False
1261;0.8394267060891178;False
1272;0.8383887371481024;False
1281;0.8393001371404206;False
1292;0.8417315621852658;False
1304;0.8384837176713963;False
1311;0.8354397535473228;False
1321;0.8440833021557618;False
1332;0.9246167634479439;False
1342;1.1365211720376303;True
1347;1.2984001776685952;True
1357;1.5862958778432594;True
1367;1.753691384131511;True
1386;1.3654501356136401;True
1395;1.1213926085061947;True
1398;1.0768319410651108;True
1414;0.9284177682997664;False
1422;0.8587805088857526;False
1431;0.822955854286565;False
1441;0.8497335753374837;False
1451;0.8980199491392171;False
1461;0.9398849825582603;False
1471;0.9804183680412989;False
1481;1.0215720390097853;True
1492;1.0577061525735283;True
1501;1.081954426996973;True
1511;1.1047627133358524;True
1522;1.1224762051124615;True
1531;1.1337759736324426;True
1542;1.1396394007244706;True
1552;1.140948332438019;True
1557;1.1436222904521878;True
1567;1.1404628851481586;True
1582;1.1334133832616555;True
1588;1.1294280892795519;True
1597;1.116248741701444;True
1607;1.1032510138530167;True
1617;1.0782160637250158;True
1627;1.0673091652917357;True
1637;1.0505462717936092;True
1647;1.0374573471712365;True
1657;1.0273647704833964;True
1667;1.0222530196203297;True
1677;1.0310743117151173;True
1696;1.0535535105551619;True
1701;1.0613258794281766;True
1710;1.0801521948851496;True
1717;1.0939464974448063;True
1736;1.070275030798047;True
1746;1.0398834418222902;True
1756;1.023356278049957;True
1766;1.0004773383470467;True
1773;0.9937568629994908;False
1777;0.9964945205122567;False
1788;1.0244734588284823;True
1797;1.0727081428705703;True
1807;1.1306798128383075;True
1823;1.2069188032882745;True
1833;1.3755079511334838;True
1842;1.369946256566982;True
1853;1.2940023585972718;True
1863;1.1686690247081495;True
1873;1.0382356558284416;True
1879;0.9762527403300156;False
1884;0.9337086631166953;False
1899;1.0733985158189685;True
1908;1.37224117023549;True
1920;1.6103053239392646;True
1929;1.6881033292424383;True
1939;1.6909700505971823;True
1953;1.5912360863958028;True
1962;1.501340477118167;True
1968;1.4431294049639152;True
1978;1.3580643823647969;True
