seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;48;16;1.0;1.0;1.0;1.0
42;2;48;16;1.0;1.0;1.0;1.0
42;3;48;16;1.0;1.0;1.0;1.0
42;4;48;16;1.0;1.0;1.0;1.0
43;1;48;16;1.0;1.0;1.0;1.0
43;2;48;16;1.0;1.0;1.0;1.0
43;3;48;16;1.0;1.0;1.0;1.0
43;4;48;16;0.875;0.8888888888888888;0.75;0.96875
44;1;48;16;1.0;1.0;1.0;1.0
44;2;48;16;1.0;1.0;1.0;1.0
44;3;48;16;0.8125;0.7692307692307693;0.625;1.0
44;4;48;16;0.8125;0.8421052631578947;0.625;0.953125
45;1;48;16;1.0;1.0;1.0;1.0
45;2;48;16;1.0;1.0;1.0;1.0
45;3;48;16;0.9375;0.9411764705882353;0.875;0.953125
45;4;48;16;1.0;1.0;1.0;1.0
46;1;48;16;1.0;1.0;1.0;1.0
46;2;48;16;1.0;1.0;1.0;1.0
46;3;48;16;1.0;1.0;1.0;1.0
46;4;48;16;1.0;1.0;1.0;1.0
