fold;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;NIRRIG;1;1;0.88
1;NIRRIG;1;1;0.8
1;NIRRIG;1;1;0.95
1;IRRIG;0;0;0.0
1;IRRIG;0;0;0.0
1;IRRIG;0;0;0.08
1;NIRRIG;1;1;0.94
1;NIRRIG;1;1;0.95
1;IRRIG;0;0;0.0
1;IRRIG;0;0;0.0
1;IRRIG;0;0;0.02
1;NIRRIG;1;1;0.87
1;NIRRIG;1;1;1.0
1;NIRRIG;1;1;0.99
1;IRRIG;0;0;0.08
1;IRRIG;0;0;0.0
2;IRRIG;0;0;0.0
2;IRRIG;0;0;0.21
2;IRRIG;0;0;0.18
2;NIRRIG;1;1;0.89
2;NIRRIG;1;1;0.94
2;IRRIG;0;0;0.03
2;IRRIG;0;0;0.2
2;IRRIG;0;0;0.17
2;NIRRIG;1;1;0.99
2;NIRRIG;1;1;0.95
2;IRRIG;0;0;0.02
2;IRRIG;0;0;0.04
2;NIRRIG;1;1;0.9
2;NIRRIG;1;1;0.94
2;NIRRIG;1;1;0.9
2;NIRRIG;1;1;0.86
3;IRRIG;0;0;0.02
3;NIRRIG;1;1;0.89
3;NIRRIG;1;1;1.0
3;IRRIG;0;0;0.0
3;IRRIG;0;0;0.02
3;NIRRIG;1;1;0.98
3;NIRRIG;1;1;0.91
3;IRRIG;0;0;0.03
3;IRRIG;0;0;0.03
3;IRRIG;0;0;0.03
3;NIRRIG;1;1;0.87
3;NIRRIG;1;1;0.97
3;NIRRIG;1;1;1.0
3;IRRIG;0;0;0.07
3;IRRIG;0;0;0.0
3;NIRRIG;1;1;0.92
4;IRRIG;0;0;0.04
4;IRRIG;0;0;0.07
4;IRRIG;0;0;0.14
4;IRRIG;0;0;0.13
4;NIRRIG;1;1;1.0
4;NIRRIG;1;1;0.95
4;NIRRIG;1;1;0.96
4;NIRRIG;1;1;0.89
4;IRRIG;0;0;0.02
4;IRRIG;0;0;0.0
4;NIRRIG;1;1;0.86
4;IRRIG;0;0;0.3
4;IRRIG;0;0;0.0
4;NIRRIG;1;1;0.95
4;NIRRIG;1;1;0.95
4;NIRRIG;1;1;0.95
