genotipo;n_dobras;amostras;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
CD202;5;452;0.949632405768482;0.019252306822408725;0.9579282119351806;0.031122953877112836;0.9404573687182383;0.047501820646742327;0.9481166969711861;0.020862529883510752;0.8986421207343568;0.03823776979397973;0.9882048513385288;0.013576999854096898
