genotipo;fold;n_treino;n_teste;accuracy;precision;recall;f1_score;kappa;auc_roc
CD202;1;362;90;0.9222222222222223;0.9512195121951219;0.8863636363636364;0.9176470588235294;0.8441365660564077;0.9644268774703557
CD202;2;358;94;0.9468085106382979;0.9183673469387755;0.9782608695652174;0.9473684210526315;0.8937132519222072;0.9920742753623188
CD202;3;372;80;0.975;0.9444444444444444;1.0;0.9714285714285714;0.949238578680203;0.9942455242966751
CD202;4;357;95;0.9578947368421052;1.0;0.9285714285714286;0.9629629629629629;0.9143372407574392;0.9986263736263737
CD202;5;359;93;0.946236559139785;0.975609756097561;0.9090909090909091;0.9411764705882353;0.8917849662555271;0.9916512059369202
