genotipo_avaliado;fold;nomenclaura;bloco;genotipo;condicao;data_coleta;turno;dia;classe_real;classe_predita;score_nirrig;acerto
CD202;3;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;3;B2_CD202_IRRIG_REPROD00004.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.252;True
CD202;3;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.004;True
CD202;3;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;3;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;3;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.254;True
CD202;3;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.012;True
CD202;3;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;3;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.092;True
CD202;3;B1_CD202_IRRIG_REPROD00006.asd;B1;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.21;True
CD202;3;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.638;True
CD202;3;B2_CD202_IRRIG_REPROD00004.asd;B2;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.11;True
CD202;3;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.022;True
CD202;3;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;3;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;3;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.002;True
CD202;3;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.0;True
CD202;3;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;3;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
CD202;3;B1_CD202_IRRIG_REPROD00006.asd;B1;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.032;True
CD202;3;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;1.0;True
CD202;3;B2_CD202_IRRIG_REPROD00004.asd;B2;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.166;True
CD202;3;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
CD202;3;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.878;True
CD202;3;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.524;True
CD202;3;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
CD202;3;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
CD202;3;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.768;True
CD202;3;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
CD202;3;B1_CD202_IRRIG_REPROD00006.asd;B1;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.088;True
CD202;3;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;3;B2_CD202_IRRIG_REPROD00004.asd;B2;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.164;True
CD202;3;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.002;True
CD202;3;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;3;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;3;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
CD202;3;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.018;True
CD202;3;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;3;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.022;True
CD202;3;B1_CD202_IRRIG_REPROD00006.asd;B1;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
CD202;3;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;3;B2_CD202_IRRIG_REPROD00004.asd;B2;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
CD202;3;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.394;True
CD202;3;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;3;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;3;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
CD202;3;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D06M;manha;D06;IRRIG;NIRRIG;0.922;False
CD202;3;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;3;B1_CD202_IRR_REP_RECUP00004.asd;B1;CD202;IRRIG;D09M;manha;D09;IRRIG;NIRRIG;0.648;False
CD202;3;B1_CD202_IRR_REP_RECUP00008.asd;B1;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.178;True
CD202;3;B1_CD202_IRR_REP_RECUP00010.asd;B1;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.058;True
CD202;3;B1_CD202_NIRR_REP_RECUP00000.asd;B1;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;3;B1_CD202_NIRR_REP_RECUP00006.asd;B1;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;3;B2_CD202_IRR_REP_RECUP00001.asd;B2;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.004;True
CD202;3;B2_CD202_IRR_REP_RECUP00005.asd;B2;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.228;True
CD202;3;B2_CD202_IRR_REP_RECUP00007.asd;B2;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.048;True
CD202;3;B2_CD202_NIRR_REP_RECUP00000.asd;B2;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;3;B2_CD202_NIRR_REP_RECUP00001.asd;B2;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;3;B2_CD202_NIRR_REP_RECUP00006.asd;B2;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;3;B3_CD202_IRR_REP_RECUP00001.asd;B3;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.228;True
CD202;3;B3_CD202_NIRR_REP_RECUP00000.asd;B3;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;3;B3_CD202_NIRR_REP_RECUP00001.asd;B3;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;3;B4_CD202_IRR_REP_RECUP00004.asd;B4;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.068;True
CD202;3;B4_CD202_IRR_REP_RECUP00007.asd;B4;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.348;True
CD202;3;B4_CD202_NIRR_REP_RECUP00006.asd;B4;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;3;B1_CD202_IRR_REP_RECUP00004.asd;B1;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
CD202;3;B1_CD202_NIRR_REP_RECUP00000.asd;B1;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;1.0;True
CD202;3;B1_CD202_NIRR_REP_RECUP00006.asd;B1;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.954;True
CD202;3;B2_CD202_IRR_REP_RECUP00001.asd;B2;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
CD202;3;B2_CD202_IRR_REP_RECUP00005.asd;B2;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
CD202;3;B2_CD202_IRR_REP_RECUP00007.asd;B2;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.006;True
CD202;3;B2_CD202_NIRR_REP_RECUP00010.asd;B2;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;1.0;True
CD202;3;B3_CD202_IRR_REP_RECUP00001.asd;B3;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
CD202;3;B3_CD202_NIRR_REP_RECUP00000.asd;B3;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.81;True
CD202;3;B3_CD202_NIRR_REP_RECUP00001.asd;B3;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.918;True
CD202;3;B4_CD202_IRR_REP_RECUP00004.asd;B4;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.018;True
CD202;3;B4_CD202_IRR_REP_RECUP00007.asd;B4;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.352;True
CD202;3;B4_CD202_NIRR_REP_RECUP00006.asd;B4;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.732;True
CD202;4;B1_CD202_NIRRIG_REPROD00005.asd;B1;CD202;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.27;False
CD202;4;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.09;True
CD202;4;B2_CD202_IRRIG_REPROD00003.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.018;True
CD202;4;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.15;True
CD202;4;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.308;False
CD202;4;B2_CD202_NIRRIG_REPROD00006.asd;B2;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.586;True
CD202;4;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.614;True
CD202;4;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_IRRIG_REPROD00000.asd;B4;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.23;True
CD202;4;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.398;True
CD202;4;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.004;True
CD202;4;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;4;B1_CD202_NIRRIG_REPROD00005.asd;B1;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.03;True
CD202;4;B2_CD202_IRRIG_REPROD00003.asd;B2;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.08;True
CD202;4;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.19;True
CD202;4;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_NIRRIG_REPROD00006.asd;B2;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_IRRIG_REPROD00000.asd;B4;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.022;True
CD202;4;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;4;B1_CD202_NIRRIG_REPROD00005.asd;B1;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.95;True
CD202;4;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.038;True
CD202;4;B2_CD202_IRRIG_REPROD00003.asd;B2;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
CD202;4;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.156;True
CD202;4;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.81;True
CD202;4;B2_CD202_NIRRIG_REPROD00006.asd;B2;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.748;True
CD202;4;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.686;True
CD202;4;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.816;True
CD202;4;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.754;True
CD202;4;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.828;True
CD202;4;B4_CD202_IRRIG_REPROD00000.asd;B4;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D04M;manha;D04;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D04M;manha;D04;NIRRIG;NIRRIG;0.98;True
CD202;4;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D04M;manha;D04;NIRRIG;IRRIG;0.3;False
CD202;4;B1_CD202_NIRRIG_REPROD00005.asd;B1;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;0.768;True
CD202;4;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
CD202;4;B2_CD202_IRRIG_REPROD00003.asd;B2;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.006;True
CD202;4;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.048;True
CD202;4;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_NIRRIG_REPROD00006.asd;B2;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_IRRIG_REPROD00000.asd;B4;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D05M;manha;D05;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D05M;manha;D05;NIRRIG;NIRRIG;1.0;True
CD202;4;B1_CD202_NIRRIG_REPROD00005.asd;B1;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;0.962;True
CD202;4;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
CD202;4;B2_CD202_IRRIG_REPROD00003.asd;B2;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
CD202;4;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
CD202;4;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_NIRRIG_REPROD00006.asd;B2;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;4;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_IRRIG_REPROD00000.asd;B4;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.0;True
CD202;4;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D06M;manha;D06;IRRIG;IRRIG;0.19;True
CD202;4;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D06M;manha;D06;NIRRIG;NIRRIG;1.0;True
CD202;4;B1_CD202_IRR_REP_RECUP00001.asd;B1;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.024;True
CD202;4;B1_CD202_IRR_REP_RECUP00006.asd;B1;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.268;True
CD202;4;B1_CD202_IRR_REP_RECUP00011.asd;B1;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.018;True
CD202;4;B1_CD202_NIRR_REP_RECUP00001.asd;B1;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_IRR_REP_RECUP00006.asd;B2;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.148;True
CD202;4;B3_CD202_IRR_REP_RECUP00003.asd;B3;CD202;IRRIG;D09M;manha;D09;IRRIG;IRRIG;0.24;True
CD202;4;B3_CD202_NIRR_REP_RECUP00002.asd;B3;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_NIRR_REP_RECUP00000.asd;B4;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;4;B4_CD202_NIRR_REP_RECUP00007.asd;B4;CD202;NIRRIG;D09M;manha;D09;NIRRIG;NIRRIG;1.0;True
CD202;4;B1_CD202_IRR_REP_RECUP00001.asd;B1;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
CD202;4;B1_CD202_IRR_REP_RECUP00006.asd;B1;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
CD202;4;B1_CD202_NIRR_REP_RECUP00001.asd;B1;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_IRR_REP_RECUP00006.asd;B2;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.03;True
CD202;4;B2_CD202_NIRR_REP_RECUP00008.asd;B2;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;1.0;True
CD202;4;B2_CD202_NIRR_REP_RECUP00012.asd;B2;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.978;True
CD202;4;B2_CD202_NIRR_REP_RECUP00014.asd;B2;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.994;True
CD202;4;B3_CD202_IRR_REP_RECUP00003.asd;B3;CD202;IRRIG;D10M;manha;D10;IRRIG;IRRIG;0.0;True
CD202;4;B3_CD202_NIRR_REP_RECUP00002.asd;B3;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.722;True
CD202;4;B4_CD202_NIRR_REP_RECUP00000.asd;B4;CD202;NIRRIG;D10M;manha;D10;NIRRIG;NIRRIG;0.65;True
CD202;4;B4_CD202_NIRR_REP_RECUP00007.asd;B4;CD202;NIRRIG;D10M;manha;D10;NIRRIG;IRRIG;0.442;False
CD202;5;B1_CD202_IRRIG_REPROD00002.asd;B1;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.066;True
CD202;5;B1_CD202_IRRIG_REPROD00003.asd;B1;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.05;True
CD202;5;B1_CD202_NIRRIG_REPROD00001.asd;B1;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;5;B1_CD202_NIRRIG_REPROD00006.asd;B1;CD202;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.172;False
CD202;5;B1_CD202_NIRRIG_REPROD00007.asd;B1;CD202;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.128;False
CD202;5;B2_CD202_IRRIG_REPROD00002.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.042;True
CD202;5;B2_CD202_NIRRIG_REPROD00001.asd;B2;CD202;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.274;False
CD202;5;B3_CD202_IRRIG_REPROD00002.asd;B3;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.098;True
CD202;5;B3_CD202_IRRIG_REPROD00005.asd;B3;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.0;True
CD202;5;B3_CD202_NIRRIG_REPROD00002.asd;B3;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;5;B4_CD202_IRRIG_REPROD00001.asd;B4;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.164;True
CD202;5;B4_CD202_IRRIG_REPROD00007.asd;B4;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.018;True
CD202;5;B4_CD202_NIRRIG_REPROD00000.asd;B4;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;1.0;True
CD202;5;B1_CD202_IRRIG_REPROD00002.asd;B1;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.38;True
CD202;5;B1_CD202_IRRIG_REPROD00003.asd;B1;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.432;True
CD202;5;B1_CD202_NIRRIG_REPROD00001.asd;B1;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.808;True
CD202;5;B1_CD202_NIRRIG_REPROD00006.asd;B1;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;5;B1_CD202_NIRRIG_REPROD00007.asd;B1;CD202;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;1.0;True
CD202;5;B2_CD202_IRRIG_REPROD00002.asd;B2;CD202;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.018;True
