modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
pls_da;por_genotipo;EMB48;0.9396754057428215;0.05224673608209588;0.9323842064212607;0.050071033482130795;0.9511111111111111;0.08663817195385742;0.9395205459519236;0.053770605850795974;0.8794305266745137;0.10436979442897128;0.9775350607524521;0.029701728382100397
