modelo;modo;genotipo;fold;n_componentes
pls_da;por_genotipo;EMB48;1;2
pls_da;por_genotipo;EMB48;2;2
pls_da;por_genotipo;EMB48;3;2
pls_da;por_genotipo;EMB48;4;2
pls_da;por_genotipo;EMB48;5;2
