n_componentes;balanced_accuracy_cv;desvio_cv
1;0.4375;0.10825317547305482
2;0.59375;0.2706329386826371
3;0.625;0.21650635094610965
4;0.75;0.1767766952966369
5;0.59375;0.16237976320958225
6;0.671875;0.18421603316486868
7;0.671875;0.14905300022139775
8;0.6875;0.10825317547305482
9;0.625;0.125
10;0.640625;0.14235052467412967
