fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;0;0;0.0017593121275663037
1;1;1;0.9766957379760798
1;1;1;0.9983095323837184
1;1;1;0.9178066170845665
1;0;0;0.11316073368855872
1;0;0;0.10862133459799428
1;0;0;0.2781702353765537
1;0;0;0.25664634437733586
1;1;1;1.0300817975339456
1;0;0;0.04075822571489851
1;0;0;-0.009982161271957168
1;1;1;0.818642142922336
1;1;1;1.4611159554415751
1;1;1;1.4609841003863506
1;1;1;1.4705662936439525
1;0;0;0.14098883194142875
1;0;0;0.22702894396563603
2;0;0;-0.20191057652501165
2;0;0;0.07430991651748847
2;0;0;0.024053690437893294
2;0;0;0.02784822388892122
2;0;0;0.02812403197480573
2;1;1;1.008440808728999
2;1;1;0.8405065887692265
2;0;0;0.0687822924035777
2;0;0;0.2861568590632312
2;1;1;1.0766544265495632
2;1;1;1.096084800926341
2;1;1;0.9038176215455547
2;0;0;-0.004448435181108212
2;1;1;0.7866132548122919
2;0;0;0.1216272030117152
2;1;1;0.6503907531717437
2;1;1;0.9904667739588272
3;0;0;-0.19569801700819978
3;0;0;0.03384287846971745
3;1;1;1.0424726870425969
3;1;1;0.783743236300966
3;1;1;0.8036242334362265
3;0;0;0.3215186661382333
3;0;0;-0.044497531018489855
3;0;0;0.02025226852925155
3;1;1;0.7207548569199077
3;1;1;0.7411519697566733
3;0;0;0.207404259220833
3;0;0;0.19811345513856932
3;0;0;0.18690150623455376
3;0;0;0.12755939735100125
3;1;1;0.6024128385479814
3;1;1;0.62606453000564
3;1;1;0.963947698394713
4;0;0;-0.19627169202617523
4;0;0;-0.1908356065744493
4;0;0;0.03591331592837549
4;0;0;-0.027618459347542812
4;0;0;0.0749611325264789
4;1;1;0.9686145507988886
4;1;1;1.0034464563726013
4;1;1;1.0272999382698567
4;1;1;1.0522600390403096
4;0;0;-0.009006986289038732
4;0;0;0.07344769396827011
4;0;0;-0.016460379597874664
4;1;1;1.3651200818513058
4;0;0;0.1670653620187822
4;1;0;0.47732159078900466
4;1;1;0.8807620142591875
4;1;1;0.8945687844291633
