posicao;banda_nm;importancia_gini
1;715;0.06391522644124924
2;1965;0.03824619448448796
3;725;0.03661421822793253
4;405;0.03433203738102534
5;1375;0.03387261677438768
6;1945;0.032909623182791704
7;1955;0.030927875288225836
8;1365;0.02731374903890427
9;1355;0.027023887050224772
10;415;0.024356845770373253
11;705;0.022324311679969667
12;1385;0.01801159102522826
13;2450;0.01694543110784882
14;1905;0.01649527057846431
15;1975;0.015186911669439045
16;425;0.014904890348362414
17;1345;0.014137585393814994
18;2435;0.013579284176759859
19;1925;0.012600106430925205
20;2445;0.011032901112687303
21;445;0.010486666855430307
22;735;0.009751179508913597
23;465;0.00968908726397712
24;1885;0.009528219239637056
25;455;0.00938107538067768
26;1935;0.00802942176882677
27;1395;0.007580907373818157
28;435;0.007304708334179974
29;1915;0.007292952628274022
30;1855;0.00726593352680147
31;1865;0.007218609199689876
32;1325;0.006993957075790306
33;1605;0.006820390869677034
34;1415;0.006797062134310306
35;2125;0.006758563778649112
36;2085;0.005895120035897697
37;1895;0.005875231351610793
38;1875;0.005836881018213763
39;2205;0.005820797072680482
40;1595;0.005732980316273445
41;555;0.005528319444631749
42;1825;0.005389150107382976
43;1725;0.005301003894673392
44;1195;0.005138689129938583
45;1335;0.005111840946219243
46;1845;0.004986772233134572
47;755;0.004981832580656823
48;605;0.004946777316854699
49;1995;0.004934163069804815
50;2155;0.004874533931709584
51;1805;0.004765440630660951
52;1645;0.004551819396784024
53;2275;0.004369058436455687
54;1425;0.004256697974531545
55;1655;0.004199332782358419
56;1635;0.004186467309223512
57;1205;0.004184706352827896
58;535;0.00410898038156775
59;2035;0.004063272497828372
60;1005;0.0040272166500251935
61;505;0.003982612268265743
62;565;0.003823708854918582
63;1775;0.0038188458069588916
64;1235;0.0037668846684857193
65;625;0.003746546951426133
66;2065;0.0037268775708725246
67;545;0.0036430547550961147
68;1095;0.0036107397497354733
69;785;0.003515338392324297
70;1685;0.003507816418403858
71;2375;0.0034930810231155423
72;2095;0.003487843520470918
73;795;0.003485162758311212
74;1255;0.0034777435982536343
75;1665;0.0032254888298629165
76;745;0.0031904521843208688
77;815;0.003102424848665802
78;2305;0.003026489759686987
79;2145;0.003026356140951538
80;1815;0.0029315822913665085
81;1715;0.002927643767430812
82;1695;0.002923998316804282
83;2005;0.0028981818744408315
84;1055;0.002882873773519697
85;1215;0.0028662447623226135
86;1985;0.0028415303110176735
87;525;0.002762729066068116
88;775;0.0027432058262512283
89;2055;0.002705675686013429
90;2355;0.0026684331135036943
91;975;0.0026097136506896164
92;1475;0.0025711085039112668
93;2245;0.0024746940687591697
94;595;0.00244522568240446
95;575;0.002421186070892983
96;1795;0.002408828325270167
97;955;0.0024033059349832073
98;2395;0.0023909831659018397
99;475;0.002363770666502802
100;1835;0.0023559943409619676
101;485;0.0023446926936246835
102;1305;0.0023357967358826406
103;1175;0.0023262054145086553
104;1555;0.0023261557170595987
105;1585;0.0023229927826784254
106;1035;0.002313294241199736
107;1565;0.002261367291361008
108;845;0.002146815490789563
109;2325;0.0021299699413328036
110;1745;0.0021270404387922037
111;1735;0.0021222929665394913
112;1245;0.002089639106043049
113;2285;0.0020666665612914105
114;645;0.0020664856472115967
115;805;0.0019893698593111504
116;1525;0.0019309066893116462
117;1015;0.001914437082128107
118;2385;0.0018906279888122096
119;1705;0.001882947285408659
120;2115;0.0018828206470160624
121;1675;0.00184048006282146
122;2075;0.001831131812862549
123;2135;0.0018088195841731503
124;495;0.0017989500360516674
125;1435;0.001795423169969051
126;1445;0.0017632131014362904
127;515;0.0017627890685337699
128;1405;0.0017584140068920204
129;2165;0.0017571804572982885
130;765;0.0017123183849183413
131;945;0.0017080900975413782
132;2345;0.001688705152851067
133;895;0.0016814073474064944
134;1495;0.0016321854040430833
