intervalo_inicio_nm;intervalo_fim_nm;n_bandas_spearman_significativas;banda_representante_nm;rho_spearman_etr;p_spearman_etr
350;359;2;352;0.4252173913043478;0.038320224728769586
360;369;1;360;0.4591304347826086;0.024015134743792032
