banda_nm;estratos;estratos_normais_p;estratos_normais_q;p_minimo;W_mediano;prop_estratos_normais_p;prop_estratos_normais_q
400;42;40;42;0.0081165310349894;0.9045777031079687;0.9523809523809523;1.0
401;42;40;42;0.011267674000194195;0.9110219013871101;0.9523809523809523;1.0
402;42;39;42;0.014403845700813224;0.9123675178257638;0.9285714285714286;1.0
403;42;39;42;0.017257392373720603;0.9140507523963146;0.9285714285714286;1.0
404;42;40;42;0.019598641082224078;0.9134407638290936;0.9523809523809523;1.0
405;42;40;42;0.021238641455805302;0.9139847611824453;0.9523809523809523;1.0
406;42;40;42;0.024224974210750636;0.9131792540568723;0.9523809523809523;1.0
407;42;40;42;0.01917514369637034;0.9185261220837966;0.9523809523809523;1.0
408;42;40;42;0.015167634034700265;0.9285716243186617;0.9523809523809523;1.0
409;42;40;42;0.017260787629289547;0.931760285893638;0.9523809523809523;1.0
410;42;40;42;0.02694148477796692;0.9293546684709033;0.9523809523809523;1.0
411;42;39;42;0.028534487006827026;0.9265460104881424;0.9285714285714286;1.0
412;42;39;42;0.03225612340827168;0.9292484936153926;0.9285714285714286;1.0
413;42;40;42;0.023311106531960047;0.9273284599461085;0.9523809523809523;1.0
414;42;40;42;0.029770589416657833;0.929059613890592;0.9523809523809523;1.0
415;42;41;42;0.02326732928920291;0.9303796431340523;0.9761904761904762;1.0
416;42;41;42;0.009796538080296652;0.9335568540074913;0.9761904761904762;1.0
417;42;41;42;0.010425817947935862;0.9332893517386609;0.9761904761904762;1.0
418;42;41;42;0.010832969727353599;0.9321014378794812;0.9761904761904762;1.0
419;42;41;42;0.014541023546326066;0.9287898790797005;0.9761904761904762;1.0
420;42;41;42;0.029789924169037373;0.9267618366058097;0.9761904761904762;1.0
421;42;42;42;0.0657967226224626;0.9305233248779361;1.0;1.0
422;42;41;42;0.04488451563709269;0.9273484555827016;0.9761904761904762;1.0
423;42;41;42;0.04108303392613521;0.9246574830140601;0.9761904761904762;1.0
424;42;41;42;0.04723176424785592;0.9275519217153712;0.9761904761904762;1.0
425;42;42;42;0.054119233733497946;0.9300957372107892;1.0;1.0
426;42;42;42;0.055144093237823405;0.9309900816898254;1.0;1.0
427;42;42;42;0.05220601744692618;0.9298719891386782;1.0;1.0
428;42;41;42;0.03967215137214177;0.9271613208349927;0.9761904761904762;1.0
429;42;41;42;0.03657319851723917;0.9266636447441858;0.9761904761904762;1.0
430;42;42;42;0.054554810265065465;0.9308332813045025;1.0;1.0
431;42;42;42;0.08148340792755465;0.928938679415191;1.0;1.0
432;42;42;42;0.08733062800379426;0.9299319561016679;1.0;1.0
433;42;42;42;0.07189585878526826;0.931908549410773;1.0;1.0
434;42;42;42;0.05913186036516587;0.9342963472041158;1.0;1.0
435;42;42;42;0.05916638655987463;0.934296645306856;1.0;1.0
436;42;42;42;0.06383703258578448;0.930336034384651;1.0;1.0
437;42;42;42;0.06744731250596561;0.9307129633126567;1.0;1.0
438;42;42;42;0.06032783564721548;0.9325860369694601;1.0;1.0
439;42;42;42;0.05299890931735143;0.9342717401165639;1.0;1.0
440;42;42;42;0.0701050224852249;0.9349939088560876;1.0;1.0
441;42;42;42;0.08534943526352895;0.936826993044874;1.0;1.0
442;42;42;42;0.09395038161641411;0.9387650381982258;1.0;1.0
