genotipo;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
EMB48;848;56;0.9265310389876613;0.0021555618492151607;0.019291832326689975;False;False
EMB48;849;56;0.926406025687917;0.002130921858093954;0.019291832326689975;False;False
EMB48;850;56;0.926208255975213;0.0020925464857653136;0.019291832326689975;False;False
EMB48;851;56;0.9260233257330694;0.002057321603177395;0.019291832326689975;False;False
EMB48;852;56;0.9258815055699278;0.0020307321402697523;0.019291832326689975;False;False
EMB48;853;56;0.925732298706711;0.002003148688452737;0.019291832326689975;False;False
EMB48;854;56;0.9256364994618038;0.0019856471076432356;0.019291832326689975;False;False
EMB48;855;56;0.925543846815462;0.0019688737631234185;0.019291832326689975;False;False
EMB48;856;56;0.9254953398408309;0.001960151987175848;0.019291832326689975;False;False
EMB48;857;56;0.9254840590326235;0.001958129493541754;0.019291832326689975;False;False
EMB48;858;56;0.9255518559623432;0.0019703177776574385;0.019291832326689975;False;False
EMB48;859;56;0.9256148962968326;0.0019817227551383863;0.019291832326689975;False;False
EMB48;860;56;0.925609154135813;0.001980681031945242;0.019291832326689975;False;False
EMB48;861;56;0.9256325114336291;0.001984922040416758;0.019291832326689975;False;False
EMB48;862;56;0.9256506732618736;0.0019882263216891073;0.019291832326689975;False;False
EMB48;863;56;0.925620084058543;0.001982664398052171;0.019291832326689975;False;False
EMB48;864;56;0.9255820454317242;0.001975770858525596;0.019291832326689975;False;False
EMB48;865;56;0.9256166883913888;0.0019820479891185855;0.019291832326689975;False;False
EMB48;866;56;0.9257131882752075;0.0019996444522349353;0.019291832326689975;False;False
EMB48;867;56;0.9257697710673125;0.0020100387270069065;0.019291832326689975;False;False
EMB48;868;56;0.9258320344147809;0.002021542415346365;0.019291832326689975;False;False
EMB48;869;56;0.925904956021115;0.002035103663507675;0.019291832326689975;False;False
EMB48;870;56;0.9259278323894787;0.002039377734566735;0.019291832326689975;False;False
EMB48;871;56;0.9260196585264517;0.0020566294433690792;0.019291832326689975;False;False
EMB48;872;56;0.926177353254048;0.002086616255110188;0.019291832326689975;False;False
EMB48;873;56;0.9262222529490104;0.0020952383511258056;0.019291832326689975;False;False
EMB48;874;56;0.9261527421984835;0.0020819060755963843;0.019291832326689975;False;False
EMB48;875;56;0.9262065309894552;0.0020922149930849188;0.019291832326689975;False;False
EMB48;876;56;0.9263464529028375;0.0021192847986017584;0.019291832326689975;False;False
EMB48;877;56;0.9265155546555445;0.002152493666506015;0.019291832326689975;False;False
EMB48;878;56;0.9266413656983998;0.0021775567713544714;0.019291832326689975;False;False
EMB48;879;56;0.9267057027080293;0.002190492257361727;0.019291832326689975;False;False
EMB48;880;56;0.92680213891152;0.0022100335392377076;0.019291832326689975;False;False
EMB48;881;56;0.9268357084956356;0.0022168789539407474;0.019291832326689975;False;False
EMB48;882;56;0.9268825636582078;0.0022264709355917073;0.019291832326689975;False;False
EMB48;883;56;0.9269002160780127;0.0022300960030582012;0.019291832326689975;False;False
EMB48;884;56;0.9270343521132358;0.002257846098927227;0.019291832326689975;False;False
EMB48;885;56;0.92732648975985;0.002319551452881612;0.019291832326689975;False;False
EMB48;886;56;0.9277302209008482;0.0024077700770823844;0.019291832326689975;False;False
EMB48;887;56;0.9281500905695077;0.002503277514572051;0.019291832326689975;False;False
EMB48;888;56;0.9285105807708569;0.0025884649423431687;0.019291832326689975;False;False
EMB48;889;56;0.9287854415955261;0.002655468351795616;0.019291832326689975;False;False
EMB48;890;56;0.9290127634760226;0.002712264030726371;0.019291832326689975;False;False
EMB48;891;56;0.9291524733950581;0.002747804219969322;0.019291832326689975;False;False
EMB48;892;56;0.929283198160805;0.002781503403789576;0.019291832326689975;False;False
EMB48;893;56;0.9294042049510565;0.002813085764770557;0.019291832326689975;False;False
EMB48;894;56;0.9295661706002587;0.002855950924301721;0.019291832326689975;False;False
EMB48;895;56;0.9298549637932286;0.0029340985951249172;0.019291832326689975;False;False
