dia;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
D02;675;192;0.982548728337955;0.01719360038678382;0.030011978207058393;False;False
D02;676;192;0.9825868708385442;0.017408608981659572;0.03023290179626061;False;False
D02;677;192;0.9825937705716326;0.01744779755498821;0.030275323845415245;False;False
D02;678;192;0.982563534544649;0.0172767359677304;0.03005477987261667;False;False
D02;679;192;0.9824994976175062;0.016920125873454615;0.029660836039705485;False;False
D02;680;192;0.9824482818521847;0.016640378563395175;0.029421910718554743;False;False
D02;681;192;0.9823537134558215;0.016136294492759808;0.028879179759729815;False;False
D02;682;192;0.9822140065548551;0.015420245403109458;0.02803805259022828;False;False
D02;683;192;0.9820227708470223;0.014492860439530573;0.027309205571934437;False;False
D02;684;192;0.9817695412119287;0.013352666184558853;0.02586054612325799;False;False
D02;685;192;0.9814522935065242;0.012053764070853139;0.024142841903632604;False;False
D02;686;192;0.9809944768920454;0.010405439301777298;0.02209270808275905;False;False
D02;687;192;0.9804025628102276;0.008613718495977564;0.01903743171901938;False;False
D02;688;192;0.9798267314057308;0.007176377517223222;0.016766876204969725;False;False
D02;689;192;0.9794721203941963;0.006417371023978001;0.01566908091687962;False;False
D02;690;192;0.980264722496914;0.00824444291365126;0.018516924312595197;False;False
D02;691;192;0.9823068285565739;0.015892245233904756;0.028592100855033907;False;False
D02;692;192;0.983741277081357;0.025411138961829054;0.0406304066896094;False;False
D02;693;192;0.9832410193375514;0.02155927191797817;0.03568851227100341;False;False
D02;694;192;0.9811446464471576;0.010918715369055806;0.022804771101765233;False;False
D02;695;192;0.978892155383128;0.005350820624783313;0.014133379301481518;False;False
D02;696;192;0.9764820720677728;0.002550834678002722;0.010022532422573916;False;False
D02;697;192;0.9746740146912051;0.001486043909891047;0.007452019704612561;False;False
D02;698;192;0.9759861632122796;0.0021965954357506946;0.008903591380878803;False;False
D02;699;192;0.9738093992849871;0.0011530412372515023;0.00692724548021701;False;False
D02;700;192;0.9730350125898719;0.0009209898999115887;0.006470549745965298;False;False
D02;701;192;0.9732510603001943;0.0009803428514407356;0.006725382481896878;False;False
D02;702;192;0.97386302400052;0.0011712268751364623;0.00692724548021701;False;False
D02;703;192;0.9761199870854794;0.0022868077375084923;0.009196554254176308;False;False
D02;704;192;0.9768554031334568;0.002856611960726929;0.010953057909875295;False;False
D02;705;192;0.9765927485138198;0.002637746733927579;0.010324462884132565;False;False
D02;706;192;0.9762049766582025;0.002346103040870829;0.009388255734242063;False;False
D02;707;192;0.975735051827549;0.0020372112878433222;0.00835664070273331;False;False
D02;708;192;0.9756838674619458;0.002006233922311229;0.00827924703150972;False;False
D02;709;192;0.9759610698372341;0.0021800978717993443;0.008854219277347437;False;False
D02;710;192;0.9763580429537474;0.002456980693841424;0.00970957110417873;False;False
D02;711;192;0.9766500741720467;0.0026839738544075257;0.010426983263470519;False;False
D02;712;192;0.9768559503825895;0.002857087265618373;0.010953057909875295;False;False
D02;713;192;0.9769967792413237;0.0029821893386667063;0.011351400156056105;False;False
D02;714;192;0.9771488918213743;0.003123758843382315;0.011798949148760824;False;False
D02;715;192;0.9773586573964066;0.0033305886870392118;0.012198281066281114;False;False
D02;716;192;0.9776031396405497;0.003589802713074759;0.012871827560343236;False;False
D02;717;192;0.9778914185091183;0.003922710947972983;0.013453980191124731;False;False
D02;718;192;0.9781690236118888;0.004273797527265266;0.01379626908766133;False;False
D02;719;192;0.9784503561102352;0.004663147334204977;0.01395996399429768;False;False
D02;720;192;0.9786809750306333;0.005009815119699428;0.01395996399429768;False;False
D02;721;192;0.9788167007848688;0.005226286531993814;0.014005287618054394;False;False
D02;722;192;0.9788605528045482;0.005298290338084004;0.014070865994712417;False;False
D02;723;192;0.9792890114261436;0.0060586025527037575;0.015085844961066222;False;False
D02;724;192;0.9802778139420733;0.008278797962844016;0.018545291502095634;False;False
D02;725;192;0.9818395487829407;0.01365829443099493;0.026288355214919103;False;False
D02;726;192;0.9831176062386601;0.020704743427243908;0.03449669274514805;False;False
D02;727;192;0.9839392462913049;0.027124183953625227;0.042597014769437475;False;False
D02;728;192;0.9836814963594261;0.02491594208919453;0.040143438511341695;False;False
D02;729;192;0.9824398159439054;0.016594597806869903;0.029391640847918975;False;False
D02;730;192;0.9805030172371404;0.00889361940709461;0.019528641040960155;False;False
D02;731;192;0.9790913120419619;0.005694578022071102;0.014561773514485695;False;False
D02;732;192;0.9788977230397196;0.005360131294088384;0.014133379301481518;False;False
D02;733;192;0.9791294496540303;0.005762986713559113;0.01464876546924589;False;False
D02;734;192;0.9786816443296793;0.0050108593808655824;0.01395996399429768;False;False
D02;735;192;0.9773007672185242;0.003272119226841546;0.012062452108202006;False;False
D02;736;192;0.9750290644157196;0.0016506571392480727;0.007532194601241202;False;False
D02;737;192;0.9720601940460512;0.0006964071645845271;0.005782716982035891;False;False
D02;738;192;0.9686259805558101;0.00026777279212196497;0.0037360680043683685;False;False
D02;739;192;0.965257765767242;0.00010931175902259381;0.0020017715871012494;False;False
D02;740;192;0.9619381948077965;4.6919343230611544e-05;0.0011594165417588467;False;False
D02;741;192;0.9587103495968582;2.1300764846552452e-05;0.000693458233337763;False;False
D02;742;192;0.9561848593545496;1.172558887033513e-05;0.0004679991881790519;False;False
D02;743;192;0.9546980276848808;8.317857146248774e-06;0.0003921218760199964;False;False
D02;744;192;0.9540753458236909;7.21611945051709e-06;0.0003700065248252638;False;False
D02;745;192;0.9539791630624441;7.060094608008087e-06;0.0003700065248252638;False;False
