fold;condicao_real;classe_real_nirrig;classe_predita_nirrig;probabilidade_nirrig
1;NIRRIG;1;1;0.92
1;NIRRIG;1;1;0.91
1;NIRRIG;1;1;0.98
1;IRRIG;0;0;0.15
1;IRRIG;0;0;0.12
1;IRRIG;0;0;0.0
1;NIRRIG;1;1;0.96
1;NIRRIG;1;1;0.97
1;IRRIG;0;0;0.32
1;IRRIG;0;0;0.32
1;IRRIG;0;0;0.3
1;NIRRIG;1;1;0.96
1;NIRRIG;1;1;0.95
1;NIRRIG;1;1;0.92
1;IRRIG;0;0;0.03
1;IRRIG;0;0;0.03
2;IRRIG;0;0;0.04
2;IRRIG;0;0;0.01
2;IRRIG;0;0;0.02
2;NIRRIG;1;1;0.93
2;NIRRIG;1;1;0.99
2;IRRIG;0;0;0.21
2;IRRIG;0;0;0.11
2;IRRIG;0;0;0.08
2;NIRRIG;1;1;0.99
2;NIRRIG;1;1;0.92
2;IRRIG;0;0;0.13
2;IRRIG;0;0;0.03
2;NIRRIG;1;1;0.8
2;NIRRIG;1;1;0.79
2;NIRRIG;1;1;0.96
2;NIRRIG;1;1;0.96
3;IRRIG;0;0;0.01
3;NIRRIG;1;1;0.88
3;NIRRIG;1;1;0.98
3;IRRIG;0;0;0.07
3;IRRIG;0;0;0.02
3;NIRRIG;1;1;0.99
3;NIRRIG;1;1;0.97
3;IRRIG;0;0;0.19
3;IRRIG;0;0;0.27
3;IRRIG;0;0;0.3
3;NIRRIG;1;1;0.81
3;NIRRIG;1;1;0.95
3;NIRRIG;1;1;0.94
3;IRRIG;0;0;0.01
3;IRRIG;0;0;0.01
3;NIRRIG;1;1;0.87
4;IRRIG;0;0;0.06
4;IRRIG;0;0;0.08
4;IRRIG;0;0;0.01
4;IRRIG;0;0;0.06
4;NIRRIG;1;1;1.0
4;NIRRIG;1;1;0.95
4;NIRRIG;1;1;0.96
4;NIRRIG;1;1;0.92
4;IRRIG;0;0;0.08
4;IRRIG;0;0;0.02
4;NIRRIG;1;1;0.97
4;IRRIG;0;0;0.05
4;IRRIG;0;0;0.01
4;NIRRIG;1;1;0.9
4;NIRRIG;1;1;0.99
4;NIRRIG;1;1;0.92
