metrica;media;desvio
accuracy;0.5;0.2041241452319315
balanced_accuracy;0.5;0.2041241452319315
precision;0.375;0.47871355387816905
recall;0.375;0.47871355387816905
f1;0.3333333333333333;0.3849001794597505
auc_roc;0.447265625;0.48190630133691875
