banda_nm;iteracoes;acertos;prop_acertos;importancia_media;decisao_boruta;confirmada_boruta
1342;100;100;1.0;0.011184888230073844;confirmada;True
1347;100;100;1.0;0.018121361685003362;confirmada;True
1357;100;100;1.0;0.006175130071496528;confirmada;True
1367;100;100;1.0;0.00439399720400474;confirmada;True
1386;100;100;1.0;0.002927626938535463;confirmada;True
1395;100;95;0.95;0.002463692090989342;confirmada;True
1398;100;95;0.95;0.0022764026545386046;confirmada;True
1414;100;73;0.73;0.0016658579087346717;confirmada;True
1422;100;45;0.45;0.0011348215066528525;tentativa;False
1431;100;45;0.45;0.0012816146501134413;tentativa;False
1441;100;72;0.72;0.002841674626011223;confirmada;True
1451;100;84;0.84;0.004369629253924301;confirmada;True
1461;100;94;0.94;0.007329986136964704;confirmada;True
1471;100;97;0.97;0.009761724499272338;confirmada;True
1481;100;100;1.0;0.012329675036760175;confirmada;True
1492;100;100;1.0;0.01565628749394911;confirmada;True
1501;100;100;1.0;0.01991181424830349;confirmada;True
1511;100;100;1.0;0.02001063481937844;confirmada;True
1522;100;100;1.0;0.019965740403408323;confirmada;True
1531;100;100;1.0;0.022312238735374718;confirmada;True
1542;100;100;1.0;0.018470681211114018;confirmada;True
1552;100;100;1.0;0.012642782125740002;confirmada;True
1557;100;100;1.0;0.007703003287254697;confirmada;True
1567;100;98;0.98;0.003916992578828522;confirmada;True
1582;100;69;0.69;0.0019376251182771044;confirmada;True
1588;100;55;0.55;0.0012978369390630688;tentativa;False
1597;100;33;0.33;0.0009263998565741152;rejeitada;False
1607;100;17;0.17;0.000647912924362392;rejeitada;False
1617;100;10;0.1;0.0005392995477408246;rejeitada;False
1627;100;6;0.06;0.00046446834402965616;rejeitada;False
1637;100;5;0.05;0.0004330014001401911;rejeitada;False
1647;100;4;0.04;0.00041626289404051657;rejeitada;False
1657;100;6;0.06;0.0003497526672068726;rejeitada;False
1667;100;2;0.02;0.0002809650891753454;rejeitada;False
1677;100;1;0.01;0.0003338107831072305;rejeitada;False
1696;100;2;0.02;0.0003394199961731403;rejeitada;False
1701;100;0;0.0;0.0003140895347324637;rejeitada;False
1710;100;1;0.01;0.00033199526967205635;rejeitada;False
1717;100;1;0.01;0.00033864847962903027;rejeitada;False
1736;100;5;0.05;0.0003678995482856026;rejeitada;False
1746;100;4;0.04;0.0003818704998555324;rejeitada;False
1756;100;6;0.06;0.0003832761270568331;rejeitada;False
1766;100;13;0.13;0.0005083567174978982;rejeitada;False
1773;100;13;0.13;0.0005560175950134709;rejeitada;False
1777;100;12;0.12;0.0005834355169490257;rejeitada;False
1788;100;28;0.28;0.0008237792234176065;rejeitada;False
1797;100;44;0.44;0.0008957277170681453;tentativa;False
1807;100;62;0.62;0.0011901018116053106;tentativa;False
1823;100;61;0.61;0.0012613150001890934;tentativa;False
1833;100;98;0.98;0.004303930502122408;confirmada;True
1842;100;100;1.0;0.004915171094239596;confirmada;True
1853;100;100;1.0;0.006069072808884602;confirmada;True
1863;100;100;1.0;0.006344216698134609;confirmada;True
1873;100;100;1.0;0.0051136670455299744;confirmada;True
1879;100;99;0.99;0.004168082999198664;confirmada;True
1884;100;98;0.98;0.003746846818752847;confirmada;True
1899;100;74;0.74;0.0015537630345094765;confirmada;True
1908;100;80;0.8;0.0019431161661182794;confirmada;True
1920;100;97;0.97;0.0036169436819820534;confirmada;True
1929;100;99;0.99;0.00583997337261519;confirmada;True
1939;100;100;1.0;0.014968874227336629;confirmada;True
1953;100;100;1.0;0.030544380365535303;confirmada;True
1962;100;100;1.0;0.035422350750657895;confirmada;True
1968;100;100;1.0;0.04253500985367124;confirmada;True
1978;100;100;1.0;0.03141049046248094;confirmada;True
1988;100;100;1.0;0.01916370470184964;confirmada;True
1998;100;100;1.0;0.018227012274381994;confirmada;True
2009;100;100;1.0;0.018798622386974332;confirmada;True
2019;100;100;1.0;0.018299679862895667;confirmada;True
2028;100;100;1.0;0.020618151972490336;confirmada;True
2039;100;100;1.0;0.020995767947410315;confirmada;True
2048;100;100;1.0;0.01818906186109441;confirmada;True
2058;100;100;1.0;0.013381679878286484;confirmada;True
2069;100;96;0.96;0.010143889385684956;confirmada;True
2078;100;91;0.91;0.005524690867693922;confirmada;True
2084;100;94;0.94;0.004693957088212247;confirmada;True
2094;100;89;0.89;0.00430523350620491;confirmada;True
2106;100;55;0.55;0.0018568057132104649;tentativa;False
2115;100;44;0.44;0.0012471562131932611;tentativa;False
2128;100;52;0.52;0.0012181540917452138;tentativa;False
2139;100;61;0.61;0.0014174726090249849;tentativa;False
2149;100;75;0.75;0.0016392634793360274;confirmada;True
2158;100;68;0.68;0.001548735425383544;confirmada;True
2168;100;82;0.82;0.0017644520779183015;confirmada;True
2179;100;78;0.78;0.0019169596761434923;confirmada;True
2188;100;89;0.89;0.002488643155629722;confirmada;True
2199;100;93;0.93;0.0028058344356860047;confirmada;True
2208;100;94;0.94;0.0028255597108849547;confirmada;True
2215;100;96;0.96;0.0029853988639490735;confirmada;True
2229;100;95;0.95;0.0031704634077921617;confirmada;True
2238;100;95;0.95;0.00314900547695072;confirmada;True
2249;100;90;0.9;0.0026988121072054993;confirmada;True
2258;100;95;0.95;0.0030382102720913533;confirmada;True
2269;100;92;0.92;0.0026172102110331723;confirmada;True
2278;100;87;0.87;0.0023840410139178226;confirmada;True
2289;100;87;0.87;0.00222873996387121;confirmada;True
2298;100;83;0.83;0.002177451513991601;confirmada;True
2310;100;87;0.87;0.002161430058576993;confirmada;True
2322;100;75;0.75;0.001683622298510842;confirmada;True
2328;100;76;0.76;0.0018577826068650414;confirmada;True
2338;100;65;0.65;0.0013297512674931957;tentativa;False
2349;100;41;0.41;0.0009658127800242828;tentativa;False
2358;100;48;0.48;0.00101987171286041;tentativa;False
2372;100;24;0.24;0.0007896622484681289;rejeitada;False
2380;100;39;0.39;0.0009510650246538027;tentativa;False
2389;100;26;0.26;0.000798630223511717;rejeitada;False
2402;100;30;0.3;0.000862206709772567;rejeitada;False
2409;100;50;0.5;0.0013897701825351632;tentativa;False
2418;100;69;0.69;0.0020153592028571174;confirmada;True
2428;100;98;0.98;0.0035996696306333353;confirmada;True
2439;100;100;1.0;0.008395199459912512;confirmada;True
2447;100;100;1.0;0.010032074732700718;confirmada;True
