banda_nm;iteracoes;acertos;prop_acertos;importancia_media;decisao_boruta;confirmada_boruta
403;100;100;1.0;0.03682524913620602;confirmada;True
415;100;100;1.0;0.02136701902035379;confirmada;True
425;100;100;1.0;0.018460893876339833;confirmada;True
434;100;100;1.0;0.013599557525245342;confirmada;True
445;100;100;1.0;0.010559729816971843;confirmada;True
455;100;100;1.0;0.009835467300900867;confirmada;True
465;100;99;0.99;0.007568257837998542;confirmada;True
475;100;100;1.0;0.006166074549769434;confirmada;True
485;100;100;1.0;0.004843824170751628;confirmada;True
495;100;95;0.95;0.004158470177867497;confirmada;True
505;100;87;0.87;0.003940676210410647;confirmada;True
511;100;79;0.79;0.002877955144750304;confirmada;True
524;100;56;0.56;0.0012599923109705782;tentativa;False
530;100;58;0.58;0.0012754379494177947;tentativa;False
540;100;61;0.61;0.0013114710463515045;tentativa;False
558;100;55;0.55;0.001164967859266769;tentativa;False
569;100;31;0.31;0.0008229207261802473;rejeitada;False
574;100;24;0.24;0.0007532378557084631;rejeitada;False
584;100;32;0.32;0.0008535045114255134;rejeitada;False
598;100;40;0.4;0.0010569789725188635;tentativa;False
609;100;47;0.47;0.0011029299114241047;tentativa;False
615;100;31;0.31;0.0008799296789561474;rejeitada;False
624;100;31;0.31;0.0009998663110357643;rejeitada;False
635;100;41;0.41;0.0013076136086768867;tentativa;False
644;100;40;0.4;0.0012006400762045921;tentativa;False
655;100;38;0.38;0.0013033498985541131;tentativa;False
664;100;35;0.35;0.001192387528056284;rejeitada;False
675;100;57;0.57;0.001881255172592603;tentativa;False
685;100;80;0.8;0.0034118733618790243;confirmada;True
694;100;27;0.27;0.0010352838674755414;rejeitada;False
699;100;14;0.14;0.000645964325280248;rejeitada;False
714;100;90;0.9;0.002399962068911589;confirmada;True
719;100;91;0.91;0.0022683410930605763;confirmada;True
736;100;61;0.61;0.0012621427577037307;tentativa;False
741;100;83;0.83;0.0017701477964305518;confirmada;True
754;100;90;0.9;0.003808220023392514;confirmada;True
764;100;76;0.76;0.003795827317226737;confirmada;True
771;100;77;0.77;0.0038884869895436085;confirmada;True
782;100;60;0.6;0.0021714079172948032;tentativa;False
792;100;59;0.59;0.0025358697950422678;tentativa;False
802;100;75;0.75;0.0031383067573593237;confirmada;True
811;100;74;0.74;0.003646592589796537;confirmada;True
821;100;59;0.59;0.002578820619306277;tentativa;False
832;100;50;0.5;0.001857347495666196;tentativa;False
841;100;24;0.24;0.0008305820977414427;rejeitada;False
851;100;8;0.08;0.00044196752048524597;rejeitada;False
862;100;8;0.08;0.00038843181901124615;rejeitada;False
871;100;5;0.05;0.0003717350743177755;rejeitada;False
879;100;5;0.05;0.0003783199293680062;rejeitada;False
889;100;3;0.03;0.00036977051404732614;rejeitada;False
901;100;5;0.05;0.0003617264404798104;rejeitada;False
914;100;4;0.04;0.00040806179546470553;rejeitada;False
922;100;6;0.06;0.0004172358686172225;rejeitada;False
932;100;10;0.1;0.00044659414587103376;rejeitada;False
941;100;17;0.17;0.0005379276216580524;rejeitada;False
950;100;22;0.22;0.00065034027630742;rejeitada;False
964;100;15;0.15;0.0006252273695159295;rejeitada;False
972;100;18;0.18;0.0006705818132150259;rejeitada;False
985;100;35;0.35;0.0008846831464911298;tentativa;False
991;100;30;0.3;0.0008033678405522934;rejeitada;False
1002;100;40;0.4;0.0009396455891411225;tentativa;False
1013;100;53;0.53;0.0011872416880003426;tentativa;False
1024;100;45;0.45;0.001020895186704868;tentativa;False
1032;100;34;0.34;0.0008726437110358932;rejeitada;False
1042;100;51;0.51;0.001120311777390249;tentativa;False
1052;100;43;0.43;0.0010375371405552856;tentativa;False
1062;100;36;0.36;0.0008313524570669318;tentativa;False
1070;100;22;0.22;0.0006818994318579849;rejeitada;False
1077;100;16;0.16;0.000619496959843619;rejeitada;False
1088;100;14;0.14;0.0005415192918991351;rejeitada;False
1106;100;16;0.16;0.0006687295670182635;rejeitada;False
1115;100;12;0.12;0.0004777177872419436;rejeitada;False
1122;100;4;0.04;0.0003946660070931425;rejeitada;False
1131;100;16;0.16;0.0006706478742147342;rejeitada;False
1141;100;53;0.53;0.00166712876289476;tentativa;False
1151;100;66;0.66;0.0026007000030628972;confirmada;True
1161;100;70;0.7;0.0028119117826510024;confirmada;True
1168;100;57;0.57;0.001979075072812831;tentativa;False
1177;100;59;0.59;0.00178531913428547;tentativa;False
1191;100;31;0.31;0.0011089081587124336;rejeitada;False
1202;100;33;0.33;0.00120410092114282;rejeitada;False
1211;100;31;0.31;0.0009619921953640709;rejeitada;False
1221;100;46;0.46;0.001118675288103486;tentativa;False
1232;100;44;0.44;0.0011263146262062863;tentativa;False
1241;100;47;0.47;0.0010927063211111417;tentativa;False
1251;100;50;0.5;0.0012341656559636443;tentativa;False
1261;100;64;0.64;0.001381707648877606;tentativa;False
1272;100;51;0.51;0.001189042518171455;tentativa;False
1281;100;55;0.55;0.0012715064306176801;tentativa;False
1292;100;73;0.73;0.0017388953392400734;confirmada;True
1304;100;71;0.71;0.0020231099549179645;confirmada;True
1311;100;71;0.71;0.002306527009289262;confirmada;True
1321;100;42;0.42;0.0010223632604947287;tentativa;False
1332;100;89;0.89;0.0024966268473763965;confirmada;True
