posicao;banda_nm;vip;vip_acima_de_1;iteracoes;acertos;prop_acertos;importancia_media;decisao_boruta;confirmada_boruta;q_condicao;q_tempo;significativa;criterios_atendidos;rank_vip;rank_boruta;score
1;1968;1.4431294049639152;True;100;100;1.0;0.04253500985367124;confirmada;True;4.986330855368519e-12;7.040750148592219e-09;True;3;8.0;1.0;4.5
2;1347;1.2984001776685952;True;100;100;1.0;0.018121361685003362;confirmada;True;5.257161795530841e-12;6.793332330410605e-08;True;3;15.0;20.0;17.5
3;1531;1.1337759736324426;True;100;100;1.0;0.022312238735374718;confirmada;True;4.986330855368519e-12;1.8915260990792303e-06;True;3;31.0;6.0;18.5
4;1367;1.753691384131511;True;100;100;1.0;0.00439399720400474;confirmada;True;4.532128245608989e-07;0.0002348430461369;True;3;1.0;39.0;20.0
5;1842;1.369946256566982;True;100;100;1.0;0.004915171094239596;confirmada;True;5.259172757416301e-09;1.2196768065604076e-05;True;3;11.0;38.0;24.5
