condicao;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
IRRIG;441;84;0.975077621857115;0.10244866378398337;0.9463141510250352;True;True
IRRIG;442;84;0.975245053095482;0.10511892351418856;0.9463141510250352;True;True
IRRIG;443;84;0.9753016608210544;0.10603717271396484;0.9463141510250352;True;True
IRRIG;444;84;0.9753278392581689;0.1064644907852848;0.9463141510250352;True;True
IRRIG;445;84;0.9755008585937817;0.10933171363103966;0.9463141510250352;True;True
IRRIG;446;84;0.9757518296492321;0.11362622590319033;0.9463141510250352;True;True
IRRIG;447;84;0.9758245196136027;0.11490071714953481;0.9463141510250352;True;True
IRRIG;448;84;0.9757375770844517;0.11337796406522321;0.9463141510250352;True;True
IRRIG;449;84;0.975673668359495;0.11227128728587138;0.9463141510250352;True;True
IRRIG;450;84;0.9757751244498856;0.11403314146701526;0.9463141510250352;True;True
IRRIG;451;84;0.9759131300245605;0.1164733206037114;0.9463141510250352;True;True
IRRIG;452;84;0.9760175980964786;0.11835446062596;0.9463141510250352;True;True
IRRIG;453;84;0.9760949371121151;0.11976621979297891;0.9463141510250352;True;True
IRRIG;454;84;0.9760754838894429;0.11940957430932403;0.9463141510250352;True;True
IRRIG;455;84;0.9760628505326059;0.11917851741238689;0.9463141510250352;True;True
IRRIG;456;84;0.9761193367580967;0.1202150235414639;0.9463141510250352;True;True
IRRIG;457;84;0.9761605221041427;0.12097631410411991;0.9463141510250352;True;True
IRRIG;458;84;0.9760742546984401;0.11938707387514808;0.9463141510250352;True;True
IRRIG;459;84;0.9759654645793676;0.1174120108011164;0.9463141510250352;True;True
IRRIG;460;84;0.976005354551107;0.11813246321766796;0.9463141510250352;True;True
IRRIG;461;84;0.9762020151393374;0.12174805609022238;0.9463141510250352;True;True
IRRIG;462;84;0.9763466474937811;0.12447588539909071;0.9463141510250352;True;True
IRRIG;463;84;0.9764496062178575;0.1264539610020024;0.9463141510250352;True;True
IRRIG;464;84;0.9765026328733611;0.1274846396989664;0.9463141510250352;True;True
IRRIG;465;84;0.9765265998422925;0.12795316469924561;0.9463141510250352;True;True
IRRIG;466;84;0.9766016915937574;0.1294319897688867;0.9463141510250352;True;True
IRRIG;467;84;0.9766423859249646;0.1302403366407638;0.9463141510250352;True;True
IRRIG;468;84;0.9765826686844012;0.12905579609582873;0.9463141510250352;True;True
IRRIG;469;84;0.9765380554437179;0.1281776992060415;0.9463141510250352;True;True
IRRIG;470;84;0.9765059523643872;0.1275494319374461;0.9463141510250352;True;True
IRRIG;471;84;0.9764896407248341;0.12723135745795616;0.9463141510250352;True;True
IRRIG;472;84;0.9765040673984475;0.12751263587034684;0.9463141510250352;True;True
IRRIG;473;84;0.976578513187471;0.12897375933880312;0.9463141510250352;True;True
IRRIG;474;84;0.9766853189598869;0.13109847045391426;0.9463141510250352;True;True
IRRIG;475;84;0.9768401099093497;0.13423819668449727;0.9463141510250352;True;True
IRRIG;476;84;0.977094571526562;0.13955857950560058;0.9475507615560462;True;True
IRRIG;477;84;0.9772946484394792;0.14388439627201305;0.9642448438870233;True;True
IRRIG;478;84;0.9775699298408551;0.15004776322217672;0.9642448438870233;True;True
IRRIG;479;84;0.9778065578378913;0.15554750193270217;0.9642448438870233;True;True
IRRIG;480;84;0.9779235950250758;0.15833846858262784;0.9642448438870233;True;True
IRRIG;481;84;0.9780727238538179;0.1619639955136271;0.9642448438870233;True;True
IRRIG;482;84;0.9782648248419912;0.16675077683993017;0.9642448438870233;True;True
IRRIG;483;84;0.9783956994279674;0.17008849453727254;0.9642448438870233;True;True
IRRIG;484;84;0.9785675255453427;0.17456668852559543;0.9642448438870233;True;True
IRRIG;485;84;0.9787404261686153;0.17918504429053822;0.9642448438870233;True;True
IRRIG;486;84;0.97890399485269;0.1836597290835087;0.9642448438870233;True;True
IRRIG;487;84;0.9790067242142582;0.18652341941765382;0.9642448438870233;True;True
IRRIG;488;84;0.9791161425176373;0.18961948755116048;0.9642448438870233;True;True
IRRIG;489;84;0.9792326847474498;0.1929698542939579;0.9642448438870233;True;True
IRRIG;490;84;0.9792450037305699;0.19332720731394065;0.9642448438870233;True;True
IRRIG;491;84;0.9792115970347979;0.1923595627055058;0.9642448438870233;True;True
IRRIG;492;84;0.9791738713614837;0.1912722427862107;0.9642448438870233;True;True
IRRIG;493;84;0.9791796003916072;0.1914369936585863;0.9642448438870233;True;True
IRRIG;494;84;0.9792975700938847;0.19485900235943066;0.9642448438870233;True;True
IRRIG;495;84;0.979418169834185;0.19841603745173364;0.9642448438870233;True;True
IRRIG;496;84;0.9795568168511846;0.20257973453556954;0.9642448438870233;True;True
IRRIG;497;84;0.9797440011309129;0.2083292151596393;0.9642448438870233;True;True
IRRIG;498;84;0.9800009840925286;0.21646727663830945;0.9642448438870233;True;True
IRRIG;499;84;0.9802897250875368;0.22595708203970283;0.9642448438870233;True;True
IRRIG;500;84;0.9805007283548809;0.23312915658112987;0.9642448438870233;True;True
IRRIG;501;84;0.980607887670593;0.2368496736192055;0.9642448438870233;True;True
IRRIG;502;84;0.9807381613758266;0.24144454428266116;0.9642448438870233;True;True
IRRIG;503;84;0.9809331713527846;0.24847187684563288;0.9642448438870233;True;True
IRRIG;504;84;0.9810751685753724;0.25370284791148523;0.9642448438870233;True;True
IRRIG;505;84;0.9811146011432124;0.2551727022985433;0.9642448438870233;True;True
IRRIG;506;84;0.981263562828684;0.2607933869630391;0.9642448438870233;True;True
IRRIG;507;84;0.9814108439385384;0.2664574667838414;0.9642448438870233;True;True
IRRIG;508;84;0.9817933153872829;0.2816705591947889;0.9642448438870233;True;True
IRRIG;509;84;0.9822810215762957;0.30214908635881277;0.9642448438870233;True;True
IRRIG;510;84;0.9829936302411802;0.33431002288111655;0.9642448438870233;True;True
IRRIG;511;84;0.9838259201696865;0.37531940228729976;0.9642448438870233;True;True
IRRIG;512;84;0.9843150140828865;0.4011647807494262;0.9642448438870233;True;True
IRRIG;513;84;0.9843554335975578;0.4033582050091011;0.9642448438870233;True;True
IRRIG;514;84;0.9853358575505489;0.45919096225367106;0.9642448438870233;True;True
IRRIG;515;84;0.9864411147754807;0.5277832295273358;0.9642448438870233;True;True
IRRIG;516;84;0.9873037258371476;0.5847736080084012;0.9642448438870233;True;True
IRRIG;517;84;0.9878348716804918;0.6209639966290967;0.9642448438870233;True;True
IRRIG;518;84;0.9883835772458418;0.6588832611632391;0.9642448438870233;True;True
IRRIG;519;84;0.989404154717773;0.7295514042903604;0.9642448438870233;True;True
IRRIG;520;84;0.9908746879273482;0.8263202914521399;0.9642448438870233;True;True
IRRIG;521;84;0.9918979605024099;0.8851315692766751;0.9656326558194512;True;True
IRRIG;522;84;0.9921053227418885;0.8958043003327049;0.9665765883210874;True;True
IRRIG;523;84;0.9913832142350005;0.8567213644290583;0.9645790186546438;True;True
IRRIG;524;84;0.9900264932367135;0.7716966349824923;0.9642448438870233;True;True
IRRIG;525;84;0.9885194738771813;0.6683174176349364;0.9642448438870233;True;True
IRRIG;526;84;0.9870170744120818;0.5655546139128245;0.9642448438870233;True;True
IRRIG;527;84;0.9857835332201358;0.4862978458507053;0.9642448438870233;True;True
IRRIG;528;84;0.9848491945707148;0.43085268656012;0.9642448438870233;True;True
IRRIG;529;84;0.983827874945574;0.3754201299385572;0.9642448438870233;True;True
IRRIG;530;84;0.9831163920705998;0.3401237900657977;0.9642448438870233;True;True
IRRIG;531;84;0.9826152420807831;0.3168977341517848;0.9642448438870233;True;True
IRRIG;532;84;0.9821540020513667;0.29669731984942904;0.9642448438870233;True;True
IRRIG;533;84;0.9816468992830324;0.27575998772555366;0.9642448438870233;True;True
IRRIG;534;84;0.9811541658711587;0.2566550480077531;0.9642448438870233;True;True
IRRIG;535;84;0.9806621162307589;0.23875274165337318;0.9642448438870233;True;True
IRRIG;536;84;0.980213975305895;0.22343150830923592;0.9642448438870233;True;True
IRRIG;537;84;0.9798173543095037;0.21062301617112478;0.9642448438870233;True;True
IRRIG;538;84;0.9793879724816283;0.19751976565100865;0.9642448438870233;True;True
IRRIG;539;84;0.97894130965919;0.18469512188074438;0.9642448438870233;True;True
IRRIG;540;84;0.978485517076891;0.172415629990391;0.9642448438870233;True;True
IRRIG;541;84;0.9780648822203655;0.1617714006514704;0.9642448438870233;True;True
IRRIG;542;84;0.9777034037639539;0.1531266528491555;0.9642448438870233;True;True
IRRIG;543;84;0.9773412883891157;0.14491121212081542;0.9642448438870233;True;True
IRRIG;544;84;0.9769176309739235;0.13583788704362504;0.9463141510250352;True;True
IRRIG;545;84;0.9765396149299487;0.12820829541173373;0.9463141510250352;True;True
IRRIG;546;84;0.9762150928915095;0.12199228862801192;0.9463141510250352;True;True
IRRIG;547;84;0.9759061307081341;0.11634833731251387;0.9463141510250352;True;True
IRRIG;548;84;0.9756114699545356;0.11120442018612692;0.9463141510250352;True;True
IRRIG;549;84;0.9753415278212212;0.10668860859155865;0.9463141510250352;True;True
IRRIG;550;84;0.9750984684831757;0.10277744739884148;0.9463141510250352;True;True
IRRIG;551;84;0.9748909237446296;0.09955012216216813;0.9463141510250352;True;True
IRRIG;552;84;0.9747443241853839;0.09733114048438657;0.9463141510250352;True;True
IRRIG;553;84;0.9746201373632994;0.09548980688218173;0.9463141510250352;True;True
IRRIG;554;84;0.9745642641811045;0.09467267955815784;0.9463141510250352;True;True
IRRIG;555;84;0.9745676082878809;0.09472139019908599;0.9463141510250352;True;True
IRRIG;556;84;0.9746153779796582;0.09541993058800957;0.9463141510250352;True;True
IRRIG;557;84;0.9747519855185518;0.09744588193630799;0.9463141510250352;True;True
IRRIG;558;84;0.9749143398884685;0.09990916693540597;0.9463141510250352;True;True
IRRIG;559;84;0.9751876172653595;0.1041952603580194;0.9463141510250352;True;True
IRRIG;560;84;0.9755860455848289;0.1107711998944021;0.9463141510250352;True;True
IRRIG;561;84;0.9763712635287847;0.12494605493046573;0.9463141510250352;True;True
IRRIG;562;84;0.9773449107927605;0.14499125687094577;0.9642448438870233;True;True
IRRIG;563;84;0.9782109463667817;0.16539483723197357;0.9642448438870233;True;True
IRRIG;564;84;0.9789071018648873;0.1837457328138941;0.9642448438870233;True;True
IRRIG;565;84;0.979634880626311;0.20495947721433744;0.9642448438870233;True;True
IRRIG;566;84;0.9806050487616277;0.23675042302828136;0.9642448438870233;True;True
IRRIG;567;84;0.9815734259908837;0.2728346978612115;0.9642448438870233;True;True
IRRIG;568;84;0.9825393151251759;0.31349553159142507;0.9642448438870233;True;True
IRRIG;569;84;0.9834195090056929;0.3548266030938443;0.9642448438870233;True;True
IRRIG;570;84;0.9842216565424077;0.39613203766690397;0.9642448438870233;True;True
IRRIG;571;84;0.9852027374915794;0.4513199583129994;0.9642448438870233;True;True
IRRIG;572;84;0.9862975467412657;0.5185668835867538;0.9642448438870233;True;True
IRRIG;573;84;0.9874064757052946;0.5917209269732888;0.9642448438870233;True;True
IRRIG;574;84;0.9884470513297342;0.6632887263878792;0.9642448438870233;True;True
IRRIG;575;84;0.9894535904775767;0.7329407838269231;0.9642448438870233;True;True
IRRIG;576;84;0.9902179012341793;0.7843653744833138;0.9642448438870233;True;True
IRRIG;577;84;0.990843837956796;0.8244113918824192;0.9642448438870233;True;True
IRRIG;578;84;0.9913597038920979;0.8553635414716652;0.9645790186546438;True;True
IRRIG;579;84;0.9918820434853436;0.8842930951258563;0.9655157060661668;True;True
IRRIG;580;84;0.9922730585548767;0.9040850521950221;0.9692984022089789;True;True
IRRIG;581;84;0.9924949850194967;0.9145334404292451;0.9692984022089789;True;True
IRRIG;582;84;0.9926432043025356;0.9211775723417741;0.9692984022089789;True;True
IRRIG;583;84;0.9926586553442374;0.9218544229229689;0.9692984022089789;True;True
IRRIG;584;84;0.9925212396359463;0.9157301428613802;0.9692984022089789;True;True
IRRIG;585;84;0.9923012001646812;0.9054424410651263;0.9692984022089789;True;True
IRRIG;586;84;0.9919914594509011;0.8900020802174201;0.9656326558194512;True;True
IRRIG;587;84;0.9916399005825145;0.8712139689724876;0.9645790186546438;True;True
IRRIG;588;84;0.991279185406523;0.8506762732149168;0.9645790186546438;True;True
IRRIG;589;84;0.9910093775840892;0.8345727674466212;0.9642448438870233;True;True
IRRIG;590;84;0.9908460036055581;0.8245456170984095;0.9642448438870233;True;True
IRRIG;591;84;0.9906988501562031;0.8153512428303284;0.9642448438870233;True;True
IRRIG;592;84;0.9905498370655528;0.8058954146724813;0.9642448438870233;True;True
IRRIG;593;84;0.9904356707055376;0.7985591880288733;0.9642448438870233;True;True
IRRIG;594;84;0.9903165444679038;0.7908256996240497;0.9642448438870233;True;True
IRRIG;595;84;0.9901609915413377;0.7806163523096481;0.9642448438870233;True;True
IRRIG;596;84;0.990020881917154;0.7713227747776175;0.9642448438870233;True;True
IRRIG;597;84;0.9898738158903012;0.7614786788650192;0.9642448438870233;True;True
IRRIG;598;84;0.9897523954567297;0.753289894315609;0.9642448438870233;True;True
IRRIG;599;84;0.9896863277023031;0.7488131672606522;0.9642448438870233;True;True
IRRIG;600;84;0.9896883263600589;0.748948799877755;0.9642448438870233;True;True
IRRIG;601;84;0.9897174768151162;0.7509255722970437;0.9642448438870233;True;True
IRRIG;602;84;0.9896815291983541;0.7484874811102716;0.9642448438870233;True;True
IRRIG;603;84;0.9896107841351428;0.743677743019019;0.9642448438870233;True;True
IRRIG;604;84;0.9894918830274296;0.7355621966469952;0.9642448438870233;True;True
IRRIG;605;84;0.9893040042364651;0.7226686874229842;0.9642448438870233;True;True
IRRIG;606;84;0.9889693139007112;0.6995448830620105;0.9642448438870233;True;True
IRRIG;607;84;0.9885970687992597;0.6737067653112137;0.9642448438870233;True;True
IRRIG;608;84;0.9881279262697644;0.6411703119926456;0.9642448438870233;True;True
IRRIG;609;84;0.98765161398026;0.6084045141042347;0.9642448438870233;True;True
IRRIG;610;84;0.9871918614140275;0.5772438539370698;0.9642448438870233;True;True
IRRIG;611;84;0.9867437635531892;0.547479407514986;0.9642448438870233;True;True
IRRIG;612;84;0.9867120278352917;0.5453977461771683;0.9642448438870233;True;True
IRRIG;613;84;0.986679137919432;0.5432443054381458;0.9642448438870233;True;True
IRRIG;614;84;0.9865886134915771;0.5373383124142067;0.9642448438870233;True;True
IRRIG;615;84;0.9864402440494527;0.5277270797037175;0.9642448438870233;True;True
IRRIG;616;84;0.9864212501659158;0.5265029974429275;0.9642448438870233;True;True
IRRIG;617;84;0.9863964904214548;0.5249095229120246;0.9642448438870233;True;True
IRRIG;618;84;0.9863865602112188;0.5242711411871218;0.9642448438870233;True;True
IRRIG;619;84;0.9863747211490914;0.5235105724945724;0.9642448438870233;True;True
IRRIG;620;84;0.9863460149625027;0.5216688118516224;0.9642448438870233;True;True
IRRIG;621;84;0.9863094259125292;0.5193262361643683;0.9642448438870233;True;True
IRRIG;622;84;0.9863352849064275;0.5209812553129931;0.9642448438870233;True;True
IRRIG;623;84;0.9863752610502342;0.5235452444911547;0.9642448438870233;True;True
IRRIG;624;84;0.9863670901810256;0.5230206461353182;0.9642448438870233;True;True
IRRIG;625;84;0.9863634647238453;0.5227879669867611;0.9642448438870233;True;True
IRRIG;626;84;0.9863883539916507;0.5243864278319933;0.9642448438870233;True;True
IRRIG;627;84;0.9864172803951579;0.5262473454467324;0.9642448438870233;True;True
IRRIG;628;84;0.9864465232194638;0.5281320679589662;0.9642448438870233;True;True
IRRIG;629;84;0.986465893578495;0.5293823977427331;0.9642448438870233;True;True
IRRIG;630;84;0.9864792177635439;0.5302433269935776;0.9642448438870233;True;True
IRRIG;631;84;0.9864888640800478;0.5308670558695593;0.9642448438870233;True;True
IRRIG;632;84;0.9865164318321435;0.5326516152522627;0.9642448438870233;True;True
IRRIG;633;84;0.9865379871410497;0.534049054824322;0.9642448438870233;True;True
IRRIG;634;84;0.9865748108810056;0.5364405537114696;0.9642448438870233;True;True
IRRIG;635;84;0.986670269265658;0.5426643278774199;0.9642448438870233;True;True
IRRIG;636;84;0.9868312107348425;0.5532343007163387;0.9642448438870233;True;True
IRRIG;637;84;0.9869976437392418;0.564261167775854;0.9642448438870233;True;True
IRRIG;638;84;0.9871469230466796;0.5742294234725696;0.9642448438870233;True;True
IRRIG;639;84;0.9873240352091488;0.5861445061670365;0.9642448438870233;True;True
IRRIG;640;84;0.9873750903048809;0.5895957967915691;0.9642448438870233;True;True
IRRIG;641;84;0.9874752430532688;0.5963862266275415;0.9642448438870233;True;True
IRRIG;642;84;0.9876607791484937;0.6090309982809576;0.9642448438870233;True;True
IRRIG;643;84;0.9878802627250504;0.6240848053358495;0.9642448438870233;True;True
IRRIG;644;84;0.9880825603622535;0.6380341830300458;0.9642448438870233;True;True
IRRIG;645;84;0.9882483233315986;0.6495046992891802;0.9642448438870233;True;True
IRRIG;646;84;0.9884105252576085;0.6607533484227653;0.9642448438870233;True;True
IRRIG;647;84;0.9885249138258478;0.6686952106485884;0.9642448438870233;True;True
IRRIG;648;84;0.9886686444078996;0.6786784235357097;0.9642448438870233;True;True
IRRIG;649;84;0.988829570585112;0.6898526795761935;0.9642448438870233;True;True
IRRIG;650;84;0.988975052330373;0.6999425451184167;0.9642448438870233;True;True
IRRIG;651;84;0.989070594268691;0.7065583889015719;0.9642448438870233;True;True
IRRIG;652;84;0.9891379768756567;0.7112177391449347;0.9642448438870233;True;True
IRRIG;653;84;0.989254718442058;0.719274330502073;0.9642448438870233;True;True
IRRIG;654;84;0.9893480850820634;0.7257006393152619;0.9642448438870233;True;True
IRRIG;655;84;0.989452651550316;0.7328764626986535;0.9642448438870233;True;True
IRRIG;656;84;0.9895853771167393;0.7419468287702983;0.9642448438870233;True;True
IRRIG;657;84;0.9897387158561708;0.7523641324641459;0.9642448438870233;True;True
IRRIG;658;84;0.98988997195139;0.7625642498112101;0.9642448438870233;True;True
IRRIG;659;84;0.9900134317098237;0.7708261911624543;0.9642448438870233;True;True
IRRIG;660;84;0.9900979270812;0.776444104427103;0.9642448438870233;True;True
IRRIG;661;84;0.9901462062443596;0.779639826981958;0.9642448438870233;True;True
IRRIG;662;84;0.9902085689086607;0.7837516627295207;0.9642448438870233;True;True
IRRIG;663;84;0.9903015464000512;0.7898466544421221;0.9642448438870233;True;True
IRRIG;664;84;0.9903889028211137;0.7955323366351772;0.9642448438870233;True;True
IRRIG;665;84;0.9904489541544481;0.7994166613851404;0.9642448438870233;True;True
IRRIG;666;84;0.9905069034538353;0.8031455234329443;0.9642448438870233;True;True
IRRIG;667;84;0.9905718165613362;0.8072988930441602;0.9642448438870233;True;True
IRRIG;668;84;0.9906194050317414;0.8103273985822933;0.9642448438870233;True;True
IRRIG;669;84;0.9906839632799196;0.8144129574729595;0.9642448438870233;True;True
IRRIG;670;84;0.9907526917855027;0.8187324873995974;0.9642448438870233;True;True
IRRIG;671;84;0.9908321286302822;0.823685081354453;0.9642448438870233;True;True
IRRIG;672;84;0.9908816680326047;0.8267512507743073;0.9642448438870233;True;True
IRRIG;673;84;0.9909422275447424;0.830475344483135;0.9642448438870233;True;True
IRRIG;674;84;0.991018472069358;0.8351250638036911;0.9642448438870233;True;True
IRRIG;675;84;0.9910164757516712;0.8350038845587475;0.9642448438870233;True;True
IRRIG;676;84;0.9910304517498141;0.8358516003469805;0.9642448438870233;True;True
IRRIG;677;84;0.9910649685907218;0.8379387133021002;0.9645790186546438;True;True
IRRIG;678;84;0.9910929138777024;0.8396216004861883;0.9645790186546438;True;True
IRRIG;679;84;0.9911055933704033;0.8403831205517325;0.9645790186546438;True;True
IRRIG;680;84;0.9910910711205119;0.8395108191246785;0.9645790186546438;True;True
IRRIG;681;84;0.9910532406568366;0.8372306112840144;0.9645790186546438;True;True
IRRIG;682;84;0.9910158330243042;0.8349648635821264;0.9642448438870233;True;True
IRRIG;683;84;0.990912676360953;0.8286614633188136;0.9642448438870233;True;True
IRRIG;684;84;0.9907877161075934;0.8209214989976532;0.9642448438870233;True;True
IRRIG;685;84;0.9906752685474954;0.813864278172768;0.9642448438870233;True;True
IRRIG;686;84;0.9905627296854419;0.806719017143067;0.9642448438870233;True;True
IRRIG;687;84;0.9904682157813821;0.8006582479433209;0.9642448438870233;True;True
IRRIG;688;84;0.9901161657466714;0.777652619141511;0.9642448438870233;True;True
IRRIG;689;84;0.9895459026980348;0.7392539818029884;0.9642448438870233;True;True
IRRIG;690;84;0.9895283692474076;0.7380565486235134;0.9642448438870233;True;True
IRRIG;691;84;0.9889311636114999;0.6969003822509299;0.9642448438870233;True;True
IRRIG;692;84;0.9864521745000587;0.5284966947491861;0.9642448438870233;True;True
IRRIG;693;84;0.9829905082075361;0.3341632248224815;0.9642448438870233;True;True
IRRIG;694;84;0.9847971156395693;0.4278922244402392;0.9642448438870233;True;True
IRRIG;695;84;0.987383400079747;0.590158202239891;0.9642448438870233;True;True
IRRIG;696;84;0.9865314299559416;0.5336237567835501;0.9642448438870233;True;True
IRRIG;697;84;0.9837832091813371;0.37312370847550047;0.9642448438870233;True;True
IRRIG;698;84;0.9799877324030719;0.21604060256415475;0.9642448438870233;True;True
IRRIG;699;84;0.9747448224260634;0.09733859841054465;0.9463141510250352;True;True
IRRIG;700;84;0.9688680966447498;0.03950141760384162;0.9463141510250352;False;True
IRRIG;701;84;0.9636205690713275;0.017919794444905112;0.9463141510250352;False;True
IRRIG;702;84;0.9605056582177575;0.0113263412500781;0.9463141510250352;False;True
IRRIG;703;84;0.959800788480298;0.010221714327953015;0.9463141510250352;False;True
IRRIG;704;84;0.9610306741030499;0.012229574751525623;0.9463141510250352;False;True
IRRIG;705;84;0.9635016296791079;0.017605904444987837;0.9463141510250352;False;True
IRRIG;706;84;0.965643466934283;0.024245255364273424;0.9463141510250352;False;True
IRRIG;707;84;0.9674464360303872;0.03182600062511497;0.9463141510250352;False;True
IRRIG;708;84;0.9691281311261999;0.041098996711279305;0.9463141510250352;False;True
IRRIG;709;84;0.9704874374058018;0.05059212541827011;0.9463141510250352;True;True
IRRIG;710;84;0.9718423001169217;0.062283077651967306;0.9463141510250352;True;True
IRRIG;711;84;0.9731312492110988;0.0759377801734017;0.9463141510250352;True;True
IRRIG;712;84;0.9744426731297365;0.09291836403092324;0.9463141510250352;True;True
IRRIG;713;84;0.9757979977534088;0.11443408572575375;0.9463141510250352;True;True
IRRIG;714;84;0.9770877535801212;0.13941340455107365;0.9475507615560462;True;True
IRRIG;715;84;0.978370827812046;0.1694493563793641;0.9642448438870233;True;True
IRRIG;716;84;0.9795041265531956;0.2009879580476029;0.9642448438870233;True;True
IRRIG;717;84;0.9805896967413461;0.23621435151392656;0.9642448438870233;True;True
IRRIG;718;84;0.9815887720776679;0.273443454796552;0.9642448438870233;True;True
IRRIG;719;84;0.9825447551137568;0.31373827751056915;0.9642448438870233;True;True
IRRIG;720;84;0.9834304317746778;0.3553656805578293;0.9642448438870233;True;True
IRRIG;721;84;0.984184354786774;0.3941342395955694;0.9642448438870233;True;True
IRRIG;722;84;0.9847444067258736;0.4249103653703104;0.9642448438870233;True;True
IRRIG;723;84;0.9850656509501116;0.4433077941617093;0.9642448438870233;True;True
IRRIG;724;84;0.9852438648683791;0.4537422239750226;0.9642448438870233;True;True
IRRIG;725;84;0.985338312004109;0.45933691761454115;0.9642448438870233;True;True
IRRIG;726;84;0.9853681330481088;0.4611126289381387;0.9642448438870233;True;True
IRRIG;727;84;0.9856261737467077;0.47665983927334227;0.9642448438870233;True;True
IRRIG;728;84;0.9856927090272772;0.4807207383550208;0.9642448438870233;True;True
IRRIG;729;84;0.9860694459291217;0.5041026009762909;0.9642448438870233;True;True
IRRIG;730;84;0.9862247270570691;0.5139250048232139;0.9642448438870233;True;True
IRRIG;731;84;0.9863902006606268;0.5245051273738488;0.9642448438870233;True;True
IRRIG;732;84;0.9870466207339793;0.5675237926716342;0.9642448438870233;True;True
IRRIG;733;84;0.9881817835781325;0.6448966305207904;0.9642448438870233;True;True
IRRIG;734;84;0.98913768784776;0.7111977666972263;0.9642448438870233;True;True
IRRIG;735;84;0.9896708022069285;0.7477591563365245;0.9642448438870233;True;True
IRRIG;736;84;0.9900203197327613;0.7712853112934583;0.9642448438870233;True;True
IRRIG;737;84;0.9900091013899314;0.7705374522294162;0.9642448438870233;True;True
IRRIG;738;84;0.98989761216306;0.7630772736603554;0.9642448438870233;True;True
IRRIG;739;84;0.9897809189504586;0.7552181957389497;0.9642448438870233;True;True
IRRIG;740;84;0.9901652448655064;0.7808970818666463;0.9642448438870233;True;True
