banda_nm;estratos;estratos_normais_p;estratos_normais_q;p_minimo;W_mediano;prop_estratos_normais_p;prop_estratos_normais_q
400;42;10;16;7.190062040999259e-05;0.9307783228993951;0.23809523809523808;0.38095238095238093
401;42;11;14;2.068781787572591e-05;0.9304553181252344;0.2619047619047619;0.3333333333333333
402;42;11;14;9.976300463700199e-06;0.9290835693947364;0.2619047619047619;0.3333333333333333
403;42;11;14;6.997307598506131e-06;0.9297885296709746;0.2619047619047619;0.3333333333333333
404;42;11;14;5.998164348690117e-06;0.9293781849065161;0.2619047619047619;0.3333333333333333
405;42;12;14;5.420165196844345e-06;0.928810439897438;0.2857142857142857;0.3333333333333333
406;42;12;14;4.787507543527273e-06;0.9300264934557594;0.2857142857142857;0.3333333333333333
407;42;12;14;6.149985954091906e-06;0.9285707761563223;0.2857142857142857;0.3333333333333333
408;42;11;14;5.469414046891867e-06;0.9282036981981374;0.2619047619047619;0.3333333333333333
409;42;11;14;3.318935820690324e-06;0.9295855256853747;0.2619047619047619;0.3333333333333333
410;42;12;14;2.7670566771313105e-06;0.9302433349717489;0.2857142857142857;0.3333333333333333
411;42;10;14;3.3084641938639924e-06;0.930559169097815;0.23809523809523808;0.3333333333333333
412;42;10;14;5.457088752847014e-06;0.9307643302228068;0.23809523809523808;0.3333333333333333
413;42;11;14;7.967503469205825e-06;0.931518025272857;0.2619047619047619;0.3333333333333333
414;42;13;14;1.0510291670516086e-05;0.9327689219008616;0.30952380952380953;0.3333333333333333
415;42;13;15;1.4516650844814725e-05;0.9339052196514679;0.30952380952380953;0.35714285714285715
416;42;13;15;1.7222751716673252e-05;0.9345730624951579;0.30952380952380953;0.35714285714285715
417;42;13;15;1.4575494202749225e-05;0.9340715403441227;0.30952380952380953;0.35714285714285715
418;42;12;14;9.542917105655882e-06;0.934116990793894;0.2857142857142857;0.3333333333333333
419;42;12;15;5.628345358949943e-06;0.934914164367014;0.2857142857142857;0.35714285714285715
420;42;12;15;4.263262411059949e-06;0.9342814450916304;0.2857142857142857;0.35714285714285715
421;42;11;15;4.359029312488341e-06;0.9333685364329607;0.2619047619047619;0.35714285714285715
422;42;9;15;6.193348822697165e-06;0.9326745867803263;0.21428571428571427;0.35714285714285715
423;42;9;14;9.085787536822656e-06;0.9317456272021849;0.21428571428571427;0.3333333333333333
424;42;9;14;1.1146377337611123e-05;0.9320054631723143;0.21428571428571427;0.3333333333333333
425;42;10;14;1.2145778071420908e-05;0.9326024370763678;0.23809523809523808;0.3333333333333333
426;42;11;14;7.831356799623462e-06;0.9326094239377898;0.2619047619047619;0.3333333333333333
427;42;11;15;4.282842591776938e-06;0.932012258003641;0.2619047619047619;0.35714285714285715
428;42;11;16;2.971383121604008e-06;0.9325448812859789;0.2619047619047619;0.38095238095238093
429;42;10;16;2.0970094223873178e-06;0.9328943355761095;0.23809523809523808;0.38095238095238093
430;42;10;15;1.6753020740334705e-06;0.9322157119382051;0.23809523809523808;0.35714285714285715
431;42;10;15;1.626744142544339e-06;0.9316154183195675;0.23809523809523808;0.35714285714285715
432;42;9;14;1.8188213054259368e-06;0.9311516200499693;0.21428571428571427;0.3333333333333333
433;42;9;14;1.905292375421662e-06;0.9307494997682672;0.21428571428571427;0.3333333333333333
434;42;10;14;2.127509564032566e-06;0.9300870019563102;0.23809523809523808;0.3333333333333333
435;42;10;13;2.514866422611555e-06;0.9296739709278039;0.23809523809523808;0.30952380952380953
436;42;10;13;2.703980901727837e-06;0.9302091971453899;0.23809523809523808;0.30952380952380953
437;42;10;14;3.2114193835243807e-06;0.9310401771496033;0.23809523809523808;0.3333333333333333
438;42;10;14;3.580253179467345e-06;0.9315796551946268;0.23809523809523808;0.3333333333333333
439;42;10;14;3.052942759996501e-06;0.9316101394565056;0.23809523809523808;0.3333333333333333
440;42;9;14;2.3823907837812977e-06;0.9314983847989267;0.21428571428571427;0.3333333333333333
441;42;9;14;2.073520038490325e-06;0.931263062851295;0.21428571428571427;0.3333333333333333
442;42;9;14;1.9699249051881845e-06;0.931007680943996;0.21428571428571427;0.3333333333333333
443;42;9;14;1.8594611570950671e-06;0.9302240418056489;0.21428571428571427;0.3333333333333333
444;42;9;14;1.94265965097124e-06;0.929406921170775;0.21428571428571427;0.3333333333333333
445;42;10;14;2.2497881584902153e-06;0.9286505526084549;0.23809523809523808;0.3333333333333333
446;42;10;14;2.722639188197922e-06;0.9282256978168946;0.23809523809523808;0.3333333333333333
447;42;10;14;3.0512408186733426e-06;0.9277832539746886;0.23809523809523808;0.3333333333333333
448;42;10;14;3.0471254872713447e-06;0.9272038827302966;0.23809523809523808;0.3333333333333333
449;42;10;14;3.0109021633158918e-06;0.9266661538854307;0.23809523809523808;0.3333333333333333
450;42;10;14;3.0902100109639173e-06;0.9261721959704565;0.23809523809523808;0.3333333333333333
451;42;10;14;3.0796789469246673e-06;0.9262739807591411;0.23809523809523808;0.3333333333333333
452;42;10;13;3.1075440075015028e-06;0.9264810370033525;0.23809523809523808;0.30952380952380953
453;42;10;12;3.0360024975277785e-06;0.926343890609798;0.23809523809523808;0.2857142857142857
454;42;10;12;2.951735850534635e-06;0.9260166741292586;0.23809523809523808;0.2857142857142857
455;42;10;12;2.9421380925335785e-06;0.926004657546666;0.23809523809523808;0.2857142857142857
456;42;10;12;2.871822634124584e-06;0.9261159409251118;0.23809523809523808;0.2857142857142857
457;42;10;13;2.782820944932707e-06;0.925742906662682;0.23809523809523808;0.30952380952380953
458;42;10;13;2.7485679030565657e-06;0.9254311040056222;0.23809523809523808;0.30952380952380953
459;42;10;13;3.0049146441926106e-06;0.9252787362267105;0.23809523809523808;0.30952380952380953
460;42;11;13;3.267828589611395e-06;0.9252441220102143;0.2619047619047619;0.30952380952380953
461;42;11;13;3.1102708993877866e-06;0.9253282918368644;0.2619047619047619;0.30952380952380953
462;42;11;13;2.861486655918841e-06;0.925470168217345;0.2619047619047619;0.30952380952380953
463;42;11;13;2.6455398165414513e-06;0.9260775506221723;0.2619047619047619;0.30952380952380953
464;42;11;14;2.6019869675407103e-06;0.9267491138179116;0.2619047619047619;0.3333333333333333
465;42;10;14;2.8231165241554533e-06;0.9269311158921405;0.23809523809523808;0.3333333333333333
466;42;10;14;2.8671914213124234e-06;0.9271208563712495;0.23809523809523808;0.3333333333333333
467;42;10;14;2.9328010148358066e-06;0.9271976647114837;0.23809523809523808;0.3333333333333333
468;42;9;14;3.0846612256135684e-06;0.9270252434087756;0.21428571428571427;0.3333333333333333
469;42;10;14;3.291545580154255e-06;0.9269559600077565;0.23809523809523808;0.3333333333333333
470;42;10;14;3.4341222876578133e-06;0.9272671698253037;0.23809523809523808;0.3333333333333333
