dia;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
D02;400;24;0.9478592344174485;0.24339221342589973;0.6050370717929315;True;True
D02;401;24;0.9483427623498077;0.24938203262775033;0.6104771482203855;True;True
D02;402;24;0.9478677629705435;0.24349670618366337;0.6050370717929315;True;True
D02;403;24;0.9467819398647321;0.23052144735924335;0.5988666564035828;True;True
D02;404;24;0.9452455983181431;0.21326034181524572;0.5968742168621642;True;True
D02;405;24;0.9434150949370966;0.19428598493508215;0.5787869686585134;True;True
D02;406;24;0.9407492882509096;0.1695171787374365;0.5750480841488521;True;True
D02;407;24;0.9373511870765023;0.14235873029731066;0.5606460238604637;True;True
D02;408;24;0.9364845301914915;0.13614703806513573;0.5525388337008159;True;True
D02;409;24;0.938106734903718;0.14800167915343015;0.5646773114911057;True;True
D02;410;24;0.9385328166437951;0.15128040770635004;0.5693139746894017;True;True
D02;411;24;0.9386878500893671;0.15249101186719705;0.5697382006615178;True;True
D02;412;24;0.9401105822916369;0.1640527792644511;0.5750480841488521;True;True
D02;413;24;0.9417230222129028;0.17818920845010133;0.5750480841488521;True;True
D02;414;24;0.9419670682281859;0.18042899590243472;0.5750480841488521;True;True
D02;415;24;0.9423048546212541;0.18357392782304444;0.5750480841488521;True;True
D02;416;24;0.9429299258855686;0.1895331569403335;0.5750480841488521;True;True
D02;417;24;0.9445733726762765;0.20609671441183425;0.5903692196350169;True;True
D02;418;24;0.9459558533277721;0.2210838844001886;0.5988666564035828;True;True
D02;419;24;0.9470431370308743;0.23358276081296758;0.6003486747210482;True;True
D02;420;24;0.9475728891634144;0.2399077902647731;0.6050370717929315;True;True
D02;421;24;0.9478694444384094;0.24351731258757836;0.6050370717929315;True;True
D02;422;24;0.9476957703288997;0.24139740568257356;0.6050370717929315;True;True
D02;423;24;0.9473395960312341;0.23710306759981675;0.6026002374810708;True;True
D02;424;24;0.9463288650557686;0.22529971948496752;0.5988666564035828;True;True
D02;425;24;0.9475627836870132;0.23978566617853025;0.6050370717929315;True;True
D02;426;24;0.9491512961539341;0.25970031881949296;0.614354502766759;True;True
D02;427;24;0.9502998751341599;0.2750251003218048;0.6279960286226814;True;True
D02;428;24;0.9510200378986521;0.2850433593746861;0.6395884232737745;True;True
D02;429;24;0.9516208386717702;0.2936480010293876;0.6484054950484454;True;True
D02;430;24;0.9522557081029605;0.3029884687746617;0.6505669952051838;True;True
D02;431;24;0.9523484571982537;0.30437457466744444;0.6505669952051838;True;True
D02;432;24;0.9520189727818774;0.29947550553000124;0.649587393646346;True;True
D02;433;24;0.9525606998626663;0.30756727769825615;0.6518392355250835;True;True
D02;434;24;0.9532535143179816;0.31819196403882244;0.6625499677600253;True;True
D02;435;24;0.9538616496096495;0.3277764997446996;0.6647109394835344;True;True
