dia;condicao;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
D02;IRRIG;470;12;0.9722521528410492;0.9329049089666973;0.9999964218042434;True;True
D02;IRRIG;471;12;0.9727760498236325;0.9375983219238713;0.9999964218042434;True;True
D02;IRRIG;472;12;0.9729951974955189;0.9395094367932378;0.9999964218042434;True;True
D02;IRRIG;473;12;0.973242415930189;0.9416280129860035;0.9999964218042434;True;True
D02;IRRIG;474;12;0.9729751473991226;0.9393358755020228;0.9999964218042434;True;True
D02;IRRIG;475;12;0.9723058560558494;0.9333940395674376;0.9999964218042434;True;True
D02;IRRIG;476;12;0.9719495625861995;0.9301150101582573;0.9999964218042434;True;True
D02;IRRIG;477;12;0.9719083872964943;0.9297309445576583;0.9999964218042434;True;True
D02;IRRIG;478;12;0.9720255124104811;0.9308206639693273;0.9999964218042434;True;True
D02;IRRIG;479;12;0.9721156698088366;0.9316536382385958;0.9999964218042434;True;True
D02;IRRIG;480;12;0.9723044009240417;0.9333808101938187;0.9999964218042434;True;True
D02;IRRIG;481;12;0.9723536745475561;0.9338280376329868;0.9999964218042434;True;True
D02;IRRIG;482;12;0.9724434912866127;0.934639293225737;0.9999964218042434;True;True
D02;IRRIG;483;12;0.9727022855331061;0.9369480917784399;0.9999964218042434;True;True
D02;IRRIG;484;12;0.97258048119635;0.935866756718376;0.9999964218042434;True;True
D02;IRRIG;485;12;0.9724143171416675;0.9343763435830444;0.9999964218042434;True;True
D02;IRRIG;486;12;0.9725112593840036;0.9352480061429373;0.9999964218042434;True;True
D02;IRRIG;487;12;0.9726167101502304;0.9361893759714996;0.9999964218042434;True;True
D02;IRRIG;488;12;0.9728471721018339;0.9382219507466834;0.9999964218042434;True;True
D02;IRRIG;489;12;0.9730127139542294;0.9396608529262694;0.9999964218042434;True;True
D02;IRRIG;490;12;0.9729935144071351;0.9394948773428693;0.9999964218042434;True;True
D02;IRRIG;491;12;0.9728530925299895;0.9382737165967495;0.9999964218042434;True;True
D02;IRRIG;492;12;0.9730532120015376;0.9400101657674653;0.9999964218042434;True;True
D02;IRRIG;493;12;0.9736052314243719;0.9446649419517739;0.9999964218042434;True;True
D02;IRRIG;494;12;0.9744591766056162;0.9514691320803549;0.9999964218042434;True;True
D02;IRRIG;495;12;0.9752062511660431;0.9570205427242208;0.9999964218042434;True;True
D02;IRRIG;496;12;0.9762261434033644;0.9639871302713381;0.9999964218042434;True;True
D02;IRRIG;497;12;0.9775913517351414;0.9722017714540571;0.9999964218042434;True;True
D02;IRRIG;498;12;0.9790401866633257;0.9795439419739667;0.9999964218042434;True;True
D02;IRRIG;499;12;0.9802030894268187;0.9844440615606622;0.9999964218042434;True;True
D02;IRRIG;500;12;0.9809722889957071;0.987220737268027;0.9999964218042434;True;True
D02;IRRIG;501;12;0.9814365070807378;0.9887251939908538;0.9999964218042434;True;True
D02;IRRIG;502;12;0.9818192163337085;0.9898719427342899;0.9999964218042434;True;True
D02;IRRIG;503;12;0.981930587581899;0.9901901461580409;0.9999964218042434;True;True
D02;IRRIG;504;12;0.9821235508654322;0.9907252177277204;0.9999964218042434;True;True
D02;IRRIG;505;12;0.9815929156817806;0.9892039191369838;0.9999964218042434;True;True
D02;IRRIG;506;12;0.9804023677827464;0.9851981081742471;0.9999964218042434;True;True
D02;IRRIG;507;12;0.9783909771905905;0.9764268864353198;0.9999964218042434;True;True
D02;IRRIG;508;12;0.9750395703482347;0.9558146791971187;0.9999964218042434;True;True
D02;IRRIG;509;12;0.970377468008094;0.9147185572539762;0.9999964218042434;True;True
D02;IRRIG;510;12;0.9642038686219886;0.8417190268927182;0.9999964218042434;True;True
D02;IRRIG;511;12;0.9570291094053962;0.7407308188267241;0.9999964218042434;True;True
D02;IRRIG;512;12;0.9475373888110131;0.6013078589828081;0.9999964218042434;True;True
D02;IRRIG;513;12;0.9341252074346109;0.4258932137220701;0.9999964218042434;True;True
D02;IRRIG;514;12;0.9231434214656968;0.3130367288047637;0.9999964218042434;True;True
D02;IRRIG;515;12;0.9154696875708619;0.2505714186538289;0.9999964218042434;True;True
D02;IRRIG;516;12;0.9037726261230271;0.17742620186234626;0.9999964218042434;True;True
D02;IRRIG;517;12;0.8910181287506277;0.1214565142257289;0.9999964218042434;True;True
D02;IRRIG;518;12;0.889910027474912;0.11752550333310008;0.9999964218042434;True;True
D02;IRRIG;519;12;0.894687988624067;0.13544953693597162;0.9999964218042434;True;True
D02;IRRIG;520;12;0.9013541061221921;0.16513157703472242;0.9999964218042434;True;True
D02;IRRIG;521;12;0.9139040567776471;0.23933270762959719;0.9999964218042434;True;True
D02;IRRIG;522;12;0.9243438421337277;0.32398359346494204;0.9999964218042434;True;True
D02;IRRIG;523;12;0.9336859357581857;0.4208227199763377;0.9999964218042434;True;True
D02;IRRIG;524;12;0.9400585614734551;0.4988310312754779;0.9999964218042434;True;True
D02;IRRIG;525;12;0.9441371335433304;0.5534462555135076;0.9999964218042434;True;True
D02;IRRIG;526;12;0.9464957310857777;0.5864514026977988;0.9999964218042434;True;True
D02;IRRIG;527;12;0.9487732137154423;0.6191241014796665;0.9999964218042434;True;True
D02;IRRIG;528;12;0.9518334420956235;0.6639255770842774;0.9999964218042434;True;True
D02;IRRIG;529;12;0.9547663752462887;0.7073330560049655;0.9999964218042434;True;True
D02;IRRIG;530;12;0.9563415158453059;0.7306133742251555;0.9999964218042434;True;True
D02;IRRIG;531;12;0.9593189131836456;0.7740635328459807;0.9999964218042434;True;True
D02;IRRIG;532;12;0.963036743264096;0.8261431166841184;0.9999964218042434;True;True
D02;IRRIG;533;12;0.9659254602026626;0.8638072520747826;0.9999964218042434;True;True
D02;IRRIG;534;12;0.9682664484923855;0.8918205099496768;0.9999964218042434;True;True
D02;IRRIG;535;12;0.9703062156809761;0.9139859938836583;0.9999964218042434;True;True
D02;IRRIG;536;12;0.9720854037074284;0.9313745741913477;0.9999964218042434;True;True
D02;IRRIG;537;12;0.9736725707613657;0.9452190831349575;0.9999964218042434;True;True
D02;IRRIG;538;12;0.9750776706201976;0.9560919797105892;0.9999964218042434;True;True
D02;IRRIG;539;12;0.9761729053138455;0.9636410341599779;0.9999964218042434;True;True
D02;IRRIG;540;12;0.977006216354279;0.968836379585539;0.9999964218042434;True;True
D02;IRRIG;541;12;0.9777128496123737;0.9728714661766994;0.9999964218042434;True;True
D02;IRRIG;542;12;0.9784010651173092;0.9764774547812294;0.9999964218042434;True;True
D02;IRRIG;543;12;0.9789430685788316;0.9790952939253625;0.9999964218042434;True;True
D02;IRRIG;544;12;0.9793853110075089;0.9810885915803779;0.9999964218042434;True;True
D02;IRRIG;545;12;0.9799098345309707;0.9832894557411413;0.9999964218042434;True;True
D02;IRRIG;546;12;0.9803624319576316;0.985048961127539;0.9999964218042434;True;True
D02;IRRIG;547;12;0.9807362919229956;0.9864070161814587;0.9999964218042434;True;True
D02;IRRIG;548;12;0.9810388687567361;0.9874442931421529;0.9999964218042434;True;True
D02;IRRIG;549;12;0.9812389024520776;0.9881002043587219;0.9999964218042434;True;True
D02;IRRIG;550;12;0.9813545058447238;0.9884685875666578;0.9999964218042434;True;True
D02;IRRIG;551;12;0.9814203897893201;0.9886750648228626;0.9999964218042434;True;True
D02;IRRIG;552;12;0.9814221635168032;0.9886805889341655;0.9999964218042434;True;True
D02;IRRIG;553;12;0.981346958959721;0.9884447755911313;0.9999964218042434;True;True
D02;IRRIG;554;12;0.9812370564187277;0.9880942585873709;0.9999964218042434;True;True
D02;IRRIG;555;12;0.9810464450652551;0.9874695656607337;0.9999964218042434;True;True
D02;IRRIG;556;12;0.9806706161642594;0.9861746074521203;0.9999964218042434;True;True
D02;IRRIG;557;12;0.9802671176225939;0.9846890163357649;0.9999964218042434;True;True
D02;IRRIG;558;12;0.9797641859128284;0.9826958980077274;0.9999964218042434;True;True
D02;IRRIG;559;12;0.9790615846102703;0.9796419634679681;0.9999964218042434;True;True
D02;IRRIG;560;12;0.9780793959959135;0.974831565371241;0.9999964218042434;True;True
D02;IRRIG;561;12;0.9768158038596185;0.9676910062835381;0.9999964218042434;True;True
D02;IRRIG;562;12;0.9752431692063674;0.9572850778045299;0.9999964218042434;True;True
D02;IRRIG;563;12;0.9732739996434202;0.9418958082956362;0.9999964218042434;True;True
D02;IRRIG;564;12;0.9706893620791432;0.9178905050743853;0.9999964218042434;True;True
D02;IRRIG;565;12;0.9684850726225681;0.8943023564444925;0.9999964218042434;True;True
D02;IRRIG;566;12;0.9673201080710138;0.8808033133337525;0.9999964218042434;True;True
D02;IRRIG;567;12;0.966077474092303;0.865701102781701;0.9999964218042434;True;True
D02;IRRIG;568;12;0.9643746926574357;0.8439603141435326;0.9999964218042434;True;True
D02;IRRIG;569;12;0.9622534727327244;0.815454110131417;0.9999964218042434;True;True
D02;IRRIG;570;12;0.9600254435121718;0.7841931356478178;0.9999964218042434;True;True
D02;IRRIG;571;12;0.958841377367703;0.7671696676252147;0.9999964218042434;True;True
D02;IRRIG;572;12;0.9579260567572663;0.7538644762269359;0.9999964218042434;True;True
D02;IRRIG;573;12;0.9563785498887302;0.7311591972002698;0.9999964218042434;True;True
D02;IRRIG;574;12;0.9540435569869045;0.6966259625125362;0.9999964218042434;True;True
D02;IRRIG;575;12;0.9519464207682942;0.6655930011300241;0.9999964218042434;True;True
D02;IRRIG;576;12;0.9495884896395239;0.6309762717805416;0.9999964218042434;True;True
D02;IRRIG;577;12;0.9468093016231298;0.590907021316657;0.9999964218042434;True;True
D02;IRRIG;578;12;0.943553330109338;0.54542721011843;0.9999964218042434;True;True
D02;IRRIG;579;12;0.9397944063115365;0.49541310859156784;0.9999964218042434;True;True
D02;IRRIG;580;12;0.9357780235966138;0.4453854465062462;0.9999964218042434;True;True
D02;IRRIG;581;12;0.9316357548678222;0.3977731191635591;0.9999964218042434;True;True
D02;IRRIG;582;12;0.9274617264277881;0.35398318626599634;0.9999964218042434;True;True
D02;IRRIG;583;12;0.9237481058112722;0.3185096140102073;0.9999964218042434;True;True
D02;IRRIG;584;12;0.9205030924213796;0.2901065034989808;0.9999964218042434;True;True
D02;IRRIG;585;12;0.9171600943550999;0.26325794121556223;0.9999964218042434;True;True
D02;IRRIG;586;12;0.9136712405351642;0.2377024950862348;0.9999964218042434;True;True
D02;IRRIG;587;12;0.9100872575176953;0.21389790722890972;0.9999964218042434;True;True
D02;IRRIG;588;12;0.9064371382210481;0.19201217765867584;0.9999964218042434;True;True
D02;IRRIG;589;12;0.9029663054453115;0.17323027123030293;0.9999964218042434;True;True
D02;IRRIG;590;12;0.9000461772855206;0.15883721597097927;0.9999964218042434;True;True
D02;IRRIG;591;12;0.8988697030347026;0.15337911395534065;0.9999964218042434;True;True
D02;IRRIG;592;12;0.8976697106360824;0.14800416503836733;0.9999964218042434;True;True
D02;IRRIG;593;12;0.8966997891935322;0.14379741241908772;0.9999964218042434;True;True
D02;IRRIG;594;12;0.8957233614539775;0.13968324416085237;0.9999964218042434;True;True
D02;IRRIG;595;12;0.8948500843872146;0.1361037511409524;0.9999964218042434;True;True
D02;IRRIG;596;12;0.8939718336382336;0.13259677549461774;0.9999964218042434;True;True
D02;IRRIG;597;12;0.8929949221662701;0.12880254161078797;0.9999964218042434;True;True
D02;IRRIG;598;12;0.8918670257184934;0.12455781786806491;0.9999964218042434;True;True
D02;IRRIG;599;12;0.8907361961285818;0.12044389432534719;0.9999964218042434;True;True
D02;IRRIG;600;12;0.8889612653521718;0.11426237546019635;0.9999964218042434;True;True
D02;IRRIG;601;12;0.8867957551479894;0.10715497900529725;0.9999964218042434;True;True
D02;IRRIG;602;12;0.884261185363348;0.09940587149247265;0.9999964218042434;True;True
D02;IRRIG;603;12;0.8812995565735721;0.09107315188341736;0.9999964218042434;True;True
D02;IRRIG;604;12;0.8780156930300875;0.08266792018740127;0.9999964218042434;True;True
D02;IRRIG;605;12;0.8747203221157142;0.07503479812309116;0.9999964218042434;True;True
D02;IRRIG;606;12;0.8712656561857562;0.06781185664999884;0.9999964218042434;True;True
D02;IRRIG;607;12;0.86890873479375;0.06330120820841478;0.9999964218042434;True;True
D02;IRRIG;608;12;0.8668936548695035;0.05969241069601535;0.9999964218042434;True;True
D02;IRRIG;609;12;0.8663368698374679;0.05873352968471558;0.9999964218042434;True;True
D02;IRRIG;610;12;0.8686055278355553;0.06274400174812338;0.9999964218042434;True;True
D02;IRRIG;611;12;0.8719426974438692;0.06916835459148121;0.9999964218042434;True;True
D02;IRRIG;612;12;0.8752478635937847;0.07620598852250464;0.9999964218042434;True;True
D02;IRRIG;613;12;0.8796441066489191;0.08673128601155078;0.9999964218042434;True;True
D02;IRRIG;614;12;0.8844516764524828;0.09996784857138485;0.9999964218042434;True;True
D02;IRRIG;615;12;0.8889094181866363;0.11408672813153053;0.9999964218042434;True;True
D02;IRRIG;616;12;0.8928940548823067;0.12841706682601867;0.9999964218042434;True;True
D02;IRRIG;617;12;0.8971162087354018;0.1455886730850084;0.9999964218042434;True;True
D02;IRRIG;618;12;0.9009407664502025;0.16311615774741162;0.9999964218042434;True;True
D02;IRRIG;619;12;0.9044070808902837;0.18079776723806035;0.9999964218042434;True;True
D02;IRRIG;620;12;0.9074170131462589;0.1976648329681992;0.9999964218042434;True;True
D02;IRRIG;621;12;0.9098760057194918;0.21256825895054132;0.9999964218042434;True;True
D02;IRRIG;622;12;0.9119457574808019;0.22594356173295455;0.9999964218042434;True;True
D02;IRRIG;623;12;0.9136753028976039;0.23773085037369185;0.9999964218042434;True;True
D02;IRRIG;624;12;0.9148552669261266;0.24610312896023145;0.9999964218042434;True;True
D02;IRRIG;625;12;0.9158586922696903;0.25343946955342667;0.9999964218042434;True;True
D02;IRRIG;626;12;0.9168272985503129;0.2607141179314126;0.9999964218042434;True;True
D02;IRRIG;627;12;0.9174092171383629;0.2651771861381681;0.9999964218042434;True;True
D02;IRRIG;628;12;0.9178203647375986;0.26837293507553117;0.9999964218042434;True;True
D02;IRRIG;629;12;0.9182996274861798;0.2721428618643291;0.9999964218042434;True;True
D02;IRRIG;630;12;0.9187599994732288;0.2758099053370643;0.9999964218042434;True;True
D02;IRRIG;631;12;0.9195035225044524;0.2818278785469535;0.9999964218042434;True;True
D02;IRRIG;632;12;0.9208804668517916;0.29328877815409204;0.9999964218042434;True;True
D02;IRRIG;633;12;0.9227393434708694;0.3094259644020425;0.9999964218042434;True;True
D02;IRRIG;634;12;0.9250981711671771;0.33103261901463277;0.9999964218042434;True;True
D02;IRRIG;635;12;0.9279715911407205;0.35910769207251053;0.9999964218042434;True;True
D02;IRRIG;636;12;0.9314865703197492;0.3961355493942434;0.9999964218042434;True;True
D02;IRRIG;637;12;0.9352606837456732;0.4392142696061202;0.9999964218042434;True;True
D02;IRRIG;638;12;0.9394546280328531;0.491039202365898;0.9999964218042434;True;True
D02;IRRIG;639;12;0.9441744909190315;0.5539615286642423;0.9999964218042434;True;True
D02;IRRIG;640;12;0.9486968831667157;0.6180182252876338;0.9999964218042434;True;True
D02;IRRIG;641;12;0.9529415839866234;0.6803047653272262;0.9999964218042434;True;True
D02;IRRIG;642;12;0.957962783927111;0.7544004091452736;0.9999964218042434;True;True
D02;IRRIG;643;12;0.9624641768621144;0.8183467743646797;0.9999964218042434;True;True
D02;IRRIG;644;12;0.9662075170717113;0.8673134730122083;0.9999964218042434;True;True
D02;IRRIG;645;12;0.9691482136203721;0.9016784769575223;0.9999964218042434;True;True
D02;IRRIG;646;12;0.9715214792438648;0.9260707436304051;0.9999964218042434;True;True
D02;IRRIG;647;12;0.9733065182523686;0.9421708498993714;0.9999964218042434;True;True
D02;IRRIG;648;12;0.9746380140987088;0.9528323523708847;0.9999964218042434;True;True
D02;IRRIG;649;12;0.9758411354819566;0.9614406086795143;0.9999964218042434;True;True
D02;IRRIG;650;12;0.9767003988023257;0.9669847867094463;0.9999964218042434;True;True
D02;IRRIG;651;12;0.9772572375468349;0.9703086015932871;0.9999964218042434;True;True
D02;IRRIG;652;12;0.9776486385095785;0.9725187783818907;0.9999964218042434;True;True
D02;IRRIG;653;12;0.9779067240182509;0.9739194684289171;0.9999964218042434;True;True
D02;IRRIG;654;12;0.9780649683642026;0.9747561213541255;0.9999964218042434;True;True
D02;IRRIG;655;12;0.9780971132152686;0.9749240201606978;0.9999964218042434;True;True
D02;IRRIG;656;12;0.9780076112352839;0.9744548121054646;0.9999964218042434;True;True
D02;IRRIG;657;12;0.9784168450948852;0.9765564201870978;0.9999964218042434;True;True
D02;IRRIG;658;12;0.9788375646755272;0.9786009033338684;0.9999964218042434;True;True
D02;IRRIG;659;12;0.9791634881697456;0.9801046758694757;0.9999964218042434;True;True
D02;IRRIG;660;12;0.9793524097384781;0.9809446657081399;0.9999964218042434;True;True
D02;IRRIG;661;12;0.9794028228456558;0.9811649120051312;0.9999964218042434;True;True
D02;IRRIG;662;12;0.9793503026279069;0.9809354243928626;0.9999964218042434;True;True
D02;IRRIG;663;12;0.979293107981867;0.9806834855689904;0.9999964218042434;True;True
D02;IRRIG;664;12;0.9791782746497713;0.9801712551267626;0.9999964218042434;True;True
D02;IRRIG;665;12;0.979032638307602;0.9795092925060666;0.9999964218042434;True;True
D02;IRRIG;666;12;0.9788228673336785;0.9785314515834199;0.9999964218042434;True;True
D02;IRRIG;667;12;0.9786046259064263;0.9774834087940597;0.9999964218042434;True;True
D02;IRRIG;668;12;0.9783235131348821;0.976086963178401;0.9999964218042434;True;True
D02;IRRIG;669;12;0.9780713200414167;0.9747893523235965;0.9999964218042434;True;True
D02;IRRIG;670;12;0.9778068183081808;0.9733825846644392;0.9999964218042434;True;True
D02;IRRIG;671;12;0.9774497250684291;0.9714085221417881;0.9999964218042434;True;True
D02;IRRIG;672;12;0.9771278119922819;0.9695548827554141;0.9999964218042434;True;True
D02;IRRIG;673;12;0.9767695226126197;0.9674088800930292;0.9999964218042434;True;True
D02;IRRIG;674;12;0.9763765704489015;0.9649545789825907;0.9999964218042434;True;True
D02;IRRIG;675;12;0.9757958859091191;0.9611346726460358;0.9999964218042434;True;True
D02;IRRIG;676;12;0.9750508445485121;0.9558968373325238;0.9999964218042434;True;True
D02;IRRIG;677;12;0.9740641275509555;0.94838176716353;0.9999964218042434;True;True
D02;IRRIG;678;12;0.972973189379873;0.9393189121953716;0.9999964218042434;True;True
D02;IRRIG;679;12;0.971697214295616;0.9277446706428056;0.9999964218042434;True;True
D02;IRRIG;680;12;0.9703200328959883;0.9141282812144472;0.9999964218042434;True;True
D02;IRRIG;681;12;0.9688182362025566;0.8980370624240208;0.9999964218042434;True;True
D02;IRRIG;682;12;0.9673425189106852;0.8810692220374288;0.9999964218042434;True;True
D02;IRRIG;683;12;0.965800033390258;0.8622373662471373;0.9999964218042434;True;True
D02;IRRIG;684;12;0.9641885419216744;0.8415174322256631;0.9999964218042434;True;True
D02;IRRIG;685;12;0.9628144398279627;0.8231275484223779;0.9999964218042434;True;True
D02;IRRIG;686;12;0.9617445954232632;0.8084186035597979;0.9999964218042434;True;True
D02;IRRIG;687;12;0.9593421563472958;0.7743981502442319;0.9999964218042434;True;True
D02;IRRIG;688;12;0.9542947439268004;0.7003473646022379;0.9999964218042434;True;True
D02;IRRIG;689;12;0.9489269009284274;0.6213527586139906;0.9999964218042434;True;True
D02;IRRIG;690;12;0.9376576540451828;0.46833689944308055;0.9999964218042434;True;True
D02;IRRIG;691;12;0.9215755708364075;0.2992327181801249;0.9999964218042434;True;True
D02;IRRIG;692;12;0.8955664578914296;0.13903321959933262;0.9999964218042434;True;True
D02;IRRIG;693;12;0.881508035490816;0.09163556311172749;0.9999964218042434;True;True
D02;IRRIG;694;12;0.8921649078253927;0.12566495083658175;0.9999964218042434;True;True
D02;IRRIG;695;12;0.9243336376233636;0.3238891392374019;0.9999964218042434;True;True
D02;IRRIG;696;12;0.9474776193537997;0.600451233636868;0.9999964218042434;True;True
D02;IRRIG;697;12;0.9651039013376411;0.85340853023955;0.9999964218042434;True;True
D02;IRRIG;698;12;0.97577006369004;0.9609594604040784;0.9999964218042434;True;True
D02;IRRIG;699;12;0.980959465341435;0.9871773766421532;0.9999964218042434;True;True
D02;IRRIG;700;12;0.9787796874427288;0.9783265845637685;0.9999964218042434;True;True
D02;IRRIG;701;12;0.9759913802195068;0.9624464014632125;0.9999964218042434;True;True
D02;IRRIG;702;12;0.9723398715715511;0.9337029111159811;0.9999964218042434;True;True
D02;IRRIG;703;12;0.9690971111061711;0.9011183440496124;0.9999964218042434;True;True
D02;IRRIG;704;12;0.9657978818828047;0.8622103804018943;0.9999964218042434;True;True
D02;IRRIG;705;12;0.9636307963131043;0.8341266841284665;0.9999964218042434;True;True
D02;IRRIG;706;12;0.9622313385023369;0.8151495283493606;0.9999964218042434;True;True
D02;IRRIG;707;12;0.9607801328486534;0.7949080492118186;0.9999964218042434;True;True
D02;IRRIG;708;12;0.9593443779102495;0.7744301280275192;0.9999964218042434;True;True
D02;IRRIG;709;12;0.9580908564055378;0.7562680169826993;0.9999964218042434;True;True
D02;IRRIG;710;12;0.957033341442152;0.7407929716423933;0.9999964218042434;True;True
D02;IRRIG;711;12;0.9561681686621242;0.7280573206026545;0.9999964218042434;True;True
D02;IRRIG;712;12;0.9554702830980109;0.7177497103528528;0.9999964218042434;True;True
D02;IRRIG;713;12;0.9549987360367514;0.7107732197759151;0.9999964218042434;True;True
D02;IRRIG;714;12;0.9547518904311694;0.7071185638753994;0.9999964218042434;True;True
D02;IRRIG;715;12;0.9546823886013386;0.706089318430911;0.9999964218042434;True;True
D02;IRRIG;716;12;0.9547504157988171;0.7070967271793103;0.9999964218042434;True;True
