grupo;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
todas;696;1924;0.9980101932562663;0.01824174547311133;0.020104148288743334;False;False
todas;697;1924;0.9978064604791094;0.009664904789058838;0.011098947212967343;False;False
todas;698;1924;0.996232596210996;0.00010240881711575785;0.00014750033982051922;False;False
todas;699;1924;0.9934642792883063;1.5908005630904697e-07;3.247331049686418e-07;False;False
todas;700;1924;0.9902094373081789;4.154055130369874e-10;1.1639299279219414e-09;False;False
todas;701;1924;0.98681599907997;2.6963243000144094e-12;1.543593455595288e-11;False;False
todas;702;1924;0.9840967396675587;8.457065709960342e-14;7.079772151481087e-13;False;False
todas;703;1924;0.982110595839362;8.592925928633768e-15;8.121700958353852e-14;False;False
todas;704;1924;0.9809189588037195;2.364662878326901e-15;2.6944019796935965e-14;False;False
todas;705;1924;0.9805758455286709;1.6476888041880854e-15;2.111758936903656e-14;False;False
todas;706;1924;0.9808565150812453;2.2134644930019836e-15;2.550458244464645e-14;False;False
todas;707;1924;0.9814789926647884;4.305854283360123e-15;4.2663319493582664e-14;False;False
todas;708;1924;0.9823808930179025;1.1608202382683287e-14;1.0676422908916334e-13;False;False
todas;709;1924;0.9834426353157374;3.9029260264446786e-14;3.377595476893686e-13;False;False
todas;710;1924;0.9845788029849907;1.5158898308792151e-13;1.23376589013225e-12;False;False
todas;711;1924;0.9856892021742281;6.096989191780046e-13;4.168308277446958e-12;False;False
todas;712;1924;0.9867881471689848;2.596508191424687e-12;1.500123464961136e-11;False;False
todas;713;1924;0.987844352980468;1.1269543763387093e-11;5.778458564676732e-11;False;False
todas;714;1924;0.9888226500700541;4.72738963221856e-11;1.901152183466719e-10;False;False
todas;715;1924;0.9897095903601677;1.8592393592844274e-10;5.939719510735764e-10;False;False
todas;716;1924;0.9905035141266822;6.7446120753574e-10;1.8518339178792542e-09;False;False
todas;717;1924;0.9912028750486123;2.2168081853401114e-09;5.6550666519061796e-09;False;False
todas;718;1924;0.9918234391184033;6.682760645370721e-09;1.6012081873429145e-08;False;False
todas;719;1924;0.9923695169536004;1.83801418879413e-08;4.188630112463067e-08;False;False
todas;720;1924;0.9928860636455121;4.973330647502138e-08;1.086294053038007e-07;False;False
todas;721;1924;0.9933683424779706;1.3067818021292698e-07;2.723790118056029e-07;False;False
todas;722;1924;0.9937997993052691;3.204099238796962e-07;6.090461111003307e-07;False;False
