n_componentes;balanced_accuracy_cv;desvio_cv
1;0.6875;0.13975424859373686
2;0.71875;0.22316963839196408
3;0.734375;0.23541436208311506
4;0.75;0.2209708691207961
5;0.734375;0.23541436208311506
6;0.6875;0.2072890493972125
7;0.703125;0.19452968121857395
8;0.734375;0.16755945773068137
9;0.78125;0.13621559198564606
10;0.78125;0.13621559198564606
