amostras;datas;representantes_spearman;bandas_apos_filtro;componentes;r2_ajuste;rmse_ajuste;r2_cv_bloco;rmse_cv_bloco
168;7;216;6;5;0.37334248713508467;2.0882680729386887;0.3314026993809328;2.157016328860655
