componentes;r2_cv_bloco;rmse_cv_bloco
1;0.17790213502496466;2.391844179940372
2;0.2947770892442285;2.2153090913639324
3;0.30757856135361006;2.195110445366176
4;0.3274992188245691;2.163303833741686
5;0.3314026993809328;2.157016328860655
6;0.3111665426890039;2.189415759768124
