fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;1.004438097806731
1;1;1;1.024158358637223
1;1;1;0.8967909858692966
1;0;0;0.23316880457229056
1;0;0;0.2511567479205633
1;0;0;0.25021753342963826
1;1;1;1.1444040270534792
1;1;1;1.1275969884336974
1;0;0;-0.15034307958176352
1;0;0;-0.09871716551253662
1;0;0;-0.018505568965415553
1;1;1;0.945669388161818
1;1;0;0.3952431470561479
1;1;0;0.39335312885904006
1;0;0;0.24203874398459013
1;0;0;0.473462563545977
2;0;0;0.08088806115205627
2;0;0;0.030519585019555984
2;0;0;0.16632943022342045
2;1;1;0.8786662092164377
2;1;1;0.8072387757943358
2;0;0;0.24420248428692987
2;0;0;0.3149158675885766
2;0;0;0.25900638450985125
2;1;0;0.34128935374072844
2;1;1;0.8204983836602584
2;0;0;0.3103902853498224
2;0;1;0.626585396466992
2;1;1;0.8660753847386067
2;1;1;1.026433345897665
2;1;1;1.1182158997886247
2;1;1;1.1200438952045282
3;0;0;-0.11259841041036966
3;1;1;1.0561875255474558
3;1;1;0.8678619620970984
3;0;0;0.27943028527047953
3;0;0;0.1633583431389672
3;1;0;0.47792637455323156
3;1;1;1.1158671620957201
3;0;0;0.34118420858839116
3;0;0;0.2187085702761455
3;0;0;0.18858865863750324
3;1;1;0.8826836824521069
3;1;0;0.4008122321830607
3;1;0;0.39354693084035225
3;0;0;0.2630860779720404
3;0;0;0.4537605132003546
3;1;1;0.9296448636892714
4;0;0;-0.03592213366837582
4;0;0;-0.14891307435879853
4;0;0;0.14156405820249934
4;0;0;0.22040030838805158
4;1;1;0.891846466230461
4;1;0;0.23251541690160615
4;1;0;0.21735776273633378
4;1;1;1.1338586575920075
4;0;0;-0.07374046473667517
4;0;0;0.2446537186164427
4;1;1;0.9405159219768671
4;0;0;0.23226191910556293
4;0;0;0.4962630300534646
4;1;1;0.9535563064225658
4;1;1;1.012844874239818
4;1;1;1.0368516527747977
