n_componentes;balanced_accuracy_cv;desvio_cv
1;0.5625;0.10825317547305482
2;0.625;0.21650635094610965
3;0.625;0.21650635094610965
4;0.734375;0.23541436208311506
5;0.75;0.25
6;0.75;0.25
7;0.71875;0.22316963839196408
8;0.75;0.25
9;0.75;0.25
10;0.6875;0.2072890493972125
