seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;144;48;0.9791666666666666;0.9787234042553191;0.9583333333333334;1.0
42;2;144;48;0.9375;0.9333333333333333;0.875;0.9887152777777778
42;3;144;48;0.9791666666666666;0.9787234042553191;0.9583333333333334;1.0
42;4;144;48;1.0;1.0;1.0;1.0
43;1;144;48;0.9583333333333334;0.96;0.9166666666666666;1.0
43;2;144;48;0.9375;0.9387755102040817;0.875;0.9947916666666667
43;3;144;48;0.8958333333333334;0.9019607843137255;0.7916666666666666;0.9513888888888888
43;4;144;48;0.9375;0.9333333333333333;0.875;1.0
44;1;144;48;1.0;1.0;1.0;1.0
44;2;144;48;0.9583333333333334;0.9565217391304348;0.9166666666666666;0.9973958333333334
44;3;144;48;1.0;1.0;1.0;1.0
44;4;144;48;1.0;1.0;1.0;1.0
45;1;144;48;0.9791666666666666;0.9787234042553191;0.9583333333333334;1.0
45;2;144;48;1.0;1.0;1.0;1.0
45;3;144;48;0.9791666666666666;0.9787234042553191;0.9583333333333334;1.0
45;4;144;48;0.9583333333333334;0.9583333333333334;0.9166666666666666;0.9947916666666667
46;1;144;48;1.0;1.0;1.0;1.0
46;2;144;48;1.0;1.0;1.0;1.0
46;3;144;48;0.9583333333333334;0.9565217391304348;0.9166666666666666;0.998263888888889
46;4;144;48;0.9583333333333334;0.96;0.9166666666666666;0.9947916666666666
