executado_em_utc;genotipos;dias;limiares_spearman_abs_rho;comparador_agrupamento;janela_nm;comparador_janela;correlacoes_maximas_aceitas_top;comparador_correlacao_top;distancia_minima_top_nm;comparador_distancia_top;desempate_p_representante;p_isclose_rtol;p_isclose_atol;estagio;turno;alpha_fdr;comparador_fdr;top_k;max_componentes_pls_da;classe_positiva;limiar_predicao_pls_da;validacao;grupo_validacao;natureza_validacao;fonte_estatisticas;sha256_estatisticas;fonte_espectros;sha256_espectros;python;numpy;pandas;scipy;scikit_learn
2026-08-13T10:56:47.376374+00:00;BR16,CD202,EMB48;D02,D03,D04,D05,D06,D09,D10;0.80,0.90,0.95;>;10.0;<;0.80,0.90,0.95;<;10.0;>=;np.isclose;1e-05;1e-08;normalizado;manha;0.05;<;5;10;NIRRIG;0.5;GroupKFold leave-one-block-out;bloco;"diagnostica; selecao supervisionada anterior as dobras";testeDiferencaSignificativa/dataset_gerado/comparacao_estresse.csv;1655357de80624a219475ab81f5a91f6d619bbd6274018ea7165bddfd018ce52;dataset/Unificada13052026_Limpa.csv;59817182aa7f924820246b6238aa8f15975cf6b2e42c3369b77a85f1e87d01e5;3.12.3;2.5.0;3.0.3;1.18.0;1.9.0
