genotipo;dia;limiar_agrupamento_abs_rho;correlacao_maxima_aceita_top;posicao;banda_nm;p_valor;q_fdr;epsilon2;delta_cliff;grupo_spearman;vip_pls_da;significativa;vip_acima_de_1;abs_delta_cliff;rho_abs_max_outro_top;distancia_min_outro_top_nm
BR16;D03;0.95;0.95;3;1351;7.407299726217156e-11;3.412504748200997e-09;0.6678766671836229;-0.947265625;98;1.569993511183127;True;True;0.947265625;0.8461080586080589;13.0
BR16;D03;0.95;0.95;4;1841;0.023256834475639;0.0259097053283735;0.0669228830645161;0.330078125;151;1.3740164671083643;True;True;0.330078125;0.7356684981684979;323.0
BR16;D03;0.95;0.95;5;1518;2.1385881610097023e-10;3.412504748200997e-09;0.6344476969602978;0.923828125;118;1.1869199222274078;True;True;0.923828125;0.8461080586080589;144.0
BR16;D04;0.8;0.8;1;713;3.757708175153691e-09;5.958922853194248e-07;0.5442802031637718;0.857421875;31;1.949852644679841;True;True;0.857421875;0.7318223443223439;309.0
BR16;D04;0.8;0.8;2;1379;5.630269350745034e-09;5.958922853194248e-07;0.5315873138957816;-0.84765625;98;1.93849891439275;True;True;0.84765625;0.7814102564102565;26.0
BR16;D04;0.8;0.8;3;404;4.294830837146e-08;1.7976934789768255e-06;0.4679280397022333;-0.796875;0;1.9148816791012537;True;True;0.796875;0.7389194139194136;309.0
BR16;D04;0.8;0.8;4;1951;5.668857326169108e-06;7.046561439983541e-05;0.3160786290322581;0.66015625;156;1.7603202377860148;True;True;0.66015625;0.7389194139194136;572.0
BR16;D04;0.8;0.8;5;1353;1.635704831930318e-07;3.0778262479716357e-06;0.4261592741935484;-0.76171875;95;1.7351163350013632;True;True;0.76171875;0.7814102564102565;26.0
BR16;D04;0.9;0.9;1;717;7.75604315257066e-09;6.625513501056829e-07;0.5215376861042184;0.83984375;32;1.922600609430121;True;True;0.83984375;0.7546703296703297;313.0
BR16;D04;0.9;0.9;2;1375;1.4594891509357258e-08;9.354413276778668e-07;0.5017175868486352;-0.82421875;99;1.9218412514068306;True;True;0.82421875;0.8931318681318684;14.0
BR16;D04;0.9;0.9;3;404;4.294830837146e-08;1.7976934789768255e-06;0.4679280397022333;-0.796875;0;1.9097602727383127;True;True;0.796875;0.733241758241758;313.0
BR16;D04;0.9;0.9;4;1389;1.7063912624987695e-08;1.0293554351132285e-06;0.4968207196029777;-0.8203125;101;1.8749785772455319;True;True;0.8203125;0.8931318681318684;14.0
