n_componentes;balanced_accuracy_cv;desvio_cv
1;0.5625;0.10825317547305482
2;0.6875;0.1926379375927805
3;0.609375;0.15546678704790937
4;0.796875;0.213668661424646
5;0.703125;0.19452968121857395
6;0.796875;0.20432338797846908
7;0.84375;0.15625
8;0.703125;0.18421603316486868
9;0.75;0.1767766952966369
10;0.75;0.1767766952966369
