seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;144;48;0.8958333333333334;0.9019607843137255;0.7916666666666666;0.8958333333333334
42;2;144;48;0.875;0.8695652173913043;0.75;0.859375
42;3;144;48;0.8125;0.8;0.625;0.8784722222222222
42;4;144;48;0.875;0.8888888888888888;0.75;0.9097222222222222
43;1;144;48;0.8333333333333334;0.8260869565217391;0.6666666666666667;0.8836805555555556
43;2;144;48;0.8541666666666666;0.8679245283018868;0.7083333333333333;0.8663194444444444
43;3;144;48;0.8541666666666666;0.8679245283018868;0.7083333333333333;0.9045138888888888
43;4;144;48;0.875;0.88;0.75;0.8871527777777778
44;1;144;48;0.8958333333333334;0.8936170212765957;0.7916666666666666;0.9357638888888888
44;2;144;48;0.8541666666666666;0.8627450980392157;0.7083333333333333;0.888888888888889
44;3;144;48;0.8541666666666666;0.8627450980392157;0.7083333333333333;0.923611111111111
44;4;144;48;0.6875;0.6666666666666666;0.375;0.7899305555555556
45;1;144;48;0.875;0.8846153846153846;0.75;0.861111111111111
45;2;144;48;0.7916666666666666;0.7619047619047619;0.5833333333333333;0.8177083333333334
45;3;144;48;0.875;0.88;0.75;0.9166666666666666
45;4;144;48;0.8541666666666666;0.8627450980392157;0.7083333333333333;0.923611111111111
46;1;144;48;0.875;0.8846153846153846;0.75;0.9253472222222222
46;2;144;48;0.6875;0.6511627906976745;0.375;0.7847222222222222
46;3;144;48;0.8541666666666666;0.851063829787234;0.7083333333333333;0.8628472222222222
46;4;144;48;0.7291666666666666;0.7450980392156863;0.45833333333333337;0.859375
