seed;fold;dia;classe_real_nirrig;classe_predita_nirrig;score_plsda
42;1;D02;0;0;0.44708668402958024
42;1;D02;1;1;0.5130470474889719
42;1;D02;1;1;0.516157572081252
42;1;D02;0;0;0.4767176189117292
42;1;D02;0;0;0.4697670301710657
42;1;D02;0;0;0.4705605763622685
42;1;D02;0;0;0.47609352503884655
42;1;D02;0;0;0.4732072040950592
42;1;D02;0;0;0.44821935671183527
42;1;D02;1;1;0.5361642214641799
42;1;D02;1;1;0.7193378997996269
42;1;D02;1;1;0.5987503942965596
42;1;D02;1;1;0.6081495822331009
42;1;D02;1;1;0.9118654489708691
42;1;D02;1;1;0.9259266585597619
42;1;D03;0;1;0.5332212563514379
42;1;D03;1;1;1.0780232437640176
42;1;D03;1;1;0.6708508235442272
42;1;D03;0;1;0.6274979569279358
42;1;D03;0;1;0.6279892092374524
42;1;D03;0;0;0.24324310488862688
42;1;D03;0;0;0.16728314962451163
42;1;D03;0;0;0.14588947860683033
42;1;D03;1;1;0.89499083355852
42;1;D03;1;1;0.9187539612446901
42;1;D03;1;1;0.7662213037135908
42;1;D03;1;1;0.7843255494499284
42;1;D04;0;0;0.2692007995092205
42;1;D04;1;1;0.540488992346791
42;1;D04;1;1;0.5465562948393512
42;1;D04;1;1;0.5805718912858527
42;1;D04;1;1;0.5839292352601088
42;1;D04;0;1;0.5008804861029379
42;1;D04;0;0;0.07628498861646688
42;1;D04;0;0;0.047928808975717774
42;1;D04;0;0;0.013985834510430006
42;1;D04;0;0;0.0014558424470284548
42;1;D04;1;1;0.5050896564045296
42;1;D04;1;0;0.46908513736277807
42;1;D04;1;0;0.4827050383479067
42;1;D04;0;1;0.6477477862926506
42;1;D04;0;0;0.14840281041764486
42;1;D04;1;1;0.538331212317134
42;1;D04;0;0;-0.1385983025868064
42;1;D04;0;0;0.08061245315920573
42;1;D04;1;0;0.4770213566990185
42;1;D04;1;0;0.44542080969005765
42;1;D05;0;0;-0.5908255205987429
42;1;D05;0;0;-0.574498706461906
42;1;D05;1;1;0.6706629218072662
42;1;D05;1;1;0.6815326757652753
42;1;D05;1;1;0.650749479477983
42;1;D05;0;1;0.6229996721764479
42;1;D05;0;0;0.14099490955086125
42;1;D05;1;1;0.7825560468762449
42;1;D05;0;1;0.6320512726645993
42;1;D05;0;1;0.6357680119010287
42;1;D05;0;0;0.008935683713902798
42;1;D05;0;0;-0.028504286876882
42;1;D05;1;1;1.0128055639833975
42;1;D05;1;1;0.726393667865695
42;1;D05;1;1;0.7731069405755289
42;1;D05;0;0;-0.21528742012764268
42;1;D05;0;0;0.18564571973874283
42;1;D05;1;1;0.8534523155113769
42;1;D05;1;1;0.8809273282155468
42;1;D05;1;1;0.8908961188584357
42;1;D05;1;1;0.9246623697965972
42;1;D06;1;1;0.9005382457482856
42;1;D06;1;1;0.7372169899074003
42;1;D06;1;1;0.7650860923101414
42;1;D06;0;0;-0.053446879933205405
42;1;D06;0;0;-0.1521030862186511
42;1;D06;0;0;-0.18163702987595987
42;1;D06;1;1;0.6796608622063762
42;1;D06;1;1;0.6935263762057574
42;1;D06;1;1;0.6968316452720522
42;1;D06;1;1;0.9208322657476314
42;1;D06;1;1;0.9344571026076649
42;1;D06;0;0;0.12342965455904531
42;1;D06;0;0;0.05392549370292532
42;1;D06;0;0;0.06722241570695581
42;1;D06;0;0;-0.04971331472930507
42;1;D06;0;0;-0.08222777514721757
42;1;D06;0;0;0.0527352856434522
42;1;D06;1;1;1.2679620274408538
42;1;D06;1;1;1.2935167102624905
42;1;D09;0;0;0.287796997839242
42;1;D09;0;0;0.30822731295272776
42;1;D09;0;0;0.14369270216755375
42;1;D09;0;0;0.16699723107946085
42;1;D09;0;1;0.6518310992998303
42;1;D09;0;0;0.37343727740626587
42;1;D09;1;1;0.6989911041727209
42;1;D09;1;1;0.5697153199038669
42;1;D09;0;0;0.08421409480406172
42;1;D09;0;0;0.14710421500074672
42;1;D09;1;1;0.695228394449702
42;1;D09;1;1;0.7267815595358514
42;1;D09;1;1;0.7816044756591263
42;1;D10;0;0;0.42854037193387623
42;1;D10;0;1;0.5485783259593389
42;1;D10;1;1;0.557294297696578
42;1;D10;1;1;0.5556709234101751
42;1;D10;0;1;0.5928610329499029
42;1;D10;0;1;0.6065670055900305
42;1;D10;1;0;0.40654223803532685
42;1;D10;1;1;0.6370515237354684
42;1;D10;1;0;0.14715977702645644
42;1;D10;0;1;0.5014901720520589
42;1;D10;0;0;0.22368613139029714
42;1;D10;1;1;0.5345933276737124
42;2;D02;0;0;0.4480735415268593
42;2;D02;0;0;0.36074544411935494
42;2;D02;0;0;0.36377828342010965
42;2;D02;1;1;0.5579847026484578
42;2;D02;1;1;0.683121508669618
42;2;D02;1;0;0.46716616566980457
42;2;D02;1;0;0.4711501351816985
42;2;D02;1;0;0.48050692371763903
42;2;D02;1;0;0.4878501430699594
42;2;D02;1;0;0.49165402548762277
42;2;D02;0;0;0.4447257652550115
42;2;D02;0;0;0.4224012688124911
42;2;D02;0;0;0.4223177001099817
42;2;D02;0;0;0.3999385082288441
42;2;D02;1;0;0.45385885628696504
42;2;D02;1;0;0.4584174519406643
42;2;D02;1;1;0.6112546700276077
42;2;D02;1;1;0.6248575232767863
42;2;D02;0;1;0.5336574936830123
42;2;D02;0;1;0.5093370847088162
42;2;D02;0;0;0.49976021765005346
42;2;D02;0;0;0.4923473328981554
42;2;D02;1;1;0.9642464048328576
42;2;D02;1;1;0.9822587729186465
42;2;D03;0;1;0.5135042557314236
42;2;D03;0;1;0.519291091124795
42;2;D03;1;1;1.3131067145588124
42;2;D03;1;1;1.33484642613041
42;2;D03;1;1;1.120025806119238
42;2;D03;1;1;1.1637580594427561
42;2;D03;0;1;0.7381002252455928
42;2;D03;0;1;0.7530029412961099
42;2;D03;1;1;0.692682251717487
42;2;D03;1;1;0.9022987075925353
42;2;D03;1;1;0.9370933887646475
42;2;D03;0;0;0.25844160940658856
42;2;D03;0;0;0.18889633023186037
42;2;D03;0;1;0.6430302877268641
42;2;D03;1;1;0.8143084259056284
42;2;D03;1;1;0.8363693511774908
42;2;D03;1;1;0.6519625005987504
42;2;D03;0;0;0.3098312826081555
42;2;D03;1;1;0.7404054646940552
42;2;D04;0;0;0.2683140855428081
42;2;D04;0;0;0.008444719956139879
42;2;D04;0;0;0.007099790714243381
42;2;D04;0;0;-0.003999045330427609
42;2;D04;1;1;0.5734277102875565
42;2;D04;1;1;0.6466845694816805
42;2;D04;1;1;0.5114084502582799
42;2;D04;0;0;0.2269478190737601
42;2;D04;1;0;0.4895245161321715
42;2;D04;1;1;0.6171474775218551
42;2;D04;0;0;-0.033276581814581596
42;2;D04;1;0;0.39067180707251137
42;2;D04;1;1;0.5964716886614067
42;2;D04;1;1;0.6007670735964858
42;2;D05;0;0;-0.5037183863939503
42;2;D05;0;0;-0.1598141492870222
42;2;D05;0;0;-0.2159044196043618
42;2;D05;1;1;0.6521741327092028
42;2;D05;1;1;0.6702164053068856
42;2;D05;0;1;0.7766319601749626
42;2;D05;0;0;0.12989982768469355
42;2;D05;1;1;0.9542586037208824
42;2;D05;1;1;0.9531382929569442
42;2;D05;1;1;0.7225109805753165
42;2;D05;1;1;1.0213273592073173
42;2;D05;1;1;0.7669367463571937
42;2;D05;1;1;0.9300029999210456
42;2;D06;0;0;0.012284525083964937
42;2;D06;0;0;0.1964335859934066
42;2;D06;0;0;0.1534640322934221
42;2;D06;1;1;0.9113546708295371
42;2;D06;1;1;0.9273200913594837
42;2;D06;1;1;0.787781814412537
42;2;D06;0;0;-0.15499498539894363
42;2;D06;1;1;0.9191579189059162
42;2;D06;0;0;0.08436233425287237
42;2;D06;0;0;0.0029060171945398117
42;2;D06;1;1;0.8955750260848587
42;2;D06;1;1;0.9671135874258049
42;2;D09;0;0;0.34702043792174686
42;2;D09;0;0;0.3748045723492319
42;2;D09;0;1;0.6743182053064796
42;2;D09;0;1;0.6716190855224424
42;2;D09;1;1;1.045691434875477
42;2;D09;0;0;0.16162306638598356
42;2;D09;0;0;0.09686897997450411
42;2;D09;1;1;0.7776255132168434
42;2;D09;0;0;0.15967225097176813
42;2;D09;0;0;0.4095520652536382
42;2;D09;0;0;0.42568014844334484
42;2;D09;0;0;0.1796167124076563
42;2;D09;0;0;0.11982803310863854
42;2;D09;1;1;0.8257983962622784
42;2;D10;0;1;0.5204676821765108
42;2;D10;1;1;0.56529477323344
42;2;D10;1;1;0.5870250262662431
42;2;D10;0;0;-0.04258385082998284
42;2;D10;1;1;0.6269673244553937
42;2;D10;1;1;0.6203084254060685
42;2;D10;0;0;0.11826624495967542
42;2;D10;0;0;0.08154367772994348
42;2;D10;0;1;0.5674025666067574
42;2;D10;1;1;0.6299384245600854
42;2;D10;0;1;0.5696405952240227
42;2;D10;0;1;0.572406667492378
42;2;D10;0;0;0.09454738804837459
42;2;D10;0;0;0.014796477770756489
42;2;D10;1;1;0.5188359758596404
42;2;D10;1;1;0.5490420536060956
42;3;D02;0;0;0.4646878120999329
42;3;D02;0;0;0.46586197861922996
42;3;D02;0;0;0.3596537892787147
42;3;D02;1;1;0.6171510139138596
42;3;D02;1;0;0.44450245096398694
42;3;D02;1;0;0.4447484876745786
42;3;D02;0;0;0.4457845781150015
42;3;D02;1;1;0.5394467636355244
42;3;D02;1;1;0.7137048789535818
42;3;D02;0;1;0.5756673037065516
42;3;D02;0;1;0.5738418540741067
42;3;D03;0;1;0.5163127915905613
42;3;D03;0;1;0.5015699512569455
42;3;D03;0;1;0.5133970136786435
42;3;D03;1;1;1.2802106024368194
42;3;D03;0;1;0.6428740722498304
42;3;D03;0;1;0.6158920362367755
42;3;D03;0;1;0.6567100134286785
42;3;D03;0;1;0.6734798259809877
42;3;D03;1;1;0.7038286358659078
42;3;D03;1;1;0.9353939723180624
42;3;D03;0;0;0.2454093937010649
42;3;D03;0;0;0.15735117018561678
42;3;D03;0;1;0.6398790895903271
42;3;D03;1;1;0.8218242334837162
42;3;D03;1;1;0.8208876470279804
42;3;D03;1;1;0.7160668772629502
42;3;D03;1;1;0.7224125365046643
42;3;D03;1;1;0.9149937177610221
42;3;D04;0;0;0.28236216593285113
42;3;D04;0;0;0.04366033912120992
42;3;D04;1;1;0.5467787387614118
42;3;D04;0;1;0.5018430285970076
42;3;D04;0;1;0.5098723852487188
42;3;D04;1;1;0.5226430017012492
42;3;D04;0;1;0.649058180355745
42;3;D04;0;1;0.650733420627581
42;3;D04;1;1;0.5233716251283601
42;3;D04;1;1;0.6740062552851747
42;3;D04;1;1;0.6899587900879051
42;3;D04;0;0;0.050982960391053656
42;3;D04;0;0;-0.08339662790261515
42;3;D04;0;0;0.24237873906729424
42;3;D04;0;0;0.1315752711302045
42;3;D04;1;1;0.6139739222566925
42;3;D05;0;0;-0.04906025130047453
42;3;D05;0;0;-0.12482347343556566
42;3;D05;1;1;0.6695633230401039
42;3;D05;1;1;0.6425494783294912
42;3;D05;0;1;0.6494209368339561
42;3;D05;0;0;0.1265139392726803
42;3;D05;1;1;0.9751426394531955
42;3;D05;0;1;0.6654408877135876
42;3;D05;0;0;-0.05509026495274616
42;3;D05;1;1;0.9945278145085972
42;3;D05;1;1;0.6964053415421426
42;3;D05;1;1;0.7487776142525118
42;3;D05;0;0;-0.14464457053240443
42;3;D05;0;0;-0.2475713223948791
42;3;D05;0;0;0.18726197100841768
42;3;D05;0;0;0.16215156412866344
42;3;D05;0;0;0.13973310489209578
42;3;D05;1;1;0.8047636130835678
42;3;D05;1;1;0.8265974133392417
42;3;D06;0;0;-0.03171484466956154
42;3;D06;1;1;0.7851940010326902
42;3;D06;0;0;-0.10045301315742128
42;3;D06;0;0;-0.15433206592888415
42;3;D06;0;0;-0.17387697813180836
42;3;D06;0;0;-0.18454967215867069
42;3;D06;1;1;0.6876423728711512
42;3;D06;1;1;0.95992458501146
42;3;D06;0;0;0.046216469093516954
