posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1522;0.0;0.0;0.059999999999999984;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
2;1942;0.0;0.0;0.04999999999999999;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
3;2432;0.0;0.0;0.04999999999999999;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
4;763;0.0;0.0;0.039999999999999994;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
5;1902;0.0;0.0;0.039999999999999994;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
6;1952;0.0;0.0;0.039999999999999994;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
7;2412;0.0;0.0;0.039999999999999994;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
8;2449;0.0;0.0;0.039999999999999994;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
9;405;0.0;0.0;0.029999999999999992;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
10;575;0.0;0.0;0.029999999999999992;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
11;743;0.0;0.0;0.029999999999999992;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
12;1502;0.0;0.0;0.029999999999999992;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
13;1532;0.0;0.0;0.029999999999999992;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
14;1972;0.0;0.0;0.029999999999999992;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
15;1992;0.0;0.0;0.029999999999999992;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
16;2402;0.0;0.0;0.029999999999999992;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
17;753;0.0;0.0;0.021729729729729728;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
18;525;0.0;0.0;0.019999999999999997;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
19;545;0.0;0.0;0.019999999999999997;9.926307224638545e-12;4.0636439356753797e-11;0.7313382056451614;-0.990234375;True;0.990234375
20;1432;0.0;0.0;0.019999999999999997;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
21;1442;0.0;0.0;0.019999999999999997;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
22;1452;0.0;0.0;0.019999999999999997;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
23;1472;0.0;0.0;0.019999999999999997;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
24;1962;0.0;0.0;0.019999999999999997;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
25;2012;0.0;0.0;0.019999999999999997;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
26;2032;0.0;0.0;0.019999999999999997;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
27;535;0.0;0.0;0.011185185185185183;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
28;415;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
29;515;0.0;0.0;0.009999999999999998;8.233670499558598e-12;3.5854051368566216e-11;0.7372470145781638;-0.994140625;True;0.994140625
30;565;0.0;0.0;0.009999999999999998;6.824833029737679e-12;3.2858527098572716e-11;0.7431790865384615;-0.998046875;True;0.998046875
31;783;0.0;0.0;0.009999999999999998;1.4396425455681949e-11;5.180187475369065e-11;0.7195903768610422;-0.982421875;True;0.982421875
32;1462;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
33;1482;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
34;1492;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
35;1512;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
36;1882;0.0;0.0;0.009999999999999998;1.089606366552202e-11;4.2730069938787115e-11;0.7283925248138958;0.98828125;True;0.98828125
37;1892;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
38;1922;0.0;0.0;0.009999999999999998;1.089606366552202e-11;4.2730069938787115e-11;0.7283925248138958;0.98828125;True;0.98828125
39;1982;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
40;2022;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
41;2042;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
42;2092;0.0;0.0;0.009999999999999998;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;0.96875;True;0.96875
43;2422;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
44;2442;0.0;0.0;0.009999999999999998;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
45;595;0.0;0.0;0.008814814814814812;7.496890411186199e-12;3.4093397413177154e-11;0.7402101426799007;-0.99609375;True;0.99609375
46;615;0.0;0.0;0.008270270270270268;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;-0.96875;True;0.96875
47;425;0.0;0.0;0.0;7.496890411186199e-12;3.4093397413177154e-11;0.7402101426799007;-0.99609375;True;0.99609375
48;435;0.0;0.0;0.0;1.089606366552202e-11;4.2730069938787115e-11;0.7283925248138958;-0.98828125;True;0.98828125
49;445;0.0;0.0;0.0;1.8991040067982737e-11;6.333434663322373e-11;0.710840570719603;-0.9765625;True;0.9765625
50;455;0.0;0.0;0.0;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;-0.96875;True;0.96875
51;465;0.0;0.0;0.0;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;-0.96875;True;0.96875
52;475;0.0;0.0;0.0;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;-0.96875;True;0.96875
53;485;0.0;0.0;0.0;3.002643730468926e-11;7.835142864111661e-11;0.6963738756203475;-0.966796875;True;0.966796875
54;495;0.0;0.0;0.0;3.289005542750451e-11;8.236569436118648e-11;0.6934979838709678;-0.96484375;True;0.96484375
55;505;0.0;0.0;0.0;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;-0.96875;True;0.96875
56;555;0.0;0.0;0.0;1.3122092862393549e-11;4.805966510851638e-11;0.7225186104218363;-0.984375;True;0.984375
57;585;0.0;0.0;0.0;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;-1.0;True;1.0
58;605;0.0;0.0;0.0;1.1958446412847199e-11;4.4920830755951656e-11;0.725452659739454;-0.986328125;True;0.986328125
59;625;0.0;0.0;0.0;3.289005542750451e-11;8.236569436118648e-11;0.6934979838709678;-0.96484375;True;0.96484375
60;635;0.0;0.0;0.0;3.289005542750451e-11;8.236569436118648e-11;0.6934979838709678;-0.96484375;True;0.96484375
61;645;0.0;0.0;0.0;4.318040235282108e-11;1.0394718923196715e-10;0.6849052031637718;-0.958984375;True;0.958984375
62;655;0.0;0.0;0.0;4.318040235282108e-11;1.0394718923196715e-10;0.6849052031637718;-0.958984375;True;0.958984375
63;665;0.0;0.0;0.0;6.192161239458065e-11;1.4350421132348578e-10;0.6735295828163772;-0.951171875;True;0.951171875
64;675;0.0;0.0;0.0;3.6020412458034424e-11;8.911684674478722e-11;0.690627907878412;-0.962890625;True;0.962890625
65;685;0.0;0.0;0.0;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;-0.96875;True;0.96875
66;695;0.0;0.0;0.0;7.496890411186199e-12;3.4093397413177154e-11;0.7402101426799007;-0.99609375;True;0.99609375
67;704;0.0;0.0;0.0;1.635704831930318e-07;1.988636994836445e-07;0.4261592741935484;-0.76171875;True;0.76171875
68;713;0.0;0.0;0.0;0.1071233992538402;0.1089831804908861;0.0257444168734491;-0.234375;False;0.234375
69;723;0.0;0.0;0.0;0.0069577871797186;0.007288264303168;0.1013521634615384;-0.392578125;True;0.392578125
70;733;0.0;0.0;0.0;1.2626209022091295e-10;2.8056722323195287e-10;0.6510574984491315;-0.935546875;True;0.935546875
71;773;0.0;0.0;0.0;9.926307224638545e-12;4.0636439356753797e-11;0.7313382056451614;-0.990234375;True;0.990234375
72;793;0.0;0.0;0.0;1.7319186503576942e-11;5.960008644100052e-11;0.7137513570099256;-0.978515625;True;0.978515625
73;803;0.0;0.0;0.0;1.8991040067982737e-11;6.333434663322373e-11;0.710840570719603;-0.9765625;True;0.9765625
74;813;0.0;0.0;0.0;2.0820600627050864e-11;6.767520108729209e-11;0.7079356001861042;-0.974609375;True;0.974609375
75;823;0.0;0.0;0.0;2.501220681924586e-11;7.435499361766785e-11;0.7021431063895782;-0.970703125;True;0.970703125
76;833;0.0;0.0;0.0;3.289005542750451e-11;8.236569436118648e-11;0.6934979838709678;-0.96484375;True;0.96484375
77;843;0.0;0.0;0.0;8.099416611918703e-11;1.8560786001167888e-10;0.6650589330024814;-0.9453125;True;0.9453125
78;853;0.0;0.0;0.0;1.9596401375206222e-10;4.2940405150158074e-10;0.6372014578163773;-0.92578125;True;0.92578125
79;863;0.0;0.0;0.0;3.5993478130514523e-10;7.705910610196794e-10;0.6180472627171215;-0.912109375;True;0.912109375
80;873;0.0;0.0;0.0;7.135081689483728e-10;1.485690613718896e-09;0.5965056994416874;-0.896484375;True;0.896484375
81;883;0.0;0.0;0.0;1.000345813900976e-09;2.031395311198913e-09;0.5858744959677419;-0.888671875;True;0.888671875
82;893;0.0;0.0;0.0;1.6518962475870402e-09;3.242142778756956e-09;0.5701021634615385;-0.876953125;True;0.876953125
83;903;0.0;0.0;0.0;2.299723891442753e-09;4.307519361962636e-09;0.559703590260546;-0.869140625;True;0.869140625
84;913;0.0;0.0;0.0;3.463959229986913e-09;6.2816802658737046e-09;0.5468362282878412;-0.859375;True;0.859375
85;923;0.0;0.0;0.0;5.194701821703936e-09;9.145350589111393e-09;0.534114260235732;-0.849609375;True;0.849609375
86;933;0.0;0.0;0.0;9.093644292926818e-09;1.477897341108788e-08;0.5165477667493796;-0.8359375;True;0.8359375
87;943;0.0;0.0;0.0;2.327660767544184e-08;3.6304427636753775e-08;0.4870967741935484;-0.8125;True;0.8125
88;953;0.0;0.0;0.0;6.262373147189395e-08;9.045160087947498e-08;0.4561365927419355;-0.787109375;True;0.787109375
89;963;0.0;0.0;0.0;6.749464436755784e-08;9.626670069392288e-08;0.4537957506203474;-0.78515625;True;0.78515625
90;973;0.0;0.0;0.0;9.789954437531725e-08;1.298783735535418e-07;0.4421787763647643;-0.775390625;True;0.775390625
91;983;0.0;0.0;0.0;1.2211680465352746e-07;1.520713821155949e-07;0.4352783808933002;-0.76953125;True;0.76953125
92;993;0.0;0.0;0.0;2.0328474301302157e-07;2.44537834557013e-07;0.4193810096153846;-0.755859375;True;0.755859375
93;1003;0.0;0.0;0.0;1.3140797886582737e-07;1.6265405229560169e-07;0.4329898805831266;-0.767578125;True;0.767578125
94;1013;0.0;0.0;0.0;8.441199985977866e-08;1.1427657538772673e-07;0.446808118796526;-0.779296875;True;0.779296875
95;1023;0.0;0.0;0.0;6.749464436755784e-08;9.626670069392288e-08;0.4537957506203474;-0.78515625;True;0.78515625
96;1033;0.0;0.0;0.0;7.273168327807375e-08;1.0252418034593073e-07;0.4514607242555831;-0.783203125;True;0.783203125
97;1043;0.0;0.0;0.0;7.273168327807375e-08;1.0252418034593073e-07;0.4514607242555831;-0.783203125;True;0.783203125
98;1053;0.0;0.0;0.0;6.749464436755784e-08;9.626670069392288e-08;0.4537957506203474;-0.78515625;True;0.78515625
99;1063;0.0;0.0;0.0;1.3140797886582737e-07;1.6265405229560169e-07;0.4329898805831266;-0.767578125;True;0.767578125
100;1073;0.0;0.0;0.0;3.8655119575150587e-07;4.5960376955729773e-07;0.3993602667493797;-0.73828125;True;0.73828125
101;1083;0.0;0.0;0.0;1.252145667114048e-06;1.4509326346050352e-06;0.3628285902605459;-0.705078125;True;0.705078125
102;1093;0.0;0.0;0.0;2.1394477206693785e-06;2.45277097545718e-06;0.3462187887717121;-0.689453125;True;0.689453125
103;1103;0.0;0.0;0.0;1.3396772779209852e-06;1.5514839621772674e-06;0.3607320099255583;-0.703125;True;0.703125
104;1113;0.0;0.0;0.0;2.910181408980812e-07;3.4762854221430654e-07;0.4082002171215881;-0.74609375;True;0.74609375
105;1123;0.0;0.0;0.0;1.8446041281200964e-08;2.9169491648221413e-08;0.4943810096153846;-0.818359375;True;0.818359375
106;1133;0.0;0.0;0.0;6.101286197809811e-09;1.0704651832085476e-08;0.5290661833126551;-0.845703125;True;0.845703125
107;1143;0.0;0.0;0.0;2.11771295059208e-09;3.988456622281318e-09;0.5622945099255583;-0.87109375;True;0.87109375
108;1153;0.0;0.0;0.0;9.195536902098595e-10;1.874756082127656e-09;0.5885235732009926;-0.890625;True;0.890625
109;1163;0.0;0.0;0.0;1.1832237171156026e-09;2.3815425356271847e-09;0.5805937887717122;-0.884765625;True;0.884765625
110;1173;0.0;0.0;0.0;1.6518962475870402e-09;3.242142778756956e-09;0.5701021634615385;-0.876953125;True;0.876953125
111;1183;0.0;0.0;0.0;2.11771295059208e-09;3.988456622281318e-09;0.5622945099255583;-0.87109375;True;0.87109375
112;1193;0.0;0.0;0.0;2.299723891442753e-09;4.307519361962636e-09;0.559703590260546;-0.869140625;True;0.869140625
113;1203;0.0;0.0;0.0;3.463959229986913e-09;6.2816802658737046e-09;0.5468362282878412;-0.859375;True;0.859375
114;1213;0.0;0.0;0.0;4.791988260662322e-09;8.480041348247131e-09;0.5366470223325063;-0.8515625;True;0.8515625
115;1223;0.0;0.0;0.0;6.610545638428298e-09;1.094288063310447e-08;0.5265508684863525;-0.84375;True;0.84375
116;1233;0.0;0.0;0.0;6.610545638428298e-09;1.094288063310447e-08;0.5265508684863525;-0.84375;True;0.84375
117;1243;0.0;0.0;0.0;6.610545638428298e-09;1.094288063310447e-08;0.5265508684863525;-0.84375;True;0.84375
118;1253;0.0;0.0;0.0;6.610545638428298e-09;1.094288063310447e-08;0.5265508684863525;-0.84375;True;0.84375
119;1263;0.0;0.0;0.0;6.610545638428298e-09;1.094288063310447e-08;0.5265508684863525;-0.84375;True;0.84375
120;1273;0.0;0.0;0.0;6.610545638428298e-09;1.094288063310447e-08;0.5265508684863525;-0.84375;True;0.84375
121;1283;0.0;0.0;0.0;6.610545638428298e-09;1.094288063310447e-08;0.5265508684863525;-0.84375;True;0.84375
122;1293;0.0;0.0;0.0;9.844018453217998e-09;1.5922777482295043e-08;0.5140615307071961;-0.833984375;True;0.833984375
123;1303;0.0;0.0;0.0;2.7157084588492492e-08;4.194215398418532e-08;0.4822696960297767;-0.80859375;True;0.80859375
124;1313;0.0;0.0;0.0;2.9325851825001722e-08;4.488606126349144e-08;0.4798648805831266;-0.806640625;True;0.806640625
125;1323;0.0;0.0;0.0;3.6888947268361644e-08;5.5185434607884544e-08;0.4726853287841191;-0.80078125;True;0.80078125
126;1333;0.0;0.0;0.0;2.9325851825001722e-08;4.488606126349144e-08;0.4798648805831266;-0.806640625;True;0.806640625
127;1343;0.0;0.0;0.0;2.5144297021468853e-08;3.900979817778564e-08;0.4846803272332506;-0.810546875;True;0.810546875
128;1353;0.0;0.0;0.0;5.49047958631088e-07;6.456980293304825e-07;0.3884411833126551;-0.728515625;True;0.728515625
129;1363;0.0;0.0;0.0;0.0162407194133553;0.0169342732673065;0.0770422999379652;-0.349609375;True;0.349609375
130;1372;0.0;0.0;0.0;0.294952935439743;0.2956737392897912;0.0015625;0.15234375;False;0.15234375
131;1382;0.0;0.0;0.0;5.49047958631088e-07;6.456980293304825e-07;0.3884411833126551;0.728515625;True;0.728515625
132;1392;0.0;0.0;0.0;8.45137823729546e-10;1.7368513792277543e-09;0.5911784661910671;0.892578125;True;0.892578125
133;1402;0.0;0.0;0.0;6.773130231199793e-11;1.5643795162377002e-10;0.6707002171215881;0.94921875;True;0.94921875
134;1412;0.0;0.0;0.0;1.7319186503576942e-11;5.960008644100052e-11;0.7137513570099256;0.978515625;True;0.978515625
135;1422;0.0;0.0;0.0;9.041260826253434e-12;3.8155608960176526e-11;0.7342897022332507;0.9921875;True;0.9921875
136;1542;0.0;0.0;0.0;8.233670499558598e-12;3.5854051368566216e-11;0.7372470145781638;0.994140625;True;0.994140625
137;1552;0.0;0.0;0.0;2.0820600627050864e-11;6.767520108729209e-11;0.7079356001861042;0.974609375;True;0.974609375
138;1562;0.0;0.0;0.0;1.5061359621671578e-10;3.3144687321940353e-10;0.6454976349255583;0.931640625;True;0.931640625
139;1572;0.0;0.0;0.0;2.942002935189199e-09;5.445891714867371e-09;0.5519657258064516;0.86328125;True;0.86328125
140;1582;0.0;0.0;0.0;7.836135331371368e-08;1.081555421577569e-07;0.4491315136476427;0.78125;True;0.78125
141;1592;0.0;0.0;0.0;2.522444148665491e-07;3.021923451467829e-07;0.4126550868486353;0.75;True;0.75
142;1602;0.0;0.0;0.0;4.148004614796324e-07;4.909150297142101e-07;0.3971648185483871;0.736328125;True;0.736328125
143;1612;0.0;0.0;0.0;6.310173346042818e-07;7.399751591042779e-07;0.384114260235732;0.724609375;True;0.724609375
144;1622;0.0;0.0;0.0;4.989414742836833e-06;5.616514619955185e-06;0.3200217121588089;0.6640625;True;0.6640625
145;1632;0.0;0.0;0.0;4.467771099432264e-05;4.863799641685548e-05;0.252605459057072;0.59375;True;0.59375
146;1642;0.0;0.0;0.0;0.000161276729747;0.0001740939856375;0.2134799550248139;0.548828125;True;0.548828125
147;1652;0.0;0.0;0.0;0.0003734109503731;0.0004001389024114;0.1880767292183623;0.517578125;True;0.517578125
148;1662;0.0;0.0;0.0;0.0010520450702098;0.0011174233241845;0.1569944168734491;0.4765625;True;0.4765625
149;1672;0.0;0.0;0.0;0.0030032897388181;0.0031620879128932;0.1258946572580645;0.431640625;True;0.431640625
150;1682;0.0;0.0;0.0;0.0216734048732715;0.0225530965982141;0.0689002403846154;0.333984375;True;0.333984375
151;1692;0.0;0.0;0.0;0.0619890035231723;0.0637290457273316;0.0400540865384615;0.271484375;False;0.271484375
152;1702;0.0;0.0;0.0;0.0906800339379362;0.092483714374295;0.0300364454094292;0.24609375;False;0.24609375
153;1712;0.0;0.0;0.0;0.1546554914850197;0.1556420083590654;0.0165438895781637;0.20703125;False;0.20703125
154;1722;0.0;0.0;0.0;0.1225586112894089;0.1244394612646424;0.0223276597394541;0.224609375;False;0.224609375
155;1732;0.0;0.0;0.0;0.0565651674202998;0.0582990745623291;0.0425054280397022;0.27734375;False;0.27734375
156;1742;0.0;0.0;0.0;0.0103298859694399;0.0107984689721311;0.0899532800868486;0.373046875;True;0.373046875
157;1752;0.0;0.0;0.0;0.0007153100391853;0.0007625264502957;0.1685328784119107;0.4921875;True;0.4921875
158;1762;0.0;0.0;0.0;1.535428098057167e-05;1.6795536155281333e-05;0.2853714330024814;0.62890625;True;0.62890625
159;1772;0.0;0.0;0.0;5.668857326169108e-06;6.360408301954508e-06;0.3160786290322581;0.66015625;True;0.66015625
160;1782;0.0;0.0;0.0;4.679653095079436e-06;5.296892107068391e-06;0.3220019773573201;0.666015625;True;0.666015625
161;1792;0.0;0.0;0.0;4.114487298883416e-06;4.675242908592735e-06;0.3259799550248139;0.669921875;True;0.669921875
162;1802;0.0;0.0;0.0;6.436358807385795e-06;7.193990143841016e-06;0.3121588089330025;0.65625;True;0.65625
163;1812;0.0;0.0;0.0;9.381415139039222e-06;1.0350340209881358e-05;0.3005389267990074;0.64453125;True;0.64453125
164;1822;0.0;0.0;0.0;9.381415139039222e-06;1.0350340209881358e-05;0.3005389267990074;0.64453125;True;0.64453125
165;1832;0.0;0.0;0.0;5.886588158308331e-07;6.914886777027712e-07;0.3862748138957816;0.7265625;True;0.7265625
166;1842;0.0;0.0;0.0;3.980697881772413e-08;5.937753713101978e-08;0.4703037763647643;0.798828125;True;0.798828125
167;1852;0.0;0.0;0.0;1.0654439545112532e-08;1.7152476850098746e-08;0.5115811104218363;0.83203125;True;0.83203125
168;1862;0.0;0.0;0.0;3.0280606534273237e-10;6.503196230554389e-10;0.6234908111042184;0.916015625;True;0.916015625
169;1872;0.0;0.0;0.0;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;0.96875;True;0.96875
170;1912;0.0;0.0;0.0;9.041260826253434e-12;3.8155608960176526e-11;0.7342897022332507;0.9921875;True;0.9921875
171;1932;0.0;0.0;0.0;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
172;2002;0.0;0.0;0.0;6.211923275036763e-12;3.2173370295708084e-11;0.7461538461538462;1.0;True;1.0
173;2052;0.0;0.0;0.0;6.824833029737679e-12;3.2858527098572716e-11;0.7431790865384615;0.998046875;True;0.998046875
174;2062;0.0;0.0;0.0;1.3122092862393549e-11;4.805966510851638e-11;0.7225186104218363;0.984375;True;0.984375
175;2072;0.0;0.0;0.0;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;0.96875;True;0.96875
176;2082;0.0;0.0;0.0;2.7407301401734218e-11;7.435499361766785e-11;0.6992555831265509;0.96875;True;0.96875
177;2102;0.0;0.0;0.0;1.1557460629092276e-10;2.58498928574354e-10;0.6538461538461539;0.9375;True;0.9375
178;2112;0.0;0.0;0.0;1.2865021608031123e-09;2.576773370905452e-09;0.5779621588089331;0.8828125;True;0.8828125
179;2122;0.0;0.0;0.0;1.7948189018726243e-09;3.4467917300943374e-09;0.5674937965260546;0.875;True;0.875
180;2132;0.0;0.0;0.0;3.463959229986913e-09;6.2816802658737046e-09;0.5468362282878412;0.859375;True;0.859375
181;2142;0.0;0.0;0.0;2.9325851825001722e-08;4.488606126349144e-08;0.4798648805831266;0.806640625;True;0.806640625
182;2152;0.0;0.0;0.0;6.749464436755784e-08;9.626670069392288e-08;0.4537957506203474;0.78515625;True;0.78515625
183;2162;0.0;0.0;0.0;9.789954437531725e-08;1.298783735535418e-07;0.4421787763647643;0.775390625;True;0.775390625
184;2172;0.0;0.0;0.0;1.2211680465352746e-07;1.520713821155949e-07;0.4352783808933002;0.76953125;True;0.76953125
185;2182;0.0;0.0;0.0;1.4138133590253876e-07;1.7291181868581217e-07;0.4307071960297767;0.765625;True;0.765625
186;2192;0.0;0.0;0.0;1.4138133590253876e-07;1.7291181868581217e-07;0.4307071960297767;0.765625;True;0.765625
187;2202;0.0;0.0;0.0;1.1346271195482785e-07;1.436493964316987e-07;0.4375726969602978;0.771484375;True;0.771484375
188;2212;0.0;0.0;0.0;1.054034701684782e-07;1.3630675744990464e-07;0.4398728287841191;0.7734375;True;0.7734375
189;2222;0.0;0.0;0.0;1.054034701684782e-07;1.3630675744990464e-07;0.4398728287841191;0.7734375;True;0.7734375
190;2232;0.0;0.0;0.0;9.789954437531725e-08;1.298783735535418e-07;0.4421787763647643;0.775390625;True;0.775390625
191;2242;0.0;0.0;0.0;1.1346271195482785e-07;1.436493964316987e-07;0.4375726969602978;0.771484375;True;0.771484375
192;2252;0.0;0.0;0.0;1.054034701684782e-07;1.3630675744990464e-07;0.4398728287841191;0.7734375;True;0.7734375
193;2262;0.0;0.0;0.0;1.1346271195482785e-07;1.436493964316987e-07;0.4375726969602978;0.771484375;True;0.771484375
194;2272;0.0;0.0;0.0;1.054034701684782e-07;1.3630675744990464e-07;0.4398728287841191;0.7734375;True;0.7734375
195;2282;0.0;0.0;0.0;8.441199985977866e-08;1.1427657538772673e-07;0.446808118796526;0.779296875;True;0.779296875
196;2292;0.0;0.0;0.0;8.441199985977866e-08;1.1427657538772673e-07;0.446808118796526;0.779296875;True;0.779296875
197;2302;0.0;0.0;0.0;7.836135331371368e-08;1.081555421577569e-07;0.4491315136476427;0.78125;True;0.78125
198;2312;0.0;0.0;0.0;7.836135331371368e-08;1.081555421577569e-07;0.4491315136476427;0.78125;True;0.78125
199;2322;0.0;0.0;0.0;5.8094165087978004e-08;8.48050765803864e-08;0.4584832506203474;0.7890625;True;0.7890625
200;2332;0.0;0.0;0.0;4.075650793223015e-09;7.281498063502094e-09;0.5417299937965261;0.85546875;True;0.85546875
201;2342;0.0;0.0;0.0;4.658418529041903e-10;9.839769725092626e-10;0.609925558312655;0.90625;True;0.90625
202;2352;0.0;0.0;0.0;1.1557460629092276e-10;2.58498928574354e-10;0.6538461538461539;0.9375;True;0.9375
203;2362;0.0;0.0;0.0;8.854639676881703e-11;2.0178739974760417e-10;0.6622470145781638;0.943359375;True;0.943359375
204;2372;0.0;0.0;0.0;3.6020412458034424e-11;8.911684674478722e-11;0.690627907878412;0.962890625;True;0.962890625
205;2382;0.0;0.0;0.0;2.0820600627050864e-11;6.767520108729209e-11;0.7079356001861042;0.974609375;True;0.974609375
206;2392;0.0;0.0;0.0;7.496890411186199e-12;3.4093397413177154e-11;0.7402101426799007;0.99609375;True;0.99609375
