fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;1.1931636173401479
1;1;1;1.1746351150526684
1;1;1;1.0320670045059115
1;0;0;0.37848453803028864
1;0;0;0.34489609750110284
1;0;0;0.154976847347441
1;1;1;0.9729074841687764
1;1;1;0.9608989805931941
1;0;0;-0.3427850949727016
1;0;0;-0.37575315407934995
1;0;0;-0.4547716759267795
1;1;1;0.7460868312271791
1;1;1;1.1462484831610313
1;1;1;1.1766327008794435
1;0;0;0.3255877563705349
1;0;0;-0.0508530232144504
2;0;0;0.15594141734577194
2;0;0;0.49558750118046735
2;0;0;0.47381046879601174
2;1;1;1.0992342134105089
2;1;1;1.0018236913068361
2;0;0;0.43188143359635855
2;0;0;0.21491430136248746
2;0;0;0.2010161337973484
2;1;1;0.6649437553756272
2;1;1;0.6890942308162067
2;0;0;0.3005559078116201
2;0;0;0.1095858113188537
2;1;1;0.8000322262651463
2;1;1;0.8272201227144529
2;1;1;0.5574606353453806
2;1;1;0.544815365016192
3;0;0;0.0834768381734774
3;1;1;0.6485626371555494
3;1;1;1.040534245400894
3;0;0;0.1253224414095253
3;0;0;0.08908623321585779
3;1;1;0.8511865768867636
3;1;1;0.8670872945323177
3;0;0;0.03857627190659302
3;0;0;0.027349693542649933
3;0;0;0.013852865034206574
3;1;1;0.877723125066636
3;1;1;1.5886318529101309
3;1;1;1.6264934191164977
3;0;0;0.10867730981744284
3;0;0;-0.06598447785284522
3;1;1;0.9886250375302805
4;0;0;0.11699162404474939
4;0;0;0.107744003537798
4;0;0;0.33198438116550966
4;0;0;0.32347677672749864
4;1;1;1.0435738374337888
4;1;1;0.8943316015799945
4;1;1;0.8934430031339593
4;1;1;0.8467332389141181
4;0;0;-0.11095847575728446
4;0;0;-0.006897315386264591
4;1;1;0.860572282007297
4;0;0;0.1595043639432856
4;0;0;-0.06859512057855888
4;1;1;0.8819841167852228
4;1;1;0.7311203857457156
4;1;1;0.7413927732371444
