n_componentes;balanced_accuracy_cv;desvio_cv
1;0.625;0.21650635094610965
2;0.703125;0.19452968121857395
3;0.6875;0.2072890493972125
4;0.671875;0.19452968121857395
5;0.625;0.18221724671391565
6;0.453125;0.120017902310447
7;0.515625;0.19948664585630788
8;0.546875;0.24754655496491967
9;0.4375;0.10825317547305482
10;0.421875;0.13531646934131855
