amostras;representantes_spearman_p005;candidatas_vip_ge_1;bandas_apos_filtro;componentes;r2_ajuste;rmse_ajuste;r2_cv_bloco;rmse_cv_bloco
168;206;60;2;1;0.3342067930047731;2.1524883185909425;0.3147893879905067;2.1836506714926482
