posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1611;0.010416666666666666;0.018042195912175808;0.0;9.041260826253434e-12;1.4612786410280373e-11;0.7342897022332507;0.9921875;True;0.9921875
2;1621;0.010416666666666666;0.018042195912175808;0.0;1.4396425455681949e-11;2.011380695477089e-11;0.7195903768610422;0.982421875;True;0.982421875
3;828;0.0;0.0;0.04;6.211923275036763e-12;1.1667266151190843e-11;0.7461538461538462;-1.0;True;1.0
4;1098;0.0;0.0;0.03;6.211923275036763e-12;1.1667266151190843e-11;0.7461538461538462;-1.0;True;1.0
5;1128;0.0;0.0;0.03;6.211923275036763e-12;1.1667266151190843e-11;0.7461538461538462;-1.0;True;1.0
6;1411;0.0;0.0;0.03;6.211923275036763e-12;1.1667266151190843e-11;0.7461538461538462;1.0;True;1.0
7;1461;0.0;0.0;0.03;6.211923275036763e-12;1.1667266151190843e-11;0.7461538461538462;1.0;True;1.0
8;1581;0.0;0.0;0.03;6.211923275036763e-12;1.1667266151190843e-11;0.7461538461538462;1.0;True;1.0
9;2371;0.0;0.0;0.03;6.211923275036763e-12;1.1667266151190843e-11;0.7461538461538462;1.0;True;1.0
10;405;0.0;0.0;0.02;6.211923275036763e-12;1.1667266151190843e-11;0.7461538461538462;-1.0;True;1.0
